Season,Phase,Month,Week,Date,Team,Opponent,Location,W/L,City,Distance,Route,Rest,TZ,Shift (hrs),Flight Time,Direction (E/W),Return Home,Latitude,Longitude,d.Latitude,d.Longitude
2014-15,RS,Mar,13,2015-03-29,Oklahoma City Thunder,Phoenix Suns,Away,W,Phoenix,501,Salt Lake City - Phoenix,0,America/Phoenix,0,~55 minutes,-,,33.54,-112.07,40.78,-111.93
2014-15,RS,Apr,13,2015-04-01,Oklahoma City Thunder,Dallas Mavericks,Home,L,Oklahoma City,839,Phoenix - Oklahoma City,2,America/Chicago,1,~1.53 hours,East,,35.47,-97.51,33.54,-112.07
2014-15,RS,Apr,14,2015-04-03,Oklahoma City Thunder,Memphis Grizzlies,Away,L,Memphis,424,Oklahoma City - Memphis,1,America/Chicago,0,~55 minutes,-,,35.11,-90.01,35.47,-97.51
2014-15,RS,Apr,14,2015-04-05,Oklahoma City Thunder,Houston Rockets,Home,L,Oklahoma City,424,Memphis - Oklahoma City,1,America/Chicago,0,~55 minutes,-,,35.47,-97.51,35.11,-90.01
2014-15,RS,Apr,14,2015-04-07,Oklahoma City Thunder,San Antonio Spurs,Home,L,Oklahoma City,0,No Travel,1,America/Chicago,0,-,-,,35.47,-97.51,35.47,-97.51
2014-15,RS,Apr,15,2015-04-10,Oklahoma City Thunder,Sacramento Kings,Home,W,Oklahoma City,0,No Travel,2,America/Chicago,0,-,-,,35.47,-97.51,35.47,-97.51
2014-15,RS,Apr,15,2015-04-12,Oklahoma City Thunder,Indiana Pacers,Away,L,Indianapolis,689,Oklahoma City - Indianapolis,1,America/Indiana/Indianapolis,1,~1.25 hours,East,,39.78,-86.15,35.47,-97.51
2014-15,RS,Apr,15,2015-04-13,Oklahoma City Thunder,Portland Trail Blazers,Home,W,Oklahoma City,689,Indianapolis - Oklahoma City,0,America/Chicago,-1,~1.25 hours,West,,35.47,-97.51,39.78,-86.15
2014-15,RS,Apr,15,2015-04-15,Oklahoma City Thunder,Minnesota Timberwolves,Away,W,Minneapolis,693,Oklahoma City - NA,1,America/Chicago,0,~1.26 hours,-,,44.96,-93.27,35.47,-97.51
2014-15,RS,Oct,43,2014-10-28,Orlando Magic,New Orleans Pelicans,Away,L,New Orleans,527,Orlando - New Orleans,15,America/Chicago,-1,~57.49 minutes,West,,30.07,-89.93,28.5,-81.37
2014-15,RS,Oct,44,2014-10-30,Orlando Magic,Washington Wizards,Home,L,Orlando,527,New Orleans - Orlando,1,America/New_York,1,~57.49 minutes,East,,28.5,-81.37,30.07,-89.93
2014-15,RS,Nov,44,2014-11-01,Orlando Magic,Toronto Raptors,Home,L,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Nov,44,2014-11-04,Orlando Magic,Chicago Bulls,Away,L,Chicago,988,Orlando - Chicago,2,America/Chicago,-1,~1.8 hours,West,,41.84,-87.68,28.5,-81.37
2014-15,RS,Nov,45,2014-11-05,Orlando Magic,Philadelphia 76ers,Away,W,Philadelphia,667,Chicago - Philadelphia,0,America/New_York,1,~1.21 hours,East,,40.01,-75.13,41.84,-87.68
2014-15,RS,Nov,45,2014-11-07,Orlando Magic,Minnesota Timberwolves,Home,W,Orlando,871,Philadelphia - Orlando,1,America/New_York,0,~1.58 hours,-,,28.5,-81.37,40.01,-75.13
2014-15,RS,Nov,45,2014-11-09,Orlando Magic,Brooklyn Nets,Away,L,New York,941,Orlando - New York,1,America/New_York,0,~1.71 hours,-,,40.67,-73.94,28.5,-81.37
2014-15,RS,Nov,45,2014-11-11,Orlando Magic,Toronto Raptors,Away,L,Toronto,346,New York - Toronto,1,America/Toronto,0,~55 minutes,-,,43.65,-79.38,40.67,-73.94
2014-15,RS,Nov,46,2014-11-12,Orlando Magic,New York Knicks,Away,W,New York,346,Toronto - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,43.65,-79.38
2014-15,RS,Nov,46,2014-11-14,Orlando Magic,Milwaukee Bucks,Home,W,Orlando,941,New York - Orlando,1,America/New_York,0,~1.71 hours,-,,28.5,-81.37,40.67,-73.94
2014-15,RS,Nov,46,2014-11-15,Orlando Magic,Washington Wizards,Away,L,Washington,762,Orlando - Washington,0,America/New_York,0,~1.39 hours,-,,38.91,-77.02,28.5,-81.37
2014-15,RS,Nov,46,2014-11-17,Orlando Magic,Detroit Pistons,Away,W,Detroit,399,Washington - Detroit,1,America/Detroit,0,~55 minutes,-,,42.38,-83.1,38.91,-77.02
2014-15,RS,Nov,47,2014-11-19,Orlando Magic,Los Angeles Clippers,Home,L,Orlando,964,Detroit - Orlando,1,America/New_York,0,~1.75 hours,-,,28.5,-81.37,42.38,-83.1
2014-15,RS,Nov,47,2014-11-21,Orlando Magic,Charlotte Hornets,Away,W,Charlotte,464,Orlando - Charlotte,1,America/New_York,0,~55 minutes,-,,35.2,-80.83,28.5,-81.37
2014-15,RS,Nov,47,2014-11-22,Orlando Magic,Miami Heat,Home,L,Orlando,464,Charlotte - Orlando,0,America/New_York,0,~55 minutes,-,,28.5,-81.37,35.2,-80.83
2014-15,RS,Nov,47,2014-11-24,Orlando Magic,Cleveland Cavaliers,Away,L,Cleveland,897,Orlando - Cleveland,1,America/New_York,0,~1.63 hours,-,,41.48,-81.68,28.5,-81.37
2014-15,RS,Nov,48,2014-11-26,Orlando Magic,Golden State Warriors,Home,L,Orlando,897,Cleveland - Orlando,1,America/New_York,0,~1.63 hours,-,,28.5,-81.37,41.48,-81.68
2014-15,RS,Nov,48,2014-11-28,Orlando Magic,Indiana Pacers,Away,L,Indianapolis,826,Orlando - Indianapolis,1,America/Indiana/Indianapolis,0,~1.5 hours,-,,39.78,-86.15,28.5,-81.37
2014-15,RS,Nov,48,2014-11-30,Orlando Magic,Phoenix Suns,Away,W,Phoenix,1495,Indianapolis - Phoenix,1,America/Phoenix,-2,~2.72 hours,West,,33.54,-112.07,39.78,-86.15
2014-15,RS,Dec,48,2014-12-02,Orlando Magic,Golden State Warriors,Away,L,San Francisco,652,Phoenix - San Francisco,1,America/Los_Angeles,-1,~1.19 hours,West,,37.77,-122.45,33.54,-112.07
2014-15,RS,Dec,49,2014-12-03,Orlando Magic,Los Angeles Clippers,Away,L,Los Angeles,339,San Francisco - Los Angeles,0,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,37.77,-122.45
2014-15,RS,Dec,49,2014-12-05,Orlando Magic,Utah Jazz,Away,W,Salt Lake City,582,Los Angeles - Salt Lake City,1,America/Denver,1,~1.06 hours,East,,40.78,-111.93,34.11,-118.41
2014-15,RS,Dec,49,2014-12-06,Orlando Magic,Sacramento Kings,Away,W,Sacramento,530,Salt Lake City - Sacramento,0,America/Los_Angeles,-1,~57.82 minutes,West,,38.57,-121.47,40.78,-111.93
2014-15,RS,Dec,50,2014-12-10,Orlando Magic,Washington Wizards,Home,L,Orlando,2392,Sacramento - Orlando,3,America/New_York,3,~4.35 hours,East,,28.5,-81.37,38.57,-121.47
2014-15,RS,Dec,50,2014-12-12,Orlando Magic,Atlanta Hawks,Away,L,Atlanta,406,Orlando - Atlanta,1,America/New_York,0,~55 minutes,-,,33.76,-84.42,28.5,-81.37
2014-15,RS,Dec,50,2014-12-13,Orlando Magic,Atlanta Hawks,Home,W,Orlando,406,Atlanta - Orlando,0,America/New_York,0,~55 minutes,-,,28.5,-81.37,33.76,-84.42
2014-15,RS,Dec,50,2014-12-15,Orlando Magic,Toronto Raptors,Away,L,Toronto,1053,Orlando - Toronto,1,America/Toronto,0,~1.91 hours,-,,43.65,-79.38,28.5,-81.37
2014-15,RS,Dec,51,2014-12-17,Orlando Magic,Boston Celtics,Away,L,Boston,432,Toronto - Boston,1,America/New_York,0,~55 minutes,-,,42.34,-71.02,43.65,-79.38
2014-15,RS,Dec,51,2014-12-19,Orlando Magic,Utah Jazz,Home,L,Orlando,1118,Boston - Orlando,1,America/New_York,0,~2.03 hours,-,,28.5,-81.37,42.34,-71.02
2014-15,RS,Dec,51,2014-12-21,Orlando Magic,Philadelphia 76ers,Home,L,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Dec,51,2014-12-23,Orlando Magic,Boston Celtics,Home,W,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Dec,52,2014-12-26,Orlando Magic,Cleveland Cavaliers,Home,L,Orlando,0,No Travel,2,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Dec,52,2014-12-27,Orlando Magic,Charlotte Hornets,Away,W,Charlotte,464,Orlando - Charlotte,0,America/New_York,0,~55 minutes,-,,35.2,-80.83,28.5,-81.37
2014-15,RS,Dec,52,2014-12-29,Orlando Magic,Miami Heat,Away,W,Miami,652,Charlotte - Miami,1,America/New_York,0,~1.19 hours,-,,25.78,-80.21,35.2,-80.83
2014-15,RS,Dec,52,2014-12-30,Orlando Magic,Detroit Pistons,Home,L,Orlando,201,Miami - Orlando,0,America/New_York,0,~55 minutes,-,,28.5,-81.37,25.78,-80.21
2014-15,RS,Jan,1,2015-01-02,Orlando Magic,Brooklyn Nets,Home,L,Orlando,0,No Travel,2,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Jan,1,2015-01-03,Orlando Magic,Charlotte Hornets,Home,L,Orlando,0,No Travel,0,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Jan,1,2015-01-07,Orlando Magic,Denver Nuggets,Away,L,Denver,1547,Orlando - Denver,3,America/Denver,-2,~2.81 hours,West,,39.77,-104.87,28.5,-81.37
2014-15,RS,Jan,2,2015-01-09,Orlando Magic,Los Angeles Lakers,Away,L,Los Angeles,843,Denver - Los Angeles,1,America/Los_Angeles,-1,~1.53 hours,West,,34.11,-118.41,39.77,-104.87
2014-15,RS,Jan,2,2015-01-10,Orlando Magic,Portland Trail Blazers,Away,L,Portland,821,Los Angeles - Portland,0,America/Los_Angeles,0,~1.49 hours,-,,45.54,-122.66,34.11,-118.41
2014-15,RS,Jan,2,2015-01-12,Orlando Magic,Chicago Bulls,Away,W,Chicago,1753,Portland - Chicago,1,America/Chicago,2,~3.19 hours,East,,41.84,-87.68,45.54,-122.66
2014-15,RS,Jan,2,2015-01-14,Orlando Magic,Houston Rockets,Home,W,Orlando,988,Chicago - Orlando,1,America/New_York,1,~1.8 hours,East,,28.5,-81.37,41.84,-87.68
2014-15,RS,Jan,3,2015-01-16,Orlando Magic,Memphis Grizzlies,Home,L,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Jan,3,2015-01-18,Orlando Magic,Oklahoma City Thunder,Home,L,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Jan,3,2015-01-21,Orlando Magic,Detroit Pistons,Away,L,Detroit,964,Orlando - Detroit,2,America/Detroit,0,~1.75 hours,-,,42.38,-83.1,28.5,-81.37
2014-15,RS,Jan,4,2015-01-23,Orlando Magic,New York Knicks,Away,L,New York,488,Detroit - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.38,-83.1
2014-15,RS,Jan,4,2015-01-25,Orlando Magic,Indiana Pacers,Home,L,Orlando,941,New York - Orlando,1,America/New_York,0,~1.71 hours,-,,28.5,-81.37,40.67,-73.94
2014-15,RS,Jan,4,2015-01-26,Orlando Magic,Memphis Grizzlies,Away,L,Memphis,682,Orlando - Memphis,0,America/Chicago,-1,~1.24 hours,West,,35.11,-90.01,28.5,-81.37
2014-15,RS,Jan,5,2015-01-29,Orlando Magic,Milwaukee Bucks,Home,L,Orlando,682,Memphis - Orlando,2,America/New_York,1,~1.24 hours,East,,28.5,-81.37,35.11,-90.01
2014-15,RS,Jan,5,2015-01-31,Orlando Magic,Dallas Mavericks,Home,L,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Feb,5,2015-02-02,Orlando Magic,Oklahoma City Thunder,Away,L,Oklahoma City,1060,Orlando - Oklahoma City,1,America/Chicago,-1,~1.93 hours,West,,35.47,-97.51,28.5,-81.37
2014-15,RS,Feb,5,2015-02-04,Orlando Magic,San Antonio Spurs,Away,L,San Antonio,420,Oklahoma City - San Antonio,1,America/Chicago,0,~55 minutes,-,,29.46,-98.51,35.47,-97.51
2014-15,RS,Feb,6,2015-02-06,Orlando Magic,Los Angeles Lakers,Home,W,Orlando,1038,San Antonio - Orlando,1,America/New_York,1,~1.89 hours,East,,28.5,-81.37,29.46,-98.51
2014-15,RS,Feb,6,2015-02-08,Orlando Magic,Chicago Bulls,Home,L,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Feb,6,2015-02-09,Orlando Magic,Washington Wizards,Away,L,Washington,762,Orlando - Washington,0,America/New_York,0,~1.39 hours,-,,38.91,-77.02,28.5,-81.37
2014-15,RS,Feb,6,2015-02-11,Orlando Magic,New York Knicks,Home,W,Orlando,762,Washington - Orlando,1,America/New_York,0,~1.39 hours,-,,28.5,-81.37,38.91,-77.02
2014-15,RS,Feb,8,2015-02-20,Orlando Magic,New Orleans Pelicans,Home,W,Orlando,0,No Travel,8,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Feb,8,2015-02-22,Orlando Magic,Philadelphia 76ers,Home,W,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Feb,8,2015-02-25,Orlando Magic,Miami Heat,Home,L,Orlando,0,No Travel,2,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Feb,9,2015-02-27,Orlando Magic,Atlanta Hawks,Away,L,Atlanta,406,Orlando - Atlanta,1,America/New_York,0,~55 minutes,-,,33.76,-84.42,28.5,-81.37
2014-15,RS,Mar,9,2015-03-01,Orlando Magic,Charlotte Hornets,Home,L,Orlando,406,Atlanta - Orlando,1,America/New_York,0,~55 minutes,-,,28.5,-81.37,33.76,-84.42
2014-15,RS,Mar,9,2015-03-04,Orlando Magic,Phoenix Suns,Home,L,Orlando,0,No Travel,2,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Mar,10,2015-03-06,Orlando Magic,Sacramento Kings,Home,W,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Mar,10,2015-03-08,Orlando Magic,Boston Celtics,Home,W,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Mar,10,2015-03-10,Orlando Magic,Indiana Pacers,Away,L,Indianapolis,826,Orlando - Indianapolis,1,America/Indiana/Indianapolis,0,~1.5 hours,-,,39.78,-86.15,28.5,-81.37
2014-15,RS,Mar,10,2015-03-11,Orlando Magic,Milwaukee Bucks,Away,L,Milwaukee,246,Indianapolis - Milwaukee,0,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,39.78,-86.15
2014-15,RS,Mar,11,2015-03-13,Orlando Magic,Boston Celtics,Away,L,Boston,861,Milwaukee - Boston,1,America/New_York,1,~1.57 hours,East,,42.34,-71.02,43.06,-87.97
2014-15,RS,Mar,11,2015-03-15,Orlando Magic,Cleveland Cavaliers,Home,L,Orlando,1118,Boston - Orlando,1,America/New_York,0,~2.03 hours,-,,28.5,-81.37,42.34,-71.02
2014-15,RS,Mar,11,2015-03-17,Orlando Magic,Houston Rockets,Away,L,Houston,851,Orlando - Houston,1,America/Chicago,-1,~1.55 hours,West,,29.77,-95.39,28.5,-81.37
2014-15,RS,Mar,11,2015-03-18,Orlando Magic,Dallas Mavericks,Away,L,Dallas,224,Houston - Dallas,0,America/Chicago,0,~55 minutes,-,,32.79,-96.77,29.77,-95.39
2014-15,RS,Mar,12,2015-03-20,Orlando Magic,Portland Trail Blazers,Home,W,Orlando,962,Dallas - Orlando,1,America/New_York,1,~1.75 hours,East,,28.5,-81.37,32.79,-96.77
2014-15,RS,Mar,12,2015-03-22,Orlando Magic,Denver Nuggets,Home,L,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Mar,12,2015-03-25,Orlando Magic,Atlanta Hawks,Home,L,Orlando,0,No Travel,2,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Mar,13,2015-03-27,Orlando Magic,Detroit Pistons,Home,L,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Apr,13,2015-04-01,Orlando Magic,San Antonio Spurs,Home,L,Orlando,0,No Travel,4,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Apr,14,2015-04-03,Orlando Magic,Minnesota Timberwolves,Away,W,Minneapolis,1312,Orlando - Minneapolis,1,America/Chicago,-1,~2.39 hours,West,,44.96,-93.27,28.5,-81.37
2014-15,RS,Apr,14,2015-04-04,Orlando Magic,Milwaukee Bucks,Away,W,Milwaukee,294,Minneapolis - Milwaukee,0,America/Chicago,0,~55 minutes,-,,43.06,-87.97,44.96,-93.27
2014-15,RS,Apr,14,2015-04-08,Orlando Magic,Chicago Bulls,Home,W,Orlando,1072,Milwaukee - Orlando,3,America/New_York,1,~1.95 hours,East,,28.5,-81.37,43.06,-87.97
2014-15,RS,Apr,15,2015-04-10,Orlando Magic,Toronto Raptors,Home,L,Orlando,0,No Travel,1,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Apr,15,2015-04-11,Orlando Magic,New York Knicks,Home,L,Orlando,0,No Travel,0,America/New_York,0,-,-,,28.5,-81.37,28.5,-81.37
2014-15,RS,Apr,15,2015-04-13,Orlando Magic,Miami Heat,Away,L,Miami,201,Orlando - Miami,1,America/New_York,0,~55 minutes,-,,25.78,-80.21,28.5,-81.37
2014-15,RS,Apr,15,2015-04-15,Orlando Magic,Brooklyn Nets,Away,L,New York,1091,Miami - NA,1,America/New_York,0,~1.98 hours,-,,40.67,-73.94,25.78,-80.21
2014-15,RS,Oct,44,2014-10-29,Philadelphia 76ers,Indiana Pacers,Away,L,Indianapolis,584,Philadelphia - Indianapolis,15,America/Indiana/Indianapolis,0,~1.06 hours,-,,39.78,-86.15,40.01,-75.13
2014-15,RS,Oct,44,2014-10-31,Philadelphia 76ers,Milwaukee Bucks,Away,L,Milwaukee,246,Indianapolis - Milwaukee,1,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,39.78,-86.15
2014-15,RS,Nov,44,2014-11-01,Philadelphia 76ers,Miami Heat,Home,L,Philadelphia,696,Milwaukee - Philadelphia,0,America/New_York,1,~1.27 hours,East,,40.01,-75.13,43.06,-87.97
2014-15,RS,Nov,44,2014-11-03,Philadelphia 76ers,Houston Rockets,Home,L,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Nov,45,2014-11-05,Philadelphia 76ers,Orlando Magic,Home,L,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Nov,45,2014-11-07,Philadelphia 76ers,Chicago Bulls,Home,L,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Nov,45,2014-11-09,Philadelphia 76ers,Toronto Raptors,Away,L,Toronto,333,Philadelphia - Toronto,1,America/Toronto,0,~55 minutes,-,,43.65,-79.38,40.01,-75.13
2014-15,RS,Nov,46,2014-11-13,Philadelphia 76ers,Dallas Mavericks,Away,L,Dallas,1202,Toronto - Dallas,3,America/Chicago,-1,~2.19 hours,West,,32.79,-96.77,43.65,-79.38
2014-15,RS,Nov,46,2014-11-14,Philadelphia 76ers,Houston Rockets,Away,L,Houston,224,Dallas - Houston,0,America/Chicago,0,~55 minutes,-,,29.77,-95.39,32.79,-96.77
2014-15,RS,Nov,46,2014-11-17,Philadelphia 76ers,San Antonio Spurs,Away,L,San Antonio,189,Houston - San Antonio,2,America/Chicago,0,~55 minutes,-,,29.46,-98.51,29.77,-95.39
2014-15,RS,Nov,47,2014-11-19,Philadelphia 76ers,Boston Celtics,Home,L,Philadelphia,1509,San Antonio - Philadelphia,1,America/New_York,1,~2.74 hours,East,,40.01,-75.13,29.46,-98.51
2014-15,RS,Nov,47,2014-11-21,Philadelphia 76ers,Phoenix Suns,Home,L,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Nov,47,2014-11-22,Philadelphia 76ers,New York Knicks,Away,L,New York,78,Philadelphia - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,40.01,-75.13
2014-15,RS,Nov,47,2014-11-24,Philadelphia 76ers,Portland Trail Blazers,Home,L,Philadelphia,78,New York - Philadelphia,1,America/New_York,0,~55 minutes,-,,40.01,-75.13,40.67,-73.94
2014-15,RS,Nov,48,2014-11-26,Philadelphia 76ers,Brooklyn Nets,Home,L,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Nov,48,2014-11-29,Philadelphia 76ers,Dallas Mavericks,Home,L,Philadelphia,0,No Travel,2,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Dec,48,2014-12-01,Philadelphia 76ers,San Antonio Spurs,Home,L,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Dec,49,2014-12-03,Philadelphia 76ers,Minnesota Timberwolves,Away,W,Minneapolis,983,Philadelphia - Minneapolis,1,America/Chicago,-1,~1.79 hours,West,,44.96,-93.27,40.01,-75.13
2014-15,RS,Dec,49,2014-12-05,Philadelphia 76ers,Oklahoma City Thunder,Home,L,Philadelphia,983,Minneapolis - Philadelphia,1,America/New_York,1,~1.79 hours,East,,40.01,-75.13,44.96,-93.27
2014-15,RS,Dec,49,2014-12-06,Philadelphia 76ers,Detroit Pistons,Away,W,Detroit,446,Philadelphia - Detroit,0,America/Detroit,0,~55 minutes,-,,42.38,-83.1,40.01,-75.13
2014-15,RS,Dec,50,2014-12-10,Philadelphia 76ers,Atlanta Hawks,Away,L,Atlanta,600,Detroit - Atlanta,3,America/New_York,0,~1.09 hours,-,,33.76,-84.42,42.38,-83.1
2014-15,RS,Dec,50,2014-12-12,Philadelphia 76ers,Brooklyn Nets,Away,L,New York,748,Atlanta - New York,1,America/New_York,0,~1.36 hours,-,,40.67,-73.94,33.76,-84.42
2014-15,RS,Dec,50,2014-12-13,Philadelphia 76ers,Memphis Grizzlies,Home,L,Philadelphia,78,New York - Philadelphia,0,America/New_York,0,~55 minutes,-,,40.01,-75.13,40.67,-73.94
2014-15,RS,Dec,50,2014-12-15,Philadelphia 76ers,Boston Celtics,Home,L,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Dec,51,2014-12-19,Philadelphia 76ers,Charlotte Hornets,Home,L,Philadelphia,0,No Travel,3,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Dec,51,2014-12-21,Philadelphia 76ers,Orlando Magic,Away,W,Orlando,871,Philadelphia - Orlando,1,America/New_York,0,~1.58 hours,-,,28.5,-81.37,40.01,-75.13
2014-15,RS,Dec,51,2014-12-23,Philadelphia 76ers,Miami Heat,Away,W,Miami,201,Orlando - Miami,1,America/New_York,0,~55 minutes,-,,25.78,-80.21,28.5,-81.37
2014-15,RS,Dec,52,2014-12-26,Philadelphia 76ers,Portland Trail Blazers,Away,L,Portland,2705,Miami - Portland,2,America/Los_Angeles,-3,~4.92 hours,West,,45.54,-122.66,25.78,-80.21
2014-15,RS,Dec,52,2014-12-27,Philadelphia 76ers,Utah Jazz,Away,L,Salt Lake City,632,Portland - Salt Lake City,0,America/Denver,1,~1.15 hours,East,,40.78,-111.93,45.54,-122.66
2014-15,RS,Dec,52,2014-12-30,Philadelphia 76ers,Golden State Warriors,Away,L,San Francisco,600,Salt Lake City - San Francisco,2,America/Los_Angeles,-1,~1.09 hours,West,,37.77,-122.45,40.78,-111.93
2014-15,RS,Jan,1,2015-01-02,Philadelphia 76ers,Phoenix Suns,Away,L,Phoenix,652,San Francisco - Phoenix,2,America/Phoenix,1,~1.19 hours,East,,33.54,-112.07,37.77,-122.45
2014-15,RS,Jan,1,2015-01-03,Philadelphia 76ers,Los Angeles Clippers,Away,L,Los Angeles,366,Phoenix - Los Angeles,0,America/Los_Angeles,-1,~55 minutes,West,,34.11,-118.41,33.54,-112.07
2014-15,RS,Jan,1,2015-01-05,Philadelphia 76ers,Cleveland Cavaliers,Home,W,Philadelphia,2398,Los Angeles - Philadelphia,1,America/New_York,3,~4.36 hours,East,,40.01,-75.13,34.11,-118.41
2014-15,RS,Jan,1,2015-01-07,Philadelphia 76ers,Milwaukee Bucks,Home,L,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Jan,2,2015-01-09,Philadelphia 76ers,Brooklyn Nets,Away,W,New York,78,Philadelphia - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,40.01,-75.13
2014-15,RS,Jan,2,2015-01-10,Philadelphia 76ers,Indiana Pacers,Home,W,Philadelphia,78,New York - Philadelphia,0,America/New_York,0,~55 minutes,-,,40.01,-75.13,40.67,-73.94
2014-15,RS,Jan,2,2015-01-13,Philadelphia 76ers,Atlanta Hawks,Home,L,Philadelphia,0,No Travel,2,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Jan,2,2015-01-14,Philadelphia 76ers,Toronto Raptors,Away,L,Toronto,333,Philadelphia - Toronto,0,America/Toronto,0,~55 minutes,-,,43.65,-79.38,40.01,-75.13
2014-15,RS,Jan,3,2015-01-16,Philadelphia 76ers,New Orleans Pelicans,Home,W,Philadelphia,333,Toronto - Philadelphia,1,America/New_York,0,~55 minutes,-,,40.01,-75.13,43.65,-79.38
2014-15,RS,Jan,3,2015-01-17,Philadelphia 76ers,Detroit Pistons,Away,L,Detroit,446,Philadelphia - Detroit,0,America/Detroit,0,~55 minutes,-,,42.38,-83.1,40.01,-75.13
2014-15,RS,Jan,3,2015-01-19,Philadelphia 76ers,Washington Wizards,Away,L,Washington,399,Detroit - Washington,1,America/New_York,0,~55 minutes,-,,38.91,-77.02,42.38,-83.1
2014-15,RS,Jan,3,2015-01-21,Philadelphia 76ers,New York Knicks,Home,L,Philadelphia,126,Washington - Philadelphia,1,America/New_York,0,~55 minutes,-,,40.01,-75.13,38.91,-77.02
2014-15,RS,Jan,4,2015-01-23,Philadelphia 76ers,Toronto Raptors,Home,L,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
2014-15,RS,Jan,4,2015-01-24,Philadelphia 76ers,Memphis Grizzlies,Away,L,Memphis,882,Philadelphia - Memphis,0,America/Chicago,-1,~1.6 hours,West,,35.11,-90.01,40.01,-75.13
2014-15,RS,Jan,4,2015-01-26,Philadelphia 76ers,New Orleans Pelicans,Away,L,New Orleans,348,Memphis - New Orleans,1,America/Chicago,0,~55 minutes,-,,30.07,-89.93,35.11,-90.01
2014-15,RS,Jan,4,2015-01-28,Philadelphia 76ers,Detroit Pistons,Home,W,Philadelphia,1081,New Orleans - Philadelphia,1,America/New_York,1,~1.97 hours,East,,40.01,-75.13,30.07,-89.93
2014-15,RS,Jan,5,2015-01-30,Philadelphia 76ers,Minnesota Timberwolves,Home,W,Philadelphia,0,No Travel,1,America/New_York,0,-,-,,40.01,-75.13,40.01,-75.13
