Season,Phase,Month,Week,Date,Team,Opponent,Location,W/L,City,Distance,Route,Rest,TZ,Shift (hrs),Flight Time,Direction (E/W),Return Home,Latitude,Longitude,d.Latitude,d.Longitude
2014-15,RS,Jan,4,2015-01-22,Boston Celtics,Portland Trail Blazers,Away,W,Portland,821,Los Angeles - Portland,2,America/Los_Angeles,0,~1.49 hours,-,,45.54,-122.66,34.11,-118.41
2014-15,RS,Jan,4,2015-01-23,Boston Celtics,Denver Nuggets,Away,W,Denver,986,Portland - Denver,0,America/Denver,1,~1.79 hours,East,,39.77,-104.87,45.54,-122.66
2014-15,RS,Jan,4,2015-01-25,Boston Celtics,Golden State Warriors,Away,L,San Francisco,956,Denver - San Francisco,1,America/Los_Angeles,-1,~1.74 hours,West,,37.77,-122.45,39.77,-104.87
2014-15,RS,Jan,4,2015-01-26,Boston Celtics,Utah Jazz,Away,W,Salt Lake City,600,San Francisco - Salt Lake City,0,America/Denver,1,~1.09 hours,East,,40.78,-111.93,37.77,-122.45
2014-15,RS,Jan,4,2015-01-28,Boston Celtics,Minnesota Timberwolves,Away,L,Minneapolis,986,Salt Lake City - Minneapolis,1,America/Chicago,1,~1.79 hours,East,,44.96,-93.27,40.78,-111.93
2014-15,RS,Jan,5,2015-01-30,Boston Celtics,Houston Rockets,Home,L,Boston,1124,Minneapolis - Boston,1,America/New_York,1,~2.04 hours,East,,42.34,-71.02,44.96,-93.27
2014-15,RS,Feb,5,2015-02-01,Boston Celtics,Miami Heat,Home,L,Boston,0,No Travel,1,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2014-15,RS,Feb,5,2015-02-03,Boston Celtics,New York Knicks,Away,W,New York,190,Boston - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.34,-71.02
2014-15,RS,Feb,5,2015-02-04,Boston Celtics,Denver Nuggets,Home,W,Boston,190,New York - Boston,0,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.67,-73.94
2014-15,RS,Feb,6,2015-02-06,Boston Celtics,Philadelphia 76ers,Home,W,Boston,0,No Travel,1,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2014-15,RS,Feb,6,2015-02-07,Boston Celtics,Milwaukee Bucks,Away,L,Milwaukee,861,Boston - Milwaukee,0,America/Chicago,-1,~1.57 hours,West,,43.06,-87.97,42.34,-71.02
2014-15,RS,Feb,6,2015-02-11,Boston Celtics,Atlanta Hawks,Home,W,Boston,861,Milwaukee - Boston,3,America/New_York,1,~1.57 hours,East,,42.34,-71.02,43.06,-87.97
2014-15,RS,Feb,8,2015-02-20,Boston Celtics,Sacramento Kings,Away,L,Sacramento,2628,Boston - Sacramento,8,America/Los_Angeles,-3,~4.78 hours,West,,38.57,-121.47,42.34,-71.02
2014-15,RS,Feb,8,2015-02-22,Boston Celtics,Los Angeles Lakers,Away,L,Los Angeles,352,Sacramento - Los Angeles,1,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,38.57,-121.47
2014-15,RS,Feb,8,2015-02-23,Boston Celtics,Phoenix Suns,Away,W,Phoenix,366,Los Angeles - Phoenix,0,America/Phoenix,1,~55 minutes,East,,33.54,-112.07,34.11,-118.41
2014-15,RS,Feb,8,2015-02-25,Boston Celtics,New York Knicks,Home,W,Boston,2295,Phoenix - Boston,1,America/New_York,2,~4.17 hours,East,,42.34,-71.02,33.54,-112.07
2014-15,RS,Feb,9,2015-02-27,Boston Celtics,Charlotte Hornets,Home,W,Boston,0,No Travel,1,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2014-15,RS,Mar,9,2015-03-01,Boston Celtics,Golden State Warriors,Home,L,Boston,0,No Travel,1,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2014-15,RS,Mar,9,2015-03-03,Boston Celtics,Cleveland Cavaliers,Away,L,Cleveland,551,Boston - Cleveland,1,America/New_York,0,~1 hours,-,,41.48,-81.68,42.34,-71.02
2014-15,RS,Mar,9,2015-03-04,Boston Celtics,Utah Jazz,Home,W,Boston,551,Cleveland - Boston,0,America/New_York,0,~1 hours,-,,42.34,-71.02,41.48,-81.68
2014-15,RS,Mar,10,2015-03-06,Boston Celtics,New Orleans Pelicans,Away,W,New Orleans,1348,Boston - New Orleans,1,America/Chicago,-1,~2.45 hours,West,,30.07,-89.93,42.34,-71.02
2014-15,RS,Mar,10,2015-03-08,Boston Celtics,Orlando Magic,Away,L,Orlando,527,New Orleans - Orlando,1,America/New_York,1,~57.49 minutes,East,,28.5,-81.37,30.07,-89.93
2014-15,RS,Mar,10,2015-03-09,Boston Celtics,Miami Heat,Away,W,Miami,201,Orlando - Miami,0,America/New_York,0,~55 minutes,-,,25.78,-80.21,28.5,-81.37
2014-15,RS,Mar,10,2015-03-11,Boston Celtics,Memphis Grizzlies,Home,W,Boston,1258,Miami - Boston,1,America/New_York,0,~2.29 hours,-,,42.34,-71.02,25.78,-80.21
2014-15,RS,Mar,11,2015-03-13,Boston Celtics,Orlando Magic,Home,W,Boston,0,No Travel,1,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2014-15,RS,Mar,11,2015-03-14,Boston Celtics,Indiana Pacers,Away,W,Indianapolis,807,Boston - Indianapolis,0,America/Indiana/Indianapolis,0,~1.47 hours,-,,39.78,-86.15,42.34,-71.02
2014-15,RS,Mar,11,2015-03-16,Boston Celtics,Philadelphia 76ers,Home,W,Boston,807,Indianapolis - Boston,1,America/New_York,0,~1.47 hours,-,,42.34,-71.02,39.78,-86.15
2014-15,RS,Mar,11,2015-03-18,Boston Celtics,Oklahoma City Thunder,Away,L,Oklahoma City,1495,Boston - Oklahoma City,1,America/Chicago,-1,~2.72 hours,West,,35.47,-97.51,42.34,-71.02
2014-15,RS,Mar,12,2015-03-20,Boston Celtics,San Antonio Spurs,Away,L,San Antonio,420,Oklahoma City - San Antonio,1,America/Chicago,0,~55 minutes,-,,29.46,-98.51,35.47,-97.51
2014-15,RS,Mar,12,2015-03-22,Boston Celtics,Detroit Pistons,Home,L,Boston,1767,San Antonio - Boston,1,America/New_York,1,~3.21 hours,East,,42.34,-71.02,29.46,-98.51
2014-15,RS,Mar,12,2015-03-23,Boston Celtics,Brooklyn Nets,Away,W,New York,190,Boston - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.34,-71.02
2014-15,RS,Mar,12,2015-03-25,Boston Celtics,Miami Heat,Home,L,Boston,190,New York - Boston,1,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.67,-73.94
2014-15,RS,Mar,13,2015-03-27,Boston Celtics,New York Knicks,Away,W,New York,190,Boston - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.34,-71.02
2014-15,RS,Mar,13,2015-03-29,Boston Celtics,Los Angeles Clippers,Home,L,Boston,190,New York - Boston,1,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.67,-73.94
2014-15,RS,Mar,13,2015-03-30,Boston Celtics,Charlotte Hornets,Away,W,Charlotte,722,Boston - Charlotte,0,America/New_York,0,~1.31 hours,-,,35.2,-80.83,42.34,-71.02
2014-15,RS,Apr,13,2015-04-01,Boston Celtics,Indiana Pacers,Home,W,Boston,722,Charlotte - Boston,1,America/New_York,0,~1.31 hours,-,,42.34,-71.02,35.2,-80.83
2014-15,RS,Apr,14,2015-04-03,Boston Celtics,Milwaukee Bucks,Home,L,Boston,0,No Travel,1,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2014-15,RS,Apr,14,2015-04-04,Boston Celtics,Toronto Raptors,Away,W,Toronto,432,Boston - Toronto,0,America/Toronto,0,~55 minutes,-,,43.65,-79.38,42.34,-71.02
2014-15,RS,Apr,14,2015-04-08,Boston Celtics,Detroit Pistons,Away,W,Detroit,207,Toronto - Detroit,3,America/Detroit,0,~55 minutes,-,,42.38,-83.1,43.65,-79.38
2014-15,RS,Apr,15,2015-04-10,Boston Celtics,Cleveland Cavaliers,Away,W,Cleveland,96,Detroit - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,42.38,-83.1
2014-15,RS,Apr,15,2015-04-12,Boston Celtics,Cleveland Cavaliers,Home,W,Boston,551,Cleveland - Boston,1,America/New_York,0,~1 hours,-,,42.34,-71.02,41.48,-81.68
2014-15,RS,Apr,15,2015-04-14,Boston Celtics,Toronto Raptors,Home,W,Boston,0,No Travel,1,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2014-15,RS,Apr,15,2015-04-15,Boston Celtics,Milwaukee Bucks,Away,W,Milwaukee,861,Boston - Milwaukee,0,America/Chicago,-1,~1.57 hours,West,,43.06,-87.97,42.34,-71.02
2014-15,PO,Apr,16,2015-04-19,Boston Celtics,Cleveland Cavaliers,Away,L,Cleveland,340,Milwaukee - Cleveland,3,America/New_York,1,~55 minutes,East,,41.48,-81.68,43.06,-87.97
2014-15,PO,Apr,16,2015-04-21,Boston Celtics,Cleveland Cavaliers,Away,L,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,PO,Apr,17,2015-04-23,Boston Celtics,Cleveland Cavaliers,Home,L,Boston,551,Cleveland - Boston,1,America/New_York,0,~1 hours,-,,42.34,-71.02,41.48,-81.68
2014-15,PO,Apr,17,2015-04-26,Boston Celtics,Cleveland Cavaliers,Home,L,Boston,0,No Travel,2,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2014-15,RS,Oct,44,2014-10-29,Brooklyn Nets,Boston Celtics,Away,L,Boston,190,New York - Boston,15,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.67,-73.94
2014-15,RS,Nov,44,2014-11-01,Brooklyn Nets,Detroit Pistons,Away,W,Detroit,617,Boston - Detroit,2,America/Detroit,0,~1.12 hours,-,,42.38,-83.1,42.34,-71.02
2014-15,RS,Nov,44,2014-11-03,Brooklyn Nets,Oklahoma City Thunder,Home,W,New York,488,Detroit - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.38,-83.1
2014-15,RS,Nov,45,2014-11-05,Brooklyn Nets,Minnesota Timberwolves,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Nov,45,2014-11-07,Brooklyn Nets,New York Knicks,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Nov,45,2014-11-09,Brooklyn Nets,Orlando Magic,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Nov,46,2014-11-12,Brooklyn Nets,Phoenix Suns,Away,L,Phoenix,2141,New York - Phoenix,2,America/Phoenix,-2,~3.89 hours,West,,33.54,-112.07,40.67,-73.94
2014-15,RS,Nov,46,2014-11-13,Brooklyn Nets,Golden State Warriors,Away,L,San Francisco,652,Phoenix - San Francisco,0,America/Los_Angeles,-1,~1.19 hours,West,,37.77,-122.45,33.54,-112.07
2014-15,RS,Nov,46,2014-11-15,Brooklyn Nets,Portland Trail Blazers,Away,L,Portland,537,San Francisco - Portland,1,America/Los_Angeles,0,~58.58 minutes,-,,45.54,-122.66,37.77,-122.45
2014-15,RS,Nov,46,2014-11-17,Brooklyn Nets,Miami Heat,Home,L,New York,2444,Portland - New York,1,America/New_York,3,~4.44 hours,East,,40.67,-73.94,45.54,-122.66
2014-15,RS,Nov,47,2014-11-19,Brooklyn Nets,Milwaukee Bucks,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Nov,47,2014-11-21,Brooklyn Nets,Oklahoma City Thunder,Away,W,Oklahoma City,1328,New York - Oklahoma City,1,America/Chicago,-1,~2.41 hours,West,,35.47,-97.51,40.67,-73.94
2014-15,RS,Nov,47,2014-11-22,Brooklyn Nets,San Antonio Spurs,Away,L,San Antonio,420,Oklahoma City - San Antonio,0,America/Chicago,0,~55 minutes,-,,29.46,-98.51,35.47,-97.51
2014-15,RS,Nov,48,2014-11-26,Brooklyn Nets,Philadelphia 76ers,Away,W,Philadelphia,1509,San Antonio - Philadelphia,3,America/New_York,1,~2.74 hours,East,,40.01,-75.13,29.46,-98.51
2014-15,RS,Nov,48,2014-11-30,Brooklyn Nets,Chicago Bulls,Home,L,New York,78,Philadelphia - New York,3,America/New_York,0,~55 minutes,-,,40.67,-73.94,40.01,-75.13
2014-15,RS,Dec,48,2014-12-02,Brooklyn Nets,New York Knicks,Away,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Dec,49,2014-12-03,Brooklyn Nets,San Antonio Spurs,Home,W,New York,0,No Travel,0,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Dec,49,2014-12-05,Brooklyn Nets,Atlanta Hawks,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Dec,49,2014-12-08,Brooklyn Nets,Cleveland Cavaliers,Home,L,New York,0,No Travel,2,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Dec,50,2014-12-10,Brooklyn Nets,Chicago Bulls,Away,L,Chicago,718,New York - Chicago,1,America/Chicago,-1,~1.31 hours,West,,41.84,-87.68,40.67,-73.94
2014-15,RS,Dec,50,2014-12-12,Brooklyn Nets,Philadelphia 76ers,Home,W,New York,718,Chicago - New York,1,America/New_York,1,~1.31 hours,East,,40.67,-73.94,41.84,-87.68
2014-15,RS,Dec,50,2014-12-13,Brooklyn Nets,Charlotte Hornets,Away,W,Charlotte,533,New York - Charlotte,0,America/New_York,0,~58.15 minutes,-,,35.2,-80.83,40.67,-73.94
2014-15,RS,Dec,50,2014-12-16,Brooklyn Nets,Miami Heat,Home,L,New York,533,Charlotte - New York,2,America/New_York,0,~58.15 minutes,-,,40.67,-73.94,35.2,-80.83
2014-15,RS,Dec,51,2014-12-17,Brooklyn Nets,Toronto Raptors,Away,L,Toronto,346,New York - Toronto,0,America/Toronto,0,~55 minutes,-,,43.65,-79.38,40.67,-73.94
2014-15,RS,Dec,51,2014-12-19,Brooklyn Nets,Cleveland Cavaliers,Away,L,Cleveland,190,Toronto - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,43.65,-79.38
2014-15,RS,Dec,51,2014-12-21,Brooklyn Nets,Detroit Pistons,Home,W,New York,407,Cleveland - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,41.48,-81.68
2014-15,RS,Dec,51,2014-12-23,Brooklyn Nets,Denver Nuggets,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Dec,52,2014-12-26,Brooklyn Nets,Boston Celtics,Away,W,Boston,190,New York - Boston,2,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.67,-73.94
2014-15,RS,Dec,52,2014-12-27,Brooklyn Nets,Indiana Pacers,Home,L,New York,190,Boston - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.34,-71.02
2014-15,RS,Dec,52,2014-12-29,Brooklyn Nets,Sacramento Kings,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Dec,52,2014-12-30,Brooklyn Nets,Chicago Bulls,Away,W,Chicago,718,New York - Chicago,0,America/Chicago,-1,~1.31 hours,West,,41.84,-87.68,40.67,-73.94
2014-15,RS,Jan,1,2015-01-02,Brooklyn Nets,Orlando Magic,Away,W,Orlando,988,Chicago - Orlando,2,America/New_York,1,~1.8 hours,East,,28.5,-81.37,41.84,-87.68
2014-15,RS,Jan,1,2015-01-04,Brooklyn Nets,Miami Heat,Away,L,Miami,201,Orlando - Miami,1,America/New_York,0,~55 minutes,-,,25.78,-80.21,28.5,-81.37
2014-15,RS,Jan,1,2015-01-05,Brooklyn Nets,Dallas Mavericks,Home,L,New York,1091,Miami - New York,0,America/New_York,0,~1.98 hours,-,,40.67,-73.94,25.78,-80.21
2014-15,RS,Jan,1,2015-01-07,Brooklyn Nets,Boston Celtics,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Jan,2,2015-01-09,Brooklyn Nets,Philadelphia 76ers,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Jan,2,2015-01-10,Brooklyn Nets,Detroit Pistons,Away,L,Detroit,488,New York - Detroit,0,America/Detroit,0,~55 minutes,-,,42.38,-83.1,40.67,-73.94
2014-15,RS,Jan,2,2015-01-12,Brooklyn Nets,Houston Rockets,Home,L,New York,488,Detroit - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.38,-83.1
2014-15,RS,Jan,2,2015-01-14,Brooklyn Nets,Memphis Grizzlies,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Jan,3,2015-01-16,Brooklyn Nets,Washington Wizards,Away,W,Washington,204,New York - Washington,1,America/New_York,0,~55 minutes,-,,38.91,-77.02,40.67,-73.94
2014-15,RS,Jan,3,2015-01-17,Brooklyn Nets,Washington Wizards,Home,L,New York,204,Washington - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,38.91,-77.02
2014-15,RS,Jan,3,2015-01-21,Brooklyn Nets,Sacramento Kings,Away,W,Sacramento,2504,New York - Sacramento,3,America/Los_Angeles,-3,~4.55 hours,West,,38.57,-121.47,40.67,-73.94
2014-15,RS,Jan,4,2015-01-22,Brooklyn Nets,Los Angeles Clippers,Away,L,Los Angeles,352,Sacramento - Los Angeles,0,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,38.57,-121.47
2014-15,RS,Jan,4,2015-01-24,Brooklyn Nets,Utah Jazz,Away,L,Salt Lake City,582,Los Angeles - Salt Lake City,1,America/Denver,1,~1.06 hours,East,,40.78,-111.93,34.11,-118.41
2014-15,RS,Jan,4,2015-01-28,Brooklyn Nets,Atlanta Hawks,Away,L,Atlanta,1582,Salt Lake City - Atlanta,3,America/New_York,2,~2.88 hours,East,,33.76,-84.42,40.78,-111.93
2014-15,RS,Jan,5,2015-01-30,Brooklyn Nets,Toronto Raptors,Home,L,New York,748,Atlanta - New York,1,America/New_York,0,~1.36 hours,-,,40.67,-73.94,33.76,-84.42
2014-15,RS,Feb,5,2015-02-02,Brooklyn Nets,Los Angeles Clippers,Home,W,New York,0,No Travel,2,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Feb,5,2015-02-04,Brooklyn Nets,Toronto Raptors,Away,W,Toronto,346,New York - Toronto,1,America/Toronto,0,~55 minutes,-,,43.65,-79.38,40.67,-73.94
2014-15,RS,Feb,6,2015-02-06,Brooklyn Nets,New York Knicks,Home,W,New York,346,Toronto - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,43.65,-79.38
2014-15,RS,Feb,6,2015-02-07,Brooklyn Nets,Washington Wizards,Away,L,Washington,204,New York - Washington,0,America/New_York,0,~55 minutes,-,,38.91,-77.02,40.67,-73.94
2014-15,RS,Feb,6,2015-02-09,Brooklyn Nets,Milwaukee Bucks,Away,L,Milwaukee,639,Washington - Milwaukee,1,America/Chicago,-1,~1.16 hours,West,,43.06,-87.97,38.91,-77.02
2014-15,RS,Feb,6,2015-02-10,Brooklyn Nets,Memphis Grizzlies,Away,L,Memphis,560,Milwaukee - Memphis,0,America/Chicago,0,~1.02 hours,-,,35.11,-90.01,43.06,-87.97
2014-15,RS,Feb,8,2015-02-20,Brooklyn Nets,Los Angeles Lakers,Away,W,Los Angeles,1612,Memphis - Los Angeles,9,America/Los_Angeles,-2,~2.93 hours,West,,34.11,-118.41,35.11,-90.01
2014-15,RS,Feb,8,2015-02-23,Brooklyn Nets,Denver Nuggets,Away,W,Denver,843,Los Angeles - Denver,2,America/Denver,1,~1.53 hours,East,,39.77,-104.87,34.11,-118.41
2014-15,RS,Feb,8,2015-02-25,Brooklyn Nets,New Orleans Pelicans,Away,L,New Orleans,1078,Denver - New Orleans,1,America/Chicago,1,~1.96 hours,East,,30.07,-89.93,39.77,-104.87
2014-15,RS,Feb,9,2015-02-27,Brooklyn Nets,Houston Rockets,Away,L,Houston,328,New Orleans - Houston,1,America/Chicago,0,~55 minutes,-,,29.77,-95.39,30.07,-89.93
2014-15,RS,Feb,9,2015-02-28,Brooklyn Nets,Dallas Mavericks,Away,W,Dallas,224,Houston - Dallas,0,America/Chicago,0,~55 minutes,-,,32.79,-96.77,29.77,-95.39
2014-15,RS,Mar,9,2015-03-02,Brooklyn Nets,Golden State Warriors,Home,W,New York,1372,Dallas - New York,1,America/New_York,1,~2.49 hours,East,,40.67,-73.94,32.79,-96.77
2014-15,RS,Mar,9,2015-03-04,Brooklyn Nets,Charlotte Hornets,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Mar,10,2015-03-06,Brooklyn Nets,Phoenix Suns,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Mar,10,2015-03-08,Brooklyn Nets,Utah Jazz,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Mar,10,2015-03-10,Brooklyn Nets,New Orleans Pelicans,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Mar,10,2015-03-11,Brooklyn Nets,Miami Heat,Away,L,Miami,1091,New York - Miami,0,America/New_York,0,~1.98 hours,-,,25.78,-80.21,40.67,-73.94
2014-15,RS,Mar,11,2015-03-14,Brooklyn Nets,Philadelphia 76ers,Away,W,Philadelphia,1026,Miami - Philadelphia,2,America/New_York,0,~1.87 hours,-,,40.01,-75.13,25.78,-80.21
2014-15,RS,Mar,11,2015-03-16,Brooklyn Nets,Minnesota Timberwolves,Away,W,Minneapolis,983,Philadelphia - Minneapolis,1,America/Chicago,-1,~1.79 hours,West,,44.96,-93.27,40.01,-75.13
2014-15,RS,Mar,11,2015-03-18,Brooklyn Nets,Cleveland Cavaliers,Away,L,Cleveland,631,Minneapolis - Cleveland,1,America/New_York,1,~1.15 hours,East,,41.48,-81.68,44.96,-93.27
2014-15,RS,Mar,12,2015-03-20,Brooklyn Nets,Milwaukee Bucks,Home,W,New York,407,Cleveland - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,41.48,-81.68
2014-15,RS,Mar,12,2015-03-21,Brooklyn Nets,Indiana Pacers,Away,W,Indianapolis,647,New York - Indianapolis,0,America/Indiana/Indianapolis,0,~1.18 hours,-,,39.78,-86.15,40.67,-73.94
2014-15,RS,Mar,12,2015-03-23,Brooklyn Nets,Boston Celtics,Home,L,New York,647,Indianapolis - New York,1,America/New_York,0,~1.18 hours,-,,40.67,-73.94,39.78,-86.15
2014-15,RS,Mar,12,2015-03-25,Brooklyn Nets,Charlotte Hornets,Away,W,Charlotte,533,New York - Charlotte,1,America/New_York,0,~58.15 minutes,-,,35.2,-80.83,40.67,-73.94
2014-15,RS,Mar,13,2015-03-27,Brooklyn Nets,Cleveland Cavaliers,Home,W,New York,533,Charlotte - New York,1,America/New_York,0,~58.15 minutes,-,,40.67,-73.94,35.2,-80.83
2014-15,RS,Mar,13,2015-03-29,Brooklyn Nets,Los Angeles Lakers,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Mar,13,2015-03-31,Brooklyn Nets,Indiana Pacers,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Apr,13,2015-04-01,Brooklyn Nets,New York Knicks,Away,W,New York,0,No Travel,0,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Apr,14,2015-04-03,Brooklyn Nets,Toronto Raptors,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Apr,14,2015-04-04,Brooklyn Nets,Atlanta Hawks,Away,L,Atlanta,748,New York - Atlanta,0,America/New_York,0,~1.36 hours,-,,33.76,-84.42,40.67,-73.94
2014-15,RS,Apr,14,2015-04-06,Brooklyn Nets,Portland Trail Blazers,Home,W,New York,748,Atlanta - New York,1,America/New_York,0,~1.36 hours,-,,40.67,-73.94,33.76,-84.42
2014-15,RS,Apr,14,2015-04-08,Brooklyn Nets,Atlanta Hawks,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Apr,15,2015-04-10,Brooklyn Nets,Washington Wizards,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,RS,Apr,15,2015-04-12,Brooklyn Nets,Milwaukee Bucks,Away,L,Milwaukee,740,New York - Milwaukee,1,America/Chicago,-1,~1.35 hours,West,,43.06,-87.97,40.67,-73.94
2014-15,RS,Apr,15,2015-04-13,Brooklyn Nets,Chicago Bulls,Home,L,New York,740,Milwaukee - New York,0,America/New_York,1,~1.35 hours,East,,40.67,-73.94,43.06,-87.97
2014-15,RS,Apr,15,2015-04-15,Brooklyn Nets,Orlando Magic,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,PO,Apr,16,2015-04-19,Brooklyn Nets,Atlanta Hawks,Away,L,Atlanta,748,New York - Atlanta,3,America/New_York,0,~1.36 hours,-,,33.76,-84.42,40.67,-73.94
2014-15,PO,Apr,16,2015-04-22,Brooklyn Nets,Atlanta Hawks,Away,L,Atlanta,0,No Travel,2,America/New_York,0,-,-,,33.76,-84.42,33.76,-84.42
2014-15,PO,Apr,17,2015-04-25,Brooklyn Nets,Atlanta Hawks,Home,W,New York,748,Atlanta - New York,2,America/New_York,0,~1.36 hours,-,,40.67,-73.94,33.76,-84.42
2014-15,PO,Apr,17,2015-04-27,Brooklyn Nets,Atlanta Hawks,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2014-15,PO,Apr,17,2015-04-29,Brooklyn Nets,Atlanta Hawks,Away,L,Atlanta,748,New York - Atlanta,1,America/New_York,0,~1.36 hours,-,,33.76,-84.42,40.67,-73.94
2014-15,PO,May,18,2015-05-01,Brooklyn Nets,Atlanta Hawks,Home,L,New York,748,Atlanta - NA,1,America/New_York,0,~1.36 hours,-,,40.67,-73.94,33.76,-84.42
2014-15,RS,Oct,44,2014-10-29,Charlotte Hornets,Milwaukee Bucks,Home,W,Charlotte,0,No Travel,15,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2014-15,RS,Nov,44,2014-11-01,Charlotte Hornets,Memphis Grizzlies,Home,L,Charlotte,0,No Travel,2,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2014-15,RS,Nov,44,2014-11-02,Charlotte Hornets,New York Knicks,Away,L,New York,533,Charlotte - New York,0,America/New_York,0,~58.15 minutes,-,,40.67,-73.94,35.2,-80.83
2014-15,RS,Nov,44,2014-11-04,Charlotte Hornets,New Orleans Pelicans,Away,L,New Orleans,1158,New York - New Orleans,1,America/Chicago,-1,~2.11 hours,West,,30.07,-89.93,40.67,-73.94
2014-15,RS,Nov,45,2014-11-05,Charlotte Hornets,Miami Heat,Home,W,Charlotte,637,New Orleans - Charlotte,0,America/New_York,1,~1.16 hours,East,,35.2,-80.83,30.07,-89.93
2014-15,RS,Nov,45,2014-11-07,Charlotte Hornets,Atlanta Hawks,Home,W,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
