"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"1275","Golden State Warriors*",16,6,0.727,"1.5",17,5,117.3,107.1,"2017-11-29"
"1276","San Antonio Spurs*",14,7,0.667,"3.0",13,8,101.8,98.4,"2017-11-29"
"1277","Portland Trail Blazers*",13,8,0.619,"4.0",14,7,103.2,98.8,"2017-11-29"
"1278","Minnesota Timberwolves*",13,9,0.591,"4.5",11,11,107.8,107.2,"2017-11-29"
"1279","Denver Nuggets",11,9,0.55,"5.5",10,10,106.3,106.5,"2017-11-29"
"1280","New Orleans Pelicans*",11,10,0.524,"6.0",10,11,108,108.9,"2017-11-29"
"1281","Utah Jazz*",10,11,0.476,"7.0",12,9,101.5,99.3,"2017-11-29"
"1282","Los Angeles Clippers",8,11,0.421,"8.0",9,10,105.9,106.2,"2017-11-29"
"1283","Oklahoma City Thunder*",8,12,0.4,"8.5",12,8,102.3,99.3,"2017-11-29"
"1284","Los Angeles Lakers",8,13,0.381,"9.0",9,12,106.6,108.7,"2017-11-29"
"1285","Memphis Grizzlies",7,13,0.35,"9.5",8,12,98.6,101.1,"2017-11-29"
"1286","Phoenix Suns",8,15,0.348,"10.0",6,17,106.9,115.8,"2017-11-29"
"1287","Sacramento Kings",6,15,0.286,"11.0",4,17,94.7,105.5,"2017-11-29"
"1288","Dallas Mavericks",5,17,0.227,"12.5",7,15,99.5,104.7,"2017-11-29"
"1289","Boston Celtics*",19,4,0.826,"—",17,6,104,96.8,"2017-11-30"
"1290","Detroit Pistons",14,6,0.7,"3.5",12,8,105.8,102.4,"2017-11-30"
"1291","Cleveland Cavaliers*",15,7,0.682,"3.5",13,9,111.2,108.8,"2017-11-30"
"1292","Toronto Raptors*",13,7,0.65,"4.5",14,6,110.4,103.1,"2017-11-30"
"1293","Philadelphia 76ers*",12,9,0.571,"6.0",11,10,108.5,108,"2017-11-30"
"1294","Milwaukee Bucks*",11,9,0.55,"6.5",9,11,102.9,103.9,"2017-11-30"
"1295","Indiana Pacers*",12,10,0.545,"6.5",11,11,108.3,107.8,"2017-11-30"
"1296","Washington Wizards*",11,10,0.524,"7.0",13,8,107.7,104.4,"2017-11-30"
"1297","New York Knicks",11,10,0.524,"7.0",11,10,104.5,103.8,"2017-11-30"
"1298","Miami Heat*",10,11,0.476,"8.0",8,13,100,102.9,"2017-11-30"
"1299","Orlando Magic",9,13,0.409,"9.5",9,13,108,110.9,"2017-11-30"
"1300","Charlotte Hornets",8,12,0.4,"9.5",9,11,105.8,107.1,"2017-11-30"
"1301","Brooklyn Nets",8,13,0.381,"10.0",8,13,110.1,113.2,"2017-11-30"
"1302","Atlanta Hawks",4,17,0.19,"14.0",7,14,102.8,108.8,"2017-11-30"
"1303","Chicago Bulls",3,17,0.15,"14.5",3,17,95.4,107,"2017-11-30"
"1304","Houston Rockets*",17,4,0.81,"—",17,4,113.9,103.1,"2017-11-30"
"1305","Golden State Warriors*",16,6,0.727,"1.5",17,5,117.3,107.1,"2017-11-30"
"1306","San Antonio Spurs*",14,7,0.667,"3.0",13,8,101.8,98.4,"2017-11-30"
"1307","Portland Trail Blazers*",13,9,0.591,"4.5",14,8,102.6,99,"2017-11-30"
"1308","Minnesota Timberwolves*",13,9,0.591,"4.5",11,11,107.8,107.2,"2017-11-30"
"1309","Denver Nuggets",12,9,0.571,"5.0",10,11,106.5,106.6,"2017-11-30"
"1310","New Orleans Pelicans*",11,10,0.524,"6.0",10,11,108,108.9,"2017-11-30"
"1311","Utah Jazz*",11,11,0.5,"6.5",13,9,102.6,99.6,"2017-11-30"
"1312","Oklahoma City Thunder*",8,12,0.4,"8.5",12,8,102.3,99.3,"2017-11-30"
"1313","Los Angeles Clippers",8,12,0.4,"8.5",9,11,106,107.2,"2017-11-30"
"1314","Los Angeles Lakers",8,13,0.381,"9.0",9,12,106.6,108.7,"2017-11-30"
"1315","Memphis Grizzlies",7,13,0.35,"9.5",8,12,98.6,101.1,"2017-11-30"
"1316","Phoenix Suns",8,15,0.348,"10.0",6,17,106.9,115.8,"2017-11-30"
"1317","Sacramento Kings",6,15,0.286,"11.0",4,17,94.7,105.5,"2017-11-30"
"1318","Dallas Mavericks",5,17,0.227,"12.5",7,15,99.5,104.7,"2017-11-30"
"1319","Philadelphia 76ers*",49,23,0.681,"—",48,24,113.6,108.1,"2017-11-31"
"1320","Brooklyn Nets*",48,24,0.667,"1.0",46,26,118.6,114.1,"2017-11-31"
"1321","Milwaukee Bucks*",46,26,0.639,"3.0",48,24,120.1,114.2,"2017-11-31"
"1322","Atlanta Hawks*",41,31,0.569,"8.0",41,31,113.7,111.4,"2017-11-31"
"1323","New York Knicks*",41,31,0.569,"8.0",41,31,107,104.7,"2017-11-31"
"1324","Miami Heat*",40,32,0.556,"9.0",36,36,108.1,108,"2017-11-31"
"1325","Boston Celtics*",36,36,0.5,"13.0",39,33,112.6,111.2,"2017-11-31"
"1326","Washington Wizards*",34,38,0.472,"15.0",32,40,116.6,118.5,"2017-11-31"
"1327","Indiana Pacers",34,38,0.472,"15.0",36,36,115.3,115.3,"2017-11-31"
"1328","Charlotte Hornets",33,39,0.458,"16.0",32,40,109.5,111.4,"2017-11-31"
"1329","Chicago Bulls",31,41,0.431,"18.0",34,38,110.7,111.6,"2017-11-31"
"1330","Toronto Raptors",27,45,0.375,"22.0",35,37,111.3,111.7,"2017-11-31"
"1331","Cleveland Cavaliers",22,50,0.306,"27.0",18,54,103.8,112.3,"2017-11-31"
"1332","Orlando Magic",21,51,0.292,"28.0",17,55,104,113.3,"2017-11-31"
"1333","Detroit Pistons",20,52,0.278,"29.0",26,46,106.6,111.1,"2017-11-31"
"1334","Utah Jazz*",52,20,0.722,"—",55,17,116.4,107.2,"2017-11-31"
"1335","Phoenix Suns*",51,21,0.708,"1.0",49,23,115.3,109.5,"2017-11-31"
"1336","Los Angeles Clippers*",47,25,0.653,"5.0",49,23,114,107.8,"2017-11-31"
"1337","Denver Nuggets*",47,25,0.653,"5.0",47,25,115.1,110.1,"2017-11-31"
"1338","Dallas Mavericks*",42,30,0.583,"10.0",41,31,112.4,110.2,"2017-11-31"
"1339","Portland Trail Blazers*",42,30,0.583,"10.0",40,32,116.1,114.3,"2017-11-31"
"1340","Los Angeles Lakers*",42,30,0.583,"10.0",42,30,109.5,106.8,"2017-11-31"
"1341","Golden State Warriors",39,33,0.542,"13.0",38,34,113.7,112.7,"2017-11-31"
"1342","Memphis Grizzlies*",38,34,0.528,"14.0",38,34,113.3,112.3,"2017-11-31"
"1343","San Antonio Spurs",33,39,0.458,"19.0",32,40,111.1,112.8,"2017-11-31"
"1344","New Orleans Pelicans",31,41,0.431,"21.0",35,37,114.6,114.9,"2017-11-31"
"1345","Sacramento Kings",31,41,0.431,"21.0",28,44,113.7,117.4,"2017-11-31"
"1346","Minnesota Timberwolves",23,49,0.319,"29.0",24,48,112.1,117.7,"2017-11-31"
"1347","Oklahoma City Thunder",22,50,0.306,"30.0",15,57,105,115.6,"2017-11-31"
"1348","Houston Rockets",17,55,0.236,"35.0",20,52,108.8,116.7,"2017-11-31"
"1349","Boston Celtics*",19,4,0.826,"—",17,6,104,96.8,"2017-12-1"
"1350","Cleveland Cavaliers*",15,7,0.682,"3.5",13,9,111.2,108.8,"2017-12-1"
"1351","Toronto Raptors*",14,7,0.667,"4.0",15,6,110.9,103.7,"2017-12-1"
"1352","Detroit Pistons",14,7,0.667,"4.0",12,9,105.1,102.7,"2017-12-1"
"1353","Philadelphia 76ers*",12,9,0.571,"6.0",11,10,108.5,108,"2017-12-1"
"1354","Milwaukee Bucks*",11,9,0.55,"6.5",9,11,102.9,103.9,"2017-12-1"
"1355","Washington Wizards*",12,10,0.545,"6.5",14,8,107.8,103.8,"2017-12-1"
"1356","New York Knicks",11,10,0.524,"7.0",11,10,104.5,103.8,"2017-12-1"
"1357","Indiana Pacers*",12,11,0.522,"7.0",12,11,108.6,108.3,"2017-12-1"
"1358","Miami Heat*",11,11,0.5,"7.5",9,13,100.2,102.8,"2017-12-1"
"1359","Orlando Magic",9,14,0.391,"10.0",9,14,108.1,111.8,"2017-12-1"
"1360","Charlotte Hornets",8,13,0.381,"10.0",9,12,105.5,107,"2017-12-1"
"1361","Brooklyn Nets",8,13,0.381,"10.0",8,13,110.1,113.2,"2017-12-1"
"1362","Atlanta Hawks",4,17,0.19,"14.0",7,14,102.8,108.8,"2017-12-1"
"1363","Chicago Bulls",3,18,0.143,"15.0",4,17,95.9,107,"2017-12-1"
"1364","Houston Rockets*",17,4,0.81,"—",17,4,113.9,103.1,"2017-12-1"
"1365","Golden State Warriors*",17,6,0.739,"1.0",18,5,118,107.3,"2017-12-1"
"1366","San Antonio Spurs*",15,7,0.682,"2.5",14,8,101.5,97.5,"2017-12-1"
"1367","Portland Trail Blazers*",13,9,0.591,"4.5",14,8,102.6,99,"2017-12-1"
"1368","Denver Nuggets",12,9,0.571,"5.0",10,11,106.5,106.6,"2017-12-1"
"1369","Minnesota Timberwolves*",13,10,0.565,"5.0",12,11,107.7,107.4,"2017-12-1"
"1370","Utah Jazz*",12,11,0.522,"6.0",14,9,103.1,100,"2017-12-1"
"1371","New Orleans Pelicans*",11,11,0.5,"6.5",10,12,108,109.1,"2017-12-1"
"1372","Oklahoma City Thunder*",9,12,0.429,"8.0",13,8,102.7,99.6,"2017-12-1"
"1373","Los Angeles Clippers",8,12,0.4,"8.5",9,11,106,107.2,"2017-12-1"
"1374","Los Angeles Lakers",8,13,0.381,"9.0",9,12,106.6,108.7,"2017-12-1"
"1375","Phoenix Suns",8,15,0.348,"10.0",6,17,106.9,115.8,"2017-12-1"
"1376","Memphis Grizzlies",7,14,0.333,"10.0",8,13,97.7,100.8,"2017-12-1"
"1377","Sacramento Kings",7,15,0.318,"10.5",4,18,95.3,105.5,"2017-12-1"
"1378","Dallas Mavericks",5,17,0.227,"12.5",7,15,99.5,104.7,"2017-12-1"
"1379","Boston Celtics*",20,4,0.833,"—",17,7,104.5,97.4,"2017-12-2"
"1380","Cleveland Cavaliers*",16,7,0.696,"3.5",13,10,111.4,108.9,"2017-12-2"
"1381","Toronto Raptors*",14,7,0.667,"4.5",15,6,110.9,103.7,"2017-12-2"
"1382","Detroit Pistons",14,8,0.636,"5.0",13,9,105,103,"2017-12-2"
"1383","Philadelphia 76ers*",13,9,0.591,"6.0",12,10,108.5,107.8,"2017-12-2"
"1384","Milwaukee Bucks*",12,9,0.571,"6.5",10,11,103.2,103.9,"2017-12-2"
"1385","Washington Wizards*",12,10,0.545,"7.0",14,8,107.8,103.8,"2017-12-2"
"1386","New York Knicks",11,10,0.524,"7.5",11,10,104.5,103.8,"2017-12-2"
"1387","Indiana Pacers*",12,11,0.522,"7.5",12,11,108.6,108.3,"2017-12-2"
"1388","Miami Heat*",11,11,0.5,"8.0",9,13,100.2,102.8,"2017-12-2"
"1389","Orlando Magic",9,14,0.391,"10.5",9,14,108.1,111.8,"2017-12-2"
"1390","Charlotte Hornets",8,13,0.381,"10.5",9,12,105.5,107,"2017-12-2"
"1391","Brooklyn Nets",8,14,0.364,"11.0",9,13,109.8,113.3,"2017-12-2"
"1392","Atlanta Hawks",5,17,0.227,"14.0",7,15,103.3,108.5,"2017-12-2"
"1393","Chicago Bulls",3,18,0.143,"15.5",4,17,95.9,107,"2017-12-2"
"1394","Houston Rockets*",17,4,0.81,"—",17,4,113.9,103.1,"2017-12-2"
"1395","Golden State Warriors*",17,6,0.739,"1.0",18,5,118,107.3,"2017-12-2"
"1396","San Antonio Spurs*",15,7,0.682,"2.5",14,8,101.5,97.5,"2017-12-2"
"1397","Denver Nuggets",13,9,0.591,"4.5",11,11,106.9,106.3,"2017-12-2"
"1398","Portland Trail Blazers*",13,10,0.565,"5.0",14,9,103.2,100,"2017-12-2"
"1399","Minnesota Timberwolves*",13,10,0.565,"5.0",12,11,107.7,107.4,"2017-12-2"
"1400","New Orleans Pelicans*",12,11,0.522,"6.0",11,12,108.6,109.4,"2017-12-2"
"1401","Utah Jazz*",12,11,0.522,"6.0",14,9,103.1,100,"2017-12-2"
"1402","Oklahoma City Thunder*",9,12,0.429,"8.0",13,8,102.7,99.6,"2017-12-2"
"1403","Los Angeles Clippers",8,13,0.381,"9.0",9,12,104.8,107.2,"2017-12-2"
"1404","Los Angeles Lakers",8,14,0.364,"9.5",9,13,106.3,109,"2017-12-2"
"1405","Phoenix Suns",8,16,0.333,"10.5",6,18,107.1,115.8,"2017-12-2"
"1406","Memphis Grizzlies",7,15,0.318,"10.5",9,13,98.3,101.5,"2017-12-2"
"1407","Sacramento Kings",7,16,0.304,"11.0",5,18,95.7,105.7,"2017-12-2"
"1408","Dallas Mavericks",6,17,0.261,"12.0",8,15,99.8,103.7,"2017-12-2"
"1409","Boston Celtics*",20,4,0.833,"—",17,7,104.5,97.4,"2017-12-3"
"1410","Cleveland Cavaliers*",16,7,0.696,"3.5",13,10,111.4,108.9,"2017-12-3"
"1411","Toronto Raptors*",14,7,0.667,"4.5",15,6,110.9,103.7,"2017-12-3"
"1412","Detroit Pistons",14,8,0.636,"5.0",13,9,105,103,"2017-12-3"
"1413","Philadelphia 76ers*",13,9,0.591,"6.0",12,10,108.5,107.8,"2017-12-3"
"1414","Milwaukee Bucks*",12,9,0.571,"6.5",10,11,103.2,103.9,"2017-12-3"
"1415","Washington Wizards*",12,10,0.545,"7.0",14,8,107.8,103.8,"2017-12-3"
"1416","Indiana Pacers*",12,11,0.522,"7.5",12,11,108.6,108.3,"2017-12-3"
"1417","New York Knicks",11,11,0.5,"8.0",11,11,104.3,103.8,"2017-12-3"
"1418","Miami Heat*",11,12,0.478,"8.5",9,14,100,103.7,"2017-12-3"
"1419","Orlando Magic",10,14,0.417,"10.0",9,15,108,111.3,"2017-12-3"
"1420","Charlotte Hornets",8,13,0.381,"10.5",9,12,105.5,107,"2017-12-3"
"1421","Brooklyn Nets",8,14,0.364,"11.0",9,13,109.8,113.3,"2017-12-3"
"1422","Atlanta Hawks",5,17,0.227,"14.0",7,15,103.3,108.5,"2017-12-3"
"1423","Chicago Bulls",3,18,0.143,"15.5",4,17,95.9,107,"2017-12-3"
"1424","Houston Rockets*",18,4,0.818,"—",18,4,114.1,102.7,"2017-12-3"
"1425","Golden State Warriors*",18,6,0.75,"1.0",19,5,118.2,106.8,"2017-12-3"
"1426","San Antonio Spurs*",15,8,0.652,"3.5",14,9,100.8,97.2,"2017-12-3"
"1427","Denver Nuggets",13,9,0.591,"5.0",11,11,106.9,106.3,"2017-12-3"
"1428","Minnesota Timberwolves*",14,10,0.583,"5.0",12,12,107.9,107.3,"2017-12-3"
"1429","Portland Trail Blazers*",13,10,0.565,"5.5",14,9,103.2,100,"2017-12-3"
"1430","New Orleans Pelicans*",12,11,0.522,"6.5",11,12,108.6,109.4,"2017-12-3"
"1431","Utah Jazz*",12,11,0.522,"6.5",14,9,103.1,100,"2017-12-3"
"1432","Oklahoma City Thunder*",10,12,0.455,"8.0",13,9,102.1,99,"2017-12-3"
"1433","Los Angeles Clippers",8,14,0.364,"10.0",9,13,104.9,107.5,"2017-12-3"
"1434","Los Angeles Lakers",8,15,0.348,"10.5",9,14,105.8,109.3,"2017-12-3"
"1435","Phoenix Suns",8,16,0.333,"11.0",6,18,107.1,115.8,"2017-12-3"
"1436","Memphis Grizzlies",7,15,0.318,"11.0",9,13,98.3,101.5,"2017-12-3"
"1437","Sacramento Kings",7,16,0.304,"11.5",5,18,95.7,105.7,"2017-12-3"
"1438","Dallas Mavericks",6,17,0.261,"12.5",8,15,99.8,103.7,"2017-12-3"
"1439","Boston Celtics*",21,4,0.84,"—",18,7,104.8,97.5,"2017-12-4"
"1440","Cleveland Cavaliers*",17,7,0.708,"3.5",15,9,111.5,108.1,"2017-12-4"
"1441","Toronto Raptors*",14,7,0.667,"5.0",15,6,110.9,103.7,"2017-12-4"
"1442","Detroit Pistons",14,9,0.609,"6.0",13,10,104.5,102.7,"2017-12-4"
"1443","Philadelphia 76ers*",13,10,0.565,"7.0",12,11,108.2,108.1,"2017-12-4"
"1444","Milwaukee Bucks*",12,10,0.545,"7.5",10,12,103,104.2,"2017-12-4"
"1445","Indiana Pacers*",13,11,0.542,"7.5",13,11,108.9,107.8,"2017-12-4"
"1446","Washington Wizards*",12,11,0.522,"8.0",13,10,106.1,104.3,"2017-12-4"
"1447","Miami Heat*",11,12,0.478,"9.0",9,14,100,103.7,"2017-12-4"
"1448","New York Knicks",11,12,0.478,"9.0",11,12,104,104.3,"2017-12-4"
"1449","Charlotte Hornets",9,13,0.409,"10.5",10,12,105.4,106.4,"2017-12-4"
"1450","Orlando Magic",10,15,0.4,"11.0",10,15,107.4,111,"2017-12-4"
"1451","Brooklyn Nets",9,14,0.391,"11.0",10,13,109.8,112.3,"2017-12-4"
"1452","Atlanta Hawks",5,18,0.217,"15.0",7,16,102.7,108.6,"2017-12-4"
"1453","Chicago Bulls",3,19,0.136,"16.5",4,18,95.6,107.2,"2017-12-4"
"1454","Houston Rockets*",18,4,0.818,"—",18,4,114.1,102.7,"2017-12-4"
"1455","Golden State Warriors*",19,6,0.76,"0.5",20,5,118.5,107.2,"2017-12-4"
"1456","San Antonio Spurs*",16,8,0.667,"3.0",15,9,100.6,97,"2017-12-4"
"1457","Portland Trail Blazers*",13,10,0.565,"5.5",14,9,103.2,100,"2017-12-4"
"1458","Denver Nuggets",13,10,0.565,"5.5",11,12,106.8,107,"2017-12-4"
"1459","Minnesota Timberwolves*",14,11,0.56,"5.5",13,12,107.3,106.8,"2017-12-4"
"1460","Utah Jazz*",13,11,0.542,"6.0",16,8,103.7,98.7,"2017-12-4"
"1461","New Orleans Pelicans*",12,12,0.5,"7.0",11,13,108.9,110.1,"2017-12-4"
"1462","Oklahoma City Thunder*",10,12,0.455,"8.0",13,9,102.1,99,"2017-12-4"
"1463","Los Angeles Clippers",8,14,0.364,"10.0",9,13,104.9,107.5,"2017-12-4"
"1464","Phoenix Suns",9,16,0.36,"10.5",7,18,107.4,115.2,"2017-12-4"
"1465","Memphis Grizzlies",8,15,0.348,"10.5",9,14,98.1,101,"2017-12-4"
"1466","Los Angeles Lakers",8,15,0.348,"10.5",9,14,105.8,109.3,"2017-12-4"
"1467","Sacramento Kings",7,16,0.304,"11.5",5,18,95.7,105.7,"2017-12-4"
"1468","Dallas Mavericks",7,17,0.292,"12.0",10,14,100.8,103.8,"2017-12-4"
"1469","Boston Celtics*",21,4,0.84,"—",18,7,104.8,97.5,"2017-12-5"
"1470","Cleveland Cavaliers*",17,7,0.708,"3.5",15,9,111.5,108.1,"2017-12-5"
"1471","Toronto Raptors*",15,7,0.682,"4.5",16,6,111.5,104.1,"2017-12-5"
"1472","Detroit Pistons",14,9,0.609,"6.0",13,10,104.5,102.7,"2017-12-5"
"1473","Philadelphia 76ers*",13,10,0.565,"7.0",12,11,108.2,108.1,"2017-12-5"
"1474","Milwaukee Bucks*",12,10,0.545,"7.5",10,12,103,104.2,"2017-12-5"
"1475","Indiana Pacers*",13,11,0.542,"7.5",13,11,108.9,107.8,"2017-12-5"
"1476","Washington Wizards*",13,11,0.542,"7.5",14,10,106.1,103.8,"2017-12-5"
"1477","Miami Heat*",11,12,0.478,"9.0",9,14,100,103.7,"2017-12-5"
"1478","New York Knicks",11,12,0.478,"9.0",11,12,104,104.3,"2017-12-5"
"1479","Charlotte Hornets",9,13,0.409,"10.5",10,12,105.4,106.4,"2017-12-5"
"1480","Orlando Magic",10,15,0.4,"11.0",10,15,107.4,111,"2017-12-5"
"1481","Brooklyn Nets",9,14,0.391,"11.0",10,13,109.8,112.3,"2017-12-5"
"1482","Atlanta Hawks",5,18,0.217,"15.0",7,16,102.7,108.6,"2017-12-5"
"1483","Chicago Bulls",3,19,0.136,"16.5",4,18,95.6,107.2,"2017-12-5"
"1484","Houston Rockets*",18,4,0.818,"—",18,4,114.1,102.7,"2017-12-5"
"1485","Golden State Warriors*",19,6,0.76,"0.5",20,5,118.5,107.2,"2017-12-5"
"1486","San Antonio Spurs*",16,8,0.667,"3.0",15,9,100.6,97,"2017-12-5"
"1487","Denver Nuggets",13,10,0.565,"5.5",11,12,106.8,107,"2017-12-5"
"1488","Minnesota Timberwolves*",14,11,0.56,"5.5",13,12,107.3,106.8,"2017-12-5"
"1489","Portland Trail Blazers*",13,11,0.542,"6.0",14,10,102.8,100.3,"2017-12-5"
"1490","Utah Jazz*",13,12,0.52,"6.5",16,9,103.3,98.8,"2017-12-5"
"1491","New Orleans Pelicans*",12,12,0.5,"7.0",11,13,108.9,110.1,"2017-12-5"
"1492","Oklahoma City Thunder*",11,12,0.478,"7.5",14,9,102,98.8,"2017-12-5"
"1493","Los Angeles Clippers",8,14,0.364,"10.0",9,13,104.9,107.5,"2017-12-5"
"1494","Memphis Grizzlies",8,15,0.348,"10.5",9,14,98.1,101,"2017-12-5"
"1495","Los Angeles Lakers",8,15,0.348,"10.5",9,14,105.8,109.3,"2017-12-5"
"1496","Phoenix Suns",9,17,0.346,"11.0",7,19,107.6,115.7,"2017-12-5"
"1497","Sacramento Kings",7,16,0.304,"11.5",5,18,95.7,105.7,"2017-12-5"
"1498","Dallas Mavericks",7,17,0.292,"12.0",10,14,100.8,103.8,"2017-12-5"
"1499","Boston Celtics*",22,4,0.846,"—",19,7,104.5,97.2,"2017-12-6"
"1500","Cleveland Cavaliers*",18,7,0.72,"3.5",15,10,111.1,107.6,"2017-12-6"
"1501","Toronto Raptors*",15,7,0.682,"5.0",16,6,111.5,104.1,"2017-12-6"
"1502","Detroit Pistons",14,10,0.583,"7.0",13,11,104.3,102.7,"2017-12-6"
"1503","Milwaukee Bucks*",13,10,0.565,"7.5",11,12,103.1,104,"2017-12-6"
"1504","Philadelphia 76ers*",13,10,0.565,"7.5",12,11,108.2,108.1,"2017-12-6"
"1505","Indiana Pacers*",14,11,0.56,"7.5",13,12,108.4,107.4,"2017-12-6"
"1506","Washington Wizards*",13,11,0.542,"8.0",14,10,106.1,103.8,"2017-12-6"
"1507","New York Knicks",12,12,0.5,"9.0",12,12,103.8,103.6,"2017-12-6"
"1508","Miami Heat*",11,13,0.458,"10.0",9,15,100.2,104.2,"2017-12-6"
"1509","Orlando Magic",11,15,0.423,"11.0",10,16,107.5,110.8,"2017-12-6"
"1510","Charlotte Hornets",9,14,0.391,"11.5",10,13,104.6,106.2,"2017-12-6"
"1511","Brooklyn Nets",9,14,0.391,"11.5",10,13,109.8,112.3,"2017-12-6"
"1512","Atlanta Hawks",5,19,0.208,"16.0",8,16,102.8,108.6,"2017-12-6"
"1513","Chicago Bulls",3,20,0.13,"17.5",4,19,95.7,106.8,"2017-12-6"
"1514","Houston Rockets*",18,4,0.818,"—",18,4,114.1,102.7,"2017-12-6"
"1515","Golden State Warriors*",20,6,0.769,"—",21,5,117.8,106.4,"2017-12-6"
"1516","San Antonio Spurs*",17,8,0.68,"2.5",16,9,101.3,97.3,"2017-12-6"
"1517","Minnesota Timberwolves*",15,11,0.577,"5.0",14,12,107.5,106.8,"2017-12-6"
"1518","Portland Trail Blazers*",13,11,0.542,"6.0",14,10,102.8,100.3,"2017-12-6"
"1519","Denver Nuggets",13,11,0.542,"6.0",12,12,107.1,107.7,"2017-12-6"
"1520","New Orleans Pelicans*",13,12,0.52,"6.5",12,13,109.4,110.2,"2017-12-6"
"1521","Utah Jazz*",13,12,0.52,"6.5",16,9,103.3,98.8,"2017-12-6"
"1522","Oklahoma City Thunder*",11,12,0.478,"7.5",14,9,102,98.8,"2017-12-6"
"1523","Los Angeles Clippers",8,15,0.348,"10.5",9,14,105,107.7,"2017-12-6"
"1524","Los Angeles Lakers",8,15,0.348,"10.5",9,14,105.8,109.3,"2017-12-6"
"1525","Phoenix Suns",9,17,0.346,"11.0",7,19,107.6,115.7,"2017-12-6"
"1526","Memphis Grizzlies",8,16,0.333,"11.0",9,15,97.7,101,"2017-12-6"
"1527","Sacramento Kings",7,17,0.292,"12.0",5,19,95.6,105.5,"2017-12-6"
"1528","Dallas Mavericks",7,18,0.28,"12.5",10,15,100.3,103.5,"2017-12-6"
"1529","Boston Celtics*",22,4,0.846,"—",19,7,104.5,97.2,"2017-12-7"
"1530","Cleveland Cavaliers*",18,7,0.72,"3.5",15,10,111.1,107.6,"2017-12-7"
"1531","Toronto Raptors*",15,7,0.682,"5.0",16,6,111.5,104.1,"2017-12-7"
"1532","Detroit Pistons",14,10,0.583,"7.0",13,11,104.3,102.7,"2017-12-7"
"1533","Milwaukee Bucks*",13,10,0.565,"7.5",11,12,103.1,104,"2017-12-7"
"1534","Indiana Pacers*",14,11,0.56,"7.5",13,12,108.4,107.4,"2017-12-7"
"1535","Washington Wizards*",14,11,0.56,"7.5",15,10,106.2,103.6,"2017-12-7"
"1536","Philadelphia 76ers*",13,11,0.542,"8.0",12,12,108,108,"2017-12-7"
"1537","New York Knicks",12,12,0.5,"9.0",12,12,103.8,103.6,"2017-12-7"
"1538","Miami Heat*",11,13,0.458,"10.0",9,15,100.2,104.2,"2017-12-7"
"1539","Orlando Magic",11,15,0.423,"11.0",10,16,107.5,110.8,"2017-12-7"
"1540","Brooklyn Nets",10,14,0.417,"11.0",10,14,109.4,111.5,"2017-12-7"
"1541","Charlotte Hornets",9,14,0.391,"11.5",10,13,104.6,106.2,"2017-12-7"
"1542","Atlanta Hawks",5,19,0.208,"16.0",8,16,102.8,108.6,"2017-12-7"
"1543","Chicago Bulls",3,20,0.13,"17.5",4,19,95.7,106.8,"2017-12-7"
"1544","Houston Rockets*",19,4,0.826,"—",19,4,114,102.7,"2017-12-7"
"1545","Golden State Warriors*",20,6,0.769,"0.5",21,5,117.8,106.4,"2017-12-7"
"1546","San Antonio Spurs*",17,8,0.68,"3.0",16,9,101.3,97.3,"2017-12-7"
"1547","Minnesota Timberwolves*",15,11,0.577,"5.5",14,12,107.5,106.8,"2017-12-7"
"1548","Portland Trail Blazers*",13,11,0.542,"6.5",14,10,102.8,100.3,"2017-12-7"
"1549","Denver Nuggets",13,11,0.542,"6.5",12,12,107.1,107.7,"2017-12-7"
"1550","New Orleans Pelicans*",13,12,0.52,"7.0",12,13,109.4,110.2,"2017-12-7"
"1551","Utah Jazz*",13,13,0.5,"7.5",16,10,103.2,99.3,"2017-12-7"
"1552","Oklahoma City Thunder*",11,13,0.458,"8.5",14,10,101.8,98.9,"2017-12-7"
"1553","Los Angeles Lakers",9,15,0.375,"10.5",9,15,105.8,109.1,"2017-12-7"
"1554","Los Angeles Clippers",8,15,0.348,"11.0",9,14,105,107.7,"2017-12-7"
"1555","Phoenix Suns",9,18,0.333,"12.0",7,20,107.3,115.4,"2017-12-7"
"1556","Memphis Grizzlies",8,16,0.333,"11.5",9,15,97.7,101,"2017-12-7"
"1557","Sacramento Kings",7,17,0.292,"12.5",5,19,95.6,105.5,"2017-12-7"
"1558","Dallas Mavericks",7,18,0.28,"13.0",10,15,100.3,103.5,"2017-12-7"
"1559","Boston Celtics*",22,5,0.815,"—",19,8,104.4,97.5,"2017-12-8"
"1560","Toronto Raptors*",16,7,0.696,"4.0",17,6,111.7,104.2,"2017-12-8"
"1561","Cleveland Cavaliers*",18,8,0.692,"3.5",16,10,110.7,107.5,"2017-12-8"
"1562","Milwaukee Bucks*",14,10,0.583,"6.5",11,13,103.3,104,"2017-12-8"
"1563","Indiana Pacers*",15,11,0.577,"6.5",14,12,108.3,107.2,"2017-12-8"
"1564","Washington Wizards*",14,11,0.56,"7.0",15,10,106.2,103.6,"2017-12-8"
"1565","Detroit Pistons",14,11,0.56,"7.0",14,11,104,102.7,"2017-12-8"
"1566","Philadelphia 76ers*",13,11,0.542,"7.5",12,12,108,108,"2017-12-8"
"1567","New York Knicks",12,12,0.5,"8.5",12,12,103.8,103.6,"2017-12-8"
