"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Washington Wizards","0","5",".000","4.0","1","4","88.0","94.6","2012-11-11"
"Oklahoma City Thunder*","5","2",".714","—","5","2","100.1","92.3","2012-11-11"
"Minnesota Timberwolves","4","2",".667","0.5","4","2","91.8","89.5","2012-11-11"
"Denver Nuggets*","4","3",".571","1.0","4","3","99.0","96.3","2012-11-11"
"Utah Jazz","3","4",".429","2.0","4","3","95.1","95.1","2012-11-11"
"Portland Trail Blazers","2","4",".333","2.5","2","4","98.8","104.3","2012-11-11"
"Los Angeles Clippers*","5","2",".714","—","5","2","102.1","94.1","2012-11-11"
"Golden State Warriors*","3","4",".429","2.0","3","4","95.9","99.6","2012-11-11"
"Los Angeles Lakers*","3","4",".429","2.0","5","2","98.6","94.4","2012-11-11"
"Phoenix Suns","3","4",".429","2.0","2","5","96.4","103.4","2012-11-11"
"Sacramento Kings","2","5",".286","3.0","2","5","91.4","98.0","2012-11-11"
"San Antonio Spurs*","6","1",".857","—","5","2","98.4","94.1","2012-11-11"
"Memphis Grizzlies*","5","1",".833","0.5","5","1","100.7","91.7","2012-11-11"
"New Orleans Hornets","3","2",".600","2.0","2","3","88.2","88.6","2012-11-11"
"Dallas Mavericks","4","3",".571","2.0","4","3","104.7","100.4","2012-11-11"
"Houston Rockets*","3","3",".500","2.5","3","3","94.5","93.5","2012-11-11"
"New York Knicks*","4","0","1.000","—","4","0","104.5","87.5","2012-11-12"
"Brooklyn Nets*","3","2",".600","1.5","3","2","93.0","90.4","2012-11-12"
"Boston Celtics*","4","3",".571","1.5","3","4","97.3","98.9","2012-11-12"
"Philadelphia 76ers","4","3",".571","1.5","3","4","89.7","90.7","2012-11-12"
"Toronto Raptors","1","6",".143","4.5","2","5","100.1","104.7","2012-11-12"
"Milwaukee Bucks*","4","2",".667","—","3","3","98.7","96.8","2012-11-12"
"Chicago Bulls*","4","3",".571","0.5","5","2","94.6","90.4","2012-11-12"
"Indiana Pacers*","3","4",".429","1.5","3","4","90.4","92.4","2012-11-12"
"Cleveland Cavaliers","2","5",".286","2.5","2","5","97.4","103.4","2012-11-12"
"Detroit Pistons","0","8",".000","5.0","1","7","91.3","101.5","2012-11-12"
"Miami Heat*","6","2",".750","—","5","3","105.5","100.3","2012-11-12"
"Atlanta Hawks*","3","3",".500","2.0","3","3","92.5","93.5","2012-11-12"
"Charlotte Bobcats","2","3",".400","2.5","1","4","99.8","107.2","2012-11-12"
"Orlando Magic","2","4",".333","3.0","2","4","87.8","93.5","2012-11-12"
"Washington Wizards","0","5",".000","4.5","1","4","88.0","94.6","2012-11-12"
"Oklahoma City Thunder*","6","2",".750","—","6","2","99.1","92.0","2012-11-12"
"Minnesota Timberwolves","5","2",".714","0.5","4","3","91.6","88.4","2012-11-12"
"Denver Nuggets*","4","4",".500","2.0","4","4","99.1","98.0","2012-11-12"
"Utah Jazz","4","4",".500","2.0","4","4","100.8","99.9","2012-11-12"
"Portland Trail Blazers","2","5",".286","3.5","2","5","97.1","103.0","2012-11-12"
"Los Angeles Clippers*","5","2",".714","—","5","2","102.1","94.1","2012-11-12"
"Phoenix Suns","4","4",".500","1.5","3","5","98.1","103.0","2012-11-12"
"Golden State Warriors*","3","4",".429","2.0","3","4","95.9","99.6","2012-11-12"
"Los Angeles Lakers*","3","4",".429","2.0","5","2","98.6","94.4","2012-11-12"
"Sacramento Kings","2","5",".286","3.0","2","5","91.4","98.0","2012-11-12"
"San Antonio Spurs*","6","1",".857","—","5","2","98.4","94.1","2012-11-12"
"Memphis Grizzlies*","5","1",".833","0.5","5","1","100.7","91.7","2012-11-12"
"New Orleans Hornets","3","2",".600","2.0","2","3","88.2","88.6","2012-11-12"
"Dallas Mavericks","4","4",".500","2.5","5","3","101.9","99.1","2012-11-12"
"Houston Rockets*","3","4",".429","3.0","4","3","96.7","96.3","2012-11-12"
"New York Knicks*","5","0","1.000","—","5","0","103.4","87.8","2012-11-13"
"Brooklyn Nets*","4","2",".667","1.5","4","2","96.5","92.2","2012-11-13"
"Boston Celtics*","4","3",".571","2.0","3","4","97.3","98.9","2012-11-13"
"Philadelphia 76ers","4","3",".571","2.0","3","4","89.7","90.7","2012-11-13"
"Toronto Raptors","2","6",".250","4.5","3","5","96.9","100.6","2012-11-13"
"Milwaukee Bucks*","4","2",".667","—","3","3","98.7","96.8","2012-11-13"
"Chicago Bulls*","4","3",".571","0.5","5","2","94.6","90.4","2012-11-13"
"Indiana Pacers*","3","5",".375","2.0","3","5","88.1","90.1","2012-11-13"
"Cleveland Cavaliers","2","6",".250","3.0","2","6","97.9","104.8","2012-11-13"
"Detroit Pistons","0","8",".000","5.0","1","7","91.3","101.5","2012-11-13"
"Miami Heat*","6","2",".750","—","5","3","105.5","100.3","2012-11-13"
"Atlanta Hawks*","3","3",".500","2.0","3","3","92.5","93.5","2012-11-13"
"Charlotte Bobcats","3","3",".500","2.0","2","4","98.5","102.0","2012-11-13"
"Orlando Magic","2","5",".286","3.5","2","5","88.0","94.3","2012-11-13"
"Washington Wizards","0","6",".000","5.0","1","5","86.0","94.2","2012-11-13"
"Oklahoma City Thunder*","6","2",".750","—","6","2","99.1","92.0","2012-11-13"
"Minnesota Timberwolves","5","2",".714","0.5","4","3","91.6","88.4","2012-11-13"
"Denver Nuggets*","4","4",".500","2.0","4","4","99.1","98.0","2012-11-13"
"Utah Jazz","4","4",".500","2.0","4","4","100.8","99.9","2012-11-13"
"Portland Trail Blazers","3","5",".375","3.0","3","5","97.9","100.9","2012-11-13"
"Los Angeles Clippers*","5","2",".714","—","5","2","102.1","94.1","2012-11-13"
"Phoenix Suns","4","4",".500","1.5","3","5","98.1","103.0","2012-11-13"
"Golden State Warriors*","3","4",".429","2.0","3","4","95.9","99.6","2012-11-13"
"Los Angeles Lakers*","3","5",".375","2.5","5","3","96.5","93.1","2012-11-13"
"Sacramento Kings","2","6",".250","3.5","2","6","90.8","98.6","2012-11-13"
"San Antonio Spurs*","7","1",".875","—","5","3","96.6","92.6","2012-11-13"
"Memphis Grizzlies*","5","1",".833","1.0","5","1","100.7","91.7","2012-11-13"
"New Orleans Hornets","3","2",".600","2.5","2","3","88.2","88.6","2012-11-13"
"Dallas Mavericks","4","4",".500","3.0","5","3","101.9","99.1","2012-11-13"
"Houston Rockets*","3","4",".429","3.5","4","3","96.7","96.3","2012-11-13"
"New York Knicks*","5","0","1.000","—","5","0","103.4","87.8","2012-11-14"
"Boston Celtics*","5","3",".625","1.5","4","4","97.4","98.1","2012-11-14"
"Brooklyn Nets*","4","2",".667","1.5","4","2","96.5","92.2","2012-11-14"
"Philadelphia 76ers","4","4",".500","2.5","3","5","88.0","91.1","2012-11-14"
"Toronto Raptors","2","6",".250","4.5","3","5","96.9","100.6","2012-11-14"
"Milwaukee Bucks*","5","2",".714","—","4","3","98.7","95.1","2012-11-14"
"Chicago Bulls*","5","3",".625","0.5","5","3","96.8","92.4","2012-11-14"
"Indiana Pacers*","3","6",".333","3.0","3","6","87.8","91.1","2012-11-14"
"Cleveland Cavaliers","2","6",".250","3.5","2","6","97.9","104.8","2012-11-14"
"Detroit Pistons","1","8",".111","5.0","2","7","91.6","98.7","2012-11-14"
"Miami Heat*","6","3",".667","—","6","3","104.9","101.0","2012-11-14"
"Charlotte Bobcats","4","3",".571","1.0","3","4","97.1","99.9","2012-11-14"
"Atlanta Hawks*","3","4",".429","2.0","3","4","91.9","93.3","2012-11-14"
"Orlando Magic","2","5",".286","3.0","2","5","88.0","94.3","2012-11-14"
"Washington Wizards","0","7",".000","5.0","2","5","88.1","96.0","2012-11-14"
"Oklahoma City Thunder*","6","3",".667","—","6","3","98.9","93.7","2012-11-14"
"Minnesota Timberwolves","5","3",".625","0.5","5","3","91.0","88.5","2012-11-14"
"Denver Nuggets*","4","4",".500","1.5","4","4","99.1","98.0","2012-11-14"
"Utah Jazz","4","5",".444","2.0","5","4","99.9","99.7","2012-11-14"
"Portland Trail Blazers","3","5",".375","2.5","3","5","97.9","100.9","2012-11-14"
"Los Angeles Clippers*","6","2",".750","—","6","2","102.8","94.9","2012-11-14"
"Golden State Warriors*","4","4",".500","2.0","3","5","95.4","98.1","2012-11-14"
"Phoenix Suns","4","5",".444","2.5","3","6","99.0","104.0","2012-11-14"
"Los Angeles Lakers*","3","5",".375","3.0","5","3","96.5","93.1","2012-11-14"
"Sacramento Kings","2","6",".250","4.0","2","6","90.8","98.6","2012-11-14"
"San Antonio Spurs*","7","1",".875","—","5","3","96.6","92.6","2012-11-14"
"Memphis Grizzlies*","6","1",".857","0.5","6","1","101.6","92.4","2012-11-14"
"Dallas Mavericks","5","4",".556","2.5","5","4","102.4","99.3","2012-11-14"
"Houston Rockets*","4","4",".500","3.0","4","4","97.1","96.3","2012-11-14"
"New Orleans Hornets","3","3",".500","3.0","3","3","89.5","90.5","2012-11-14"
"New York Knicks*","6","0","1.000","—","5","1","103.5","89.8","2012-11-15"
"Brooklyn Nets*","5","2",".714","1.5","5","2","97.3","92.9","2012-11-15"
"Boston Celtics*","5","4",".556","2.5","4","5","97.3","98.6","2012-11-15"
"Philadelphia 76ers","4","4",".500","3.0","3","5","88.0","91.1","2012-11-15"
"Toronto Raptors","2","6",".250","5.0","3","5","96.9","100.6","2012-11-15"
"Milwaukee Bucks*","5","2",".714","—","4","3","98.7","95.1","2012-11-15"
"Chicago Bulls*","5","3",".625","0.5","5","3","96.8","92.4","2012-11-15"
"Indiana Pacers*","3","6",".333","3.0","3","6","87.8","91.1","2012-11-15"
"Cleveland Cavaliers","2","6",".250","3.5","2","6","97.9","104.8","2012-11-15"
"Detroit Pistons","1","8",".111","5.0","2","7","91.6","98.7","2012-11-15"
"Miami Heat*","7","3",".700","—","6","4","104.2","100.2","2012-11-15"
"Charlotte Bobcats","4","3",".571","1.5","3","4","97.1","99.9","2012-11-15"
"Atlanta Hawks*","3","4",".429","2.5","3","4","91.9","93.3","2012-11-15"
"Orlando Magic","2","5",".286","3.5","2","5","88.0","94.3","2012-11-15"
"Washington Wizards","0","7",".000","5.5","2","5","88.1","96.0","2012-11-15"
"Oklahoma City Thunder*","6","3",".667","—","6","3","98.9","93.7","2012-11-15"
"Minnesota Timberwolves","5","3",".625","0.5","5","3","91.0","88.5","2012-11-15"
"Denver Nuggets*","4","5",".444","2.0","5","4","98.4","98.0","2012-11-15"
"Utah Jazz","4","5",".444","2.0","5","4","99.9","99.7","2012-11-15"
"Portland Trail Blazers","3","5",".375","2.5","3","5","97.9","100.9","2012-11-15"
"Los Angeles Clippers*","6","2",".750","—","6","2","102.8","94.9","2012-11-15"
"Golden State Warriors*","4","4",".500","2.0","3","5","95.4","98.1","2012-11-15"
"Phoenix Suns","4","5",".444","2.5","3","6","99.0","104.0","2012-11-15"
"Los Angeles Lakers*","3","5",".375","3.0","5","3","96.5","93.1","2012-11-15"
"Sacramento Kings","2","6",".250","4.0","2","6","90.8","98.6","2012-11-15"
"Memphis Grizzlies*","6","1",".857","—","6","1","101.6","92.4","2012-11-15"
"San Antonio Spurs*","7","2",".778","—","6","3","97.0","93.9","2012-11-15"
"Dallas Mavericks","5","4",".556","2.0","5","4","102.4","99.3","2012-11-15"
"Houston Rockets*","4","4",".500","2.5","4","4","97.1","96.3","2012-11-15"
"New Orleans Hornets","3","3",".500","2.5","3","3","89.5","90.5","2012-11-15"
"New York Knicks*","6","1",".857","—","6","1","102.3","92.0","2012-11-16"
"Brooklyn Nets*","5","2",".714","1.0","5","2","97.3","92.9","2012-11-16"
"Boston Celtics*","5","4",".556","2.0","4","5","97.3","98.6","2012-11-16"
"Philadelphia 76ers","5","4",".556","2.0","4","5","89.2","91.3","2012-11-16"
"Toronto Raptors","2","6",".250","4.5","3","5","96.9","100.6","2012-11-16"
"Milwaukee Bucks*","5","2",".714","—","4","3","98.7","95.1","2012-11-16"
"Chicago Bulls*","5","3",".625","0.5","5","3","96.8","92.4","2012-11-16"
"Indiana Pacers*","4","6",".400","2.5","5","5","89.3","90.3","2012-11-16"
"Cleveland Cavaliers","2","6",".250","3.5","2","6","97.9","104.8","2012-11-16"
"Detroit Pistons","1","9",".100","5.5","3","7","93.0","99.8","2012-11-16"
"Miami Heat*","7","3",".700","—","6","4","104.2","100.2","2012-11-16"
"Charlotte Bobcats","4","3",".571","1.5","3","4","97.1","99.9","2012-11-16"
"Atlanta Hawks*","4","4",".500","2.0","4","4","94.4","93.6","2012-11-16"
"Orlando Magic","3","5",".375","3.0","3","5","90.8","95.8","2012-11-16"
"Washington Wizards","0","7",".000","5.5","2","5","88.1","96.0","2012-11-16"
"Oklahoma City Thunder*","7","3",".700","—","7","3","100.0","93.8","2012-11-16"
"Minnesota Timberwolves","5","4",".556","1.5","5","4","91.8","90.4","2012-11-16"
"Denver Nuggets*","4","5",".444","2.5","5","4","98.4","98.0","2012-11-16"
"Portland Trail Blazers","4","5",".444","2.5","4","5","100.2","102.7","2012-11-16"
"Utah Jazz","4","6",".400","3.0","5","5","99.2","99.6","2012-11-16"
"Los Angeles Clippers*","6","2",".750","—","6","2","102.8","94.9","2012-11-16"
"Golden State Warriors*","5","4",".556","1.5","4","5","96.6","98.1","2012-11-16"
"Los Angeles Lakers*","4","5",".444","2.5","6","3","98.4","94.1","2012-11-16"
"Phoenix Suns","4","6",".400","3.0","3","7","99.3","105.0","2012-11-16"
"Sacramento Kings","2","7",".222","4.5","2","7","91.3","100.1","2012-11-16"
"Memphis Grizzlies*","7","1",".875","—","6","2","102.0","92.8","2012-11-16"
"San Antonio Spurs*","7","2",".778","0.5","6","3","97.0","93.9","2012-11-16"
"Dallas Mavericks","5","5",".500","3.0","5","5","100.5","99.7","2012-11-16"
"Houston Rockets*","4","5",".444","3.5","5","4","99.3","98.8","2012-11-16"
"New Orleans Hornets","3","4",".429","3.5","3","4","90.3","93.3","2012-11-16"
"New York Knicks*","6","1",".857","—","6","1","102.3","92.0","2012-11-17"
"Brooklyn Nets*","5","2",".714","1.0","5","2","97.3","92.9","2012-11-17"
"Boston Celtics*","6","4",".600","1.5","5","5","98.3","97.6","2012-11-17"
"Philadelphia 76ers","5","4",".556","2.0","4","5","89.2","91.3","2012-11-17"
"Toronto Raptors","2","7",".222","5.0","3","6","96.0","101.3","2012-11-17"
"Milwaukee Bucks*","6","2",".750","—","5","3","101.0","97.4","2012-11-17"
"Chicago Bulls*","5","4",".556","1.5","5","4","94.9","93.3","2012-11-17"
"Indiana Pacers*","4","6",".400","3.0","5","5","89.3","90.3","2012-11-17"
"Cleveland Cavaliers","2","7",".222","4.5","2","7","97.6","104.6","2012-11-17"
"Detroit Pistons","1","9",".100","6.0","3","7","93.0","99.8","2012-11-17"
"Miami Heat*","8","3",".727","—","7","4","103.5","99.1","2012-11-17"
"Atlanta Hawks*","4","4",".500","2.5","4","4","94.4","93.6","2012-11-17"
"Charlotte Bobcats","4","4",".500","2.5","3","5","95.9","99.1","2012-11-17"
"Orlando Magic","3","5",".375","3.5","3","5","90.8","95.8","2012-11-17"
"Washington Wizards","0","8",".000","6.5","2","6","86.6","94.4","2012-11-17"
"Oklahoma City Thunder*","7","3",".700","—","7","3","100.0","93.8","2012-11-17"
"Minnesota Timberwolves","5","4",".556","1.5","5","4","91.8","90.4","2012-11-17"
"Utah Jazz","5","6",".455","2.5","6","5","97.7","97.5","2012-11-17"
"Portland Trail Blazers","4","5",".444","2.5","4","5","100.2","102.7","2012-11-17"
"Denver Nuggets*","4","6",".400","3.0","4","6","98.6","100.8","2012-11-17"
"Los Angeles Clippers*","7","2",".778","—","7","2","102.6","93.2","2012-11-17"
"Golden State Warriors*","5","4",".556","2.0","4","5","96.6","98.1","2012-11-17"
"Los Angeles Lakers*","4","5",".444","3.0","6","3","98.4","94.1","2012-11-17"
"Phoenix Suns","4","7",".364","4.0","3","8","98.3","104.3","2012-11-17"
"Sacramento Kings","2","7",".222","5.0","2","7","91.3","100.1","2012-11-17"
"Memphis Grizzlies*","8","1",".889","—","7","2","101.1","92.1","2012-11-17"
"San Antonio Spurs*","8","2",".800","0.5","7","3","99.9","94.5","2012-11-17"
"Dallas Mavericks","6","5",".545","3.0","6","5","100.7","99.3","2012-11-17"
"Houston Rockets*","4","5",".444","4.0","5","4","99.3","98.8","2012-11-17"
"New Orleans Hornets","3","5",".375","4.5","3","5","93.1","96.3","2012-11-17"
"New York Knicks*","7","1",".875","—","7","1","100.5","90.0","2012-11-18"
"Brooklyn Nets*","6","2",".750","1.0","5","3","97.5","92.5","2012-11-18"
"Philadelphia 76ers","6","4",".600","2.0","5","5","88.9","90.1","2012-11-18"
"Boston Celtics*","6","5",".545","2.5","5","6","96.9","98.1","2012-11-18"
"Toronto Raptors","3","7",".300","5.0","4","6","96.1","99.8","2012-11-18"
"Milwaukee Bucks*","6","2",".750","—","5","3","101.0","97.4","2012-11-18"
"Chicago Bulls*","5","5",".500","2.0","5","5","94.8","94.2","2012-11-18"
"Indiana Pacers*","4","7",".364","3.5","5","6","88.1","90.1","2012-11-18"
"Cleveland Cavaliers","2","8",".200","5.0","3","7","95.7","102.7","2012-11-18"
"Detroit Pistons","2","9",".182","5.5","4","7","93.9","98.3","2012-11-18"
"Miami Heat*","8","3",".727","—","7","4","103.5","99.1","2012-11-18"
"Atlanta Hawks*","4","4",".500","2.5","4","4","94.4","93.6","2012-11-18"
"Charlotte Bobcats","4","4",".500","2.5","3","5","95.9","99.1","2012-11-18"
"Orlando Magic","3","6",".333","4.0","3","6","90.2","95.9","2012-11-18"
"Washington Wizards","0","8",".000","6.5","2","6","86.6","94.4","2012-11-18"
"Oklahoma City Thunder*","8","3",".727","—","8","3","101.7","95.2","2012-11-18"
"Minnesota Timberwolves","5","4",".556","2.0","5","4","91.8","90.4","2012-11-18"
"Portland Trail Blazers","5","5",".500","2.5","5","5","100.4","101.8","2012-11-18"
"Utah Jazz","5","6",".455","3.0","6","5","97.7","97.5","2012-11-18"
"Denver Nuggets*","4","6",".400","3.5","4","6","98.6","100.8","2012-11-18"
"Los Angeles Clippers*","7","2",".778","—","7","2","102.6","93.2","2012-11-18"
"Golden State Warriors*","5","5",".500","2.5","4","6","97.8","100.2","2012-11-18"
"Los Angeles Lakers*","5","5",".500","2.5","7","3","100.5","95.5","2012-11-18"
"Phoenix Suns","4","7",".364","4.0","3","8","98.3","104.3","2012-11-18"
"Sacramento Kings","2","8",".200","5.5","2","8","91.2","100.0","2012-11-18"
"Memphis Grizzlies*","8","1",".889","—","7","2","101.1","92.1","2012-11-18"
"San Antonio Spurs*","8","2",".800","0.5","7","3","99.9","94.5","2012-11-18"
"Dallas Mavericks","6","5",".545","3.0","6","5","100.7","99.3","2012-11-18"
"Houston Rockets*","4","6",".400","4.5","5","5","100.2","100.8","2012-11-18"
"New Orleans Hornets","3","5",".375","4.5","3","5","93.1","96.3","2012-11-18"
"New York Knicks*","7","1",".875","—","7","1","100.5","90.0","2012-11-19"
"Brooklyn Nets*","6","2",".750","1.0","5","3","97.5","92.5","2012-11-19"
"Philadelphia 76ers","6","4",".600","2.0","5","5","88.9","90.1","2012-11-19"
"Boston Celtics*","6","5",".545","2.5","5","6","96.9","98.1","2012-11-19"
"Toronto Raptors","3","7",".300","5.0","4","6","96.1","99.8","2012-11-19"
"Milwaukee Bucks*","6","3",".667","—","5","4","100.7","97.9","2012-11-19"
"Chicago Bulls*","5","5",".500","1.5","5","5","94.8","94.2","2012-11-19"
"Indiana Pacers*","5","7",".417","2.5","5","7","88.8","90.0","2012-11-19"
"Cleveland Cavaliers","2","8",".200","4.5","3","7","95.7","102.7","2012-11-19"
"Detroit Pistons","2","9",".182","5.0","4","7","93.9","98.3","2012-11-19"
"Miami Heat*","8","3",".727","—","7","4","103.5","99.1","2012-11-19"
"Atlanta Hawks*","5","4",".556","2.0","5","4","92.9","91.2","2012-11-19"
"Charlotte Bobcats","5","4",".556","2.0","4","5","96.6","99.0","2012-11-19"
"Orlando Magic","3","7",".300","4.5","3","7","88.4","94.4","2012-11-19"
"Washington Wizards","0","9",".000","7.0","2","7","86.9","94.6","2012-11-19"
"Oklahoma City Thunder*","8","3",".727","—","8","3","101.7","95.2","2012-11-19"
"Utah Jazz","6","6",".500","2.5","7","5","98.1","96.9","2012-11-19"
"Minnesota Timberwolves","5","4",".556","2.0","5","4","91.8","90.4","2012-11-19"
"Portland Trail Blazers","5","5",".500","2.5","5","5","100.4","101.8","2012-11-19"
"Denver Nuggets*","5","6",".455","3.0","5","6","98.5","100.0","2012-11-19"
"Los Angeles Clippers*","8","2",".800","—","8","2","101.5","92.6","2012-11-19"
"Golden State Warriors*","6","5",".545","2.5","5","6","98.5","100.3","2012-11-19"
"Los Angeles Lakers*","5","5",".500","3.0","7","3","100.5","95.5","2012-11-19"
"Phoenix Suns","4","7",".364","4.5","3","8","98.3","104.3","2012-11-19"
"Sacramento Kings","2","8",".200","6.0","2","8","91.2","100.0","2012-11-19"
"Memphis Grizzlies*","8","2",".800","—","8","2","100.2","92.6","2012-11-19"
"San Antonio Spurs*","8","3",".727","0.5","7","4","98.7","94.3","2012-11-19"
"Dallas Mavericks","6","6",".500","3.0","6","6","100.8","99.8","2012-11-19"
"Houston Rockets*","4","7",".364","4.5","5","6","99.4","100.9","2012-11-19"
"New Orleans Hornets","3","5",".375","4.0","3","5","93.1","96.3","2012-11-19"
"New York Knicks*","8","1",".889","—","8","1","100.7","88.9","2012-11-20"
"Philadelphia 76ers","7","4",".636","2.0","5","6","90.5","90.8","2012-11-20"
"Brooklyn Nets*","6","3",".667","2.0","6","3","96.7","92.8","2012-11-20"
"Boston Celtics*","6","5",".545","3.0","5","6","96.9","98.1","2012-11-20"
