season,phase,date,team,opponent,location,city,w_l,route,distance,tz,flight_time,direction_e_w,return_home,player,team_rest,player_rest,games_played,mi_ns,pts,shift_hrs,fgm,fga,pct_fg,fg3m,fg3a,pct_fg3,pct_ft,fg2m,fg2a,pct_fg2,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,plusminus,fpts
2015-16,PO,2016-05-06,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,W,San Antonio - Oklahoma City,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,3,3,7,39,31,0,9,17,0.529,3,4,0.75,0.714,6,13,0.46153846153846156,10,14,2,9,11,3,1,1,3,3,5,51.7
2015-16,PO,2016-05-08,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,8,40,21,0,7,19,0.368,0,4,0,1,7,15,0.4666666666666667,7,7,2,4,6,2,4,0,4,2,-19,39.2
2015-16,PO,2016-05-10,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,L,Oklahoma City - San Antonio,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,1,1,9,39,26,0,12,21,0.571,1,4,0.25,0.5,11,17,0.6470588235294118,1,2,1,5,6,4,5,0,1,3,8,53.2
2015-16,PO,2016-05-12,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,L,San Antonio - NA,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,1,1,10,37,22,0,9,23,0.391,1,4,0.25,0.75,8,19,0.42105263157894735,3,4,3,6,9,5,3,0,1,3,-13,48.3
2016-17,RS,2016-10-25,San Antonio Spurs,Golden State Warriors,Away,San Francisco,W,San Antonio - San Francisco,1488,America/Los_Angeles,~3.31 hours,West,,Kawhi Leonard,15,15,1,32,35,-2,10,21,0.476,0,3,0,1,10,18,0.5555555555555556,15,15,3,2,5,3,5,0,2,1,14,58.5
2016-17,RS,2016-10-27,San Antonio Spurs,Sacramento Kings,Away,Sacramento,W,San Francisco - Sacramento,77,America/Los_Angeles,~55 minutes,-,,Kawhi Leonard,1,1,2,35,30,0,11,21,0.524,1,5,0.2,1,10,16,0.625,7,7,0,3,3,5,5,0,1,5,4,55.1
2016-17,RS,2016-10-29,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,Sacramento - San Antonio,1453,America/Chicago,~3.23 hours,East,,Kawhi Leonard,1,1,3,28,20,2,6,12,0.5,2,4,0.5,1,4,8,0.5,6,6,0,4,4,3,2,0,0,1,13,35.3
2016-17,RS,2016-10-30,San Antonio Spurs,Miami Heat,Away,Miami,W,San Antonio - Miami,1148,America/New_York,~2.55 hours,East,,Kawhi Leonard,0,0,4,30,27,1,8,16,0.5,1,3,0.3333333333333333,0.833,7,13,0.5384615384615384,10,12,0,2,2,6,1,1,4,3,12,40.4
2016-17,RS,2016-11-01,San Antonio Spurs,Utah Jazz,Home,San Antonio,L,Miami - San Antonio,1148,America/Chicago,~2.55 hours,West,,Kawhi Leonard,1,1,5,36,30,-1,10,18,0.556,5,7,0.7142857142857143,1,5,11,0.45454545454545453,5,5,0,7,7,2,2,0,2,1,-5,45.4
2016-17,RS,2016-11-04,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,W,San Antonio - Salt Lake City,1087,America/Denver,~2.42 hours,West,,Kawhi Leonard,2,2,6,32,29,-1,9,18,0.5,1,5,0.2,1,8,13,0.6153846153846154,10,10,4,7,11,4,1,1,1,2,7,53.2
2016-17,RS,2016-11-05,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,L,Salt Lake City - San Antonio,1087,America/Chicago,~2.42 hours,East,,Kawhi Leonard,0,0,7,28,14,1,3,13,0.231,0,3,0,1,3,10,0.3,8,8,1,5,6,1,1,1,2,1,-9,26.7
2016-17,RS,2016-11-09,San Antonio Spurs,Houston Rockets,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,3,3,8,39,34,0,11,26,0.423,4,6,0.6666666666666666,1,7,20,0.35,8,8,2,5,7,1,1,2,2,1,-12,50.9
