"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"1401","Philadelphia 76ers",1,23,0.042,"15.0",4,20,91,103.1,"2015-12-12"
"1402","Golden State Warriors*",24,1,0.96,"—",21,4,115.3,102.2,"2015-12-12"
"1403","San Antonio Spurs*",20,5,0.8,"4.0",21,4,100.4,88.2,"2015-12-12"
"1404","Oklahoma City Thunder*",15,8,0.652,"8.0",17,6,107.8,100.8,"2015-12-12"
"1405","Los Angeles Clippers*",14,10,0.583,"9.5",13,11,102.5,100.8,"2015-12-12"
"1406","Memphis Grizzlies*",13,11,0.542,"10.5",8,16,96,101.3,"2015-12-12"
"1407","Dallas Mavericks*",13,11,0.542,"10.5",13,11,101.5,100.9,"2015-12-12"
"1408","Houston Rockets*",12,12,0.5,"11.5",10,14,104.2,106.8,"2015-12-12"
"1409","Utah Jazz",10,11,0.476,"12.0",12,9,97.8,96.1,"2015-12-12"
"1410","Phoenix Suns",10,14,0.417,"13.5",12,12,105.2,105.2,"2015-12-12"
"1411","Minnesota Timberwolves",9,13,0.409,"13.5",10,12,102.4,103.3,"2015-12-12"
"1412","Portland Trail Blazers*",10,15,0.4,"14.0",12,13,101.9,102,"2015-12-12"
"1413","Denver Nuggets",9,14,0.391,"14.0",7,16,96.8,102.5,"2015-12-12"
"1414","Sacramento Kings",9,15,0.375,"14.5",9,15,104.9,108.2,"2015-12-12"
"1415","New Orleans Pelicans",6,17,0.261,"17.0",7,16,101.7,108.4,"2015-12-12"
"1416","Los Angeles Lakers",3,21,0.125,"20.5",5,19,97,107.3,"2015-12-12"
"1417","Cleveland Cavaliers*",15,7,0.682,"—",15,7,102,96.7,"2015-12-13"
"1418","Toronto Raptors*",16,9,0.64,"0.5",16,9,99.9,95.4,"2015-12-13"
"1419","Chicago Bulls",13,8,0.619,"1.5",11,10,98.1,97.5,"2015-12-13"
"1420","Charlotte Hornets*",14,9,0.609,"1.5",15,8,102.7,98,"2015-12-13"
"1421","Miami Heat*",13,9,0.591,"2.0",12,10,95.6,93.9,"2015-12-13"
"1422","Indiana Pacers*",13,9,0.591,"2.0",14,8,103.5,99.9,"2015-12-13"
"1423","Boston Celtics*",14,10,0.583,"2.0",16,8,103.7,98.8,"2015-12-13"
"1424","Atlanta Hawks*",14,11,0.56,"2.5",13,12,100.1,99.7,"2015-12-13"
"1425","Detroit Pistons*",14,11,0.56,"2.5",14,11,99.2,97.4,"2015-12-13"
"1426","Orlando Magic",12,11,0.522,"3.5",12,11,99.9,99.2,"2015-12-13"
"1427","Washington Wizards",10,12,0.455,"5.0",8,14,101.8,105.3,"2015-12-13"
"1428","New York Knicks",11,14,0.44,"5.5",11,14,97.3,99.2,"2015-12-13"
"1429","Milwaukee Bucks",10,15,0.4,"6.5",8,17,95.5,101.2,"2015-12-13"
"1430","Brooklyn Nets",7,16,0.304,"8.5",7,16,96.6,102.5,"2015-12-13"
"1431","Philadelphia 76ers",1,24,0.04,"15.5",4,21,90.4,102.8,"2015-12-13"
"1432","Golden State Warriors*",24,1,0.96,"—",21,4,115.3,102.2,"2015-12-13"
"1433","San Antonio Spurs*",20,5,0.8,"4.0",21,4,100.4,88.2,"2015-12-13"
"1434","Oklahoma City Thunder*",16,8,0.667,"7.5",17,7,107.6,100.7,"2015-12-13"
"1435","Los Angeles Clippers*",14,10,0.583,"9.5",13,11,102.5,100.8,"2015-12-13"
"1436","Dallas Mavericks*",13,11,0.542,"10.5",13,11,101.5,100.9,"2015-12-13"
"1437","Memphis Grizzlies*",13,12,0.52,"11.0",8,17,96,101.2,"2015-12-13"
"1438","Houston Rockets*",12,12,0.5,"11.5",10,14,104.2,106.8,"2015-12-13"
"1439","Utah Jazz",10,12,0.455,"12.5",12,10,97.8,96.5,"2015-12-13"
"1440","Phoenix Suns",11,14,0.44,"13.0",13,12,105.3,105,"2015-12-13"
"1441","Portland Trail Blazers*",10,15,0.4,"14.0",12,13,101.9,102,"2015-12-13"
"1442","Denver Nuggets",9,14,0.391,"14.0",7,16,96.8,102.5,"2015-12-13"
"1443","Minnesota Timberwolves",9,14,0.391,"14.0",11,12,102.3,103.5,"2015-12-13"
"1444","Sacramento Kings",9,15,0.375,"14.5",9,15,104.9,108.2,"2015-12-13"
"1445","New Orleans Pelicans",6,17,0.261,"17.0",7,16,101.7,108.4,"2015-12-13"
"1446","Los Angeles Lakers",3,21,0.125,"20.5",5,19,97,107.3,"2015-12-13"
"1447","Cleveland Cavaliers*",15,7,0.682,"—",15,7,102,96.7,"2015-12-14"
"1448","Chicago Bulls",14,8,0.636,"1.0",12,10,98.9,97.5,"2015-12-14"
"1449","Toronto Raptors*",16,10,0.615,"1.0",16,10,99.5,95.8,"2015-12-14"
"1450","Miami Heat*",14,9,0.609,"1.5",13,10,95.8,93.6,"2015-12-14"
"1451","Indiana Pacers*",14,9,0.609,"1.5",15,8,103.6,99.4,"2015-12-14"
"1452","Charlotte Hornets*",14,9,0.609,"1.5",15,8,102.7,98,"2015-12-14"
"1453","Boston Celtics*",14,10,0.583,"2.0",16,8,103.7,98.8,"2015-12-14"
"1454","Orlando Magic",13,11,0.542,"3.0",13,11,100.1,98.5,"2015-12-14"
"1455","Atlanta Hawks*",14,12,0.538,"3.0",13,13,99.7,99.7,"2015-12-14"
"1456","Detroit Pistons*",14,12,0.538,"3.0",15,11,99.3,97.7,"2015-12-14"
"1457","New York Knicks",11,14,0.44,"5.5",11,14,97.3,99.2,"2015-12-14"
"1458","Washington Wizards",10,13,0.435,"5.5",8,15,101.5,105.6,"2015-12-14"
"1459","Milwaukee Bucks",10,15,0.4,"6.5",8,17,95.5,101.2,"2015-12-14"
"1460","Brooklyn Nets",7,17,0.292,"9.0",7,17,96,102.6,"2015-12-14"
"1461","Philadelphia 76ers",1,25,0.038,"16.0",4,22,90.6,103.3,"2015-12-14"
"1462","Golden State Warriors*",24,1,0.96,"—",21,4,115.3,102.2,"2015-12-14"
"1463","San Antonio Spurs*",21,5,0.808,"3.5",23,3,101.1,87.9,"2015-12-14"
"1464","Oklahoma City Thunder*",16,8,0.667,"7.5",17,7,107.6,100.7,"2015-12-14"
"1465","Los Angeles Clippers*",15,10,0.6,"9.0",14,11,102.6,100.9,"2015-12-14"
"1466","Dallas Mavericks*",14,11,0.56,"10.0",13,12,101.6,100.6,"2015-12-14"
"1467","Memphis Grizzlies*",14,12,0.538,"10.5",9,17,96.6,101,"2015-12-14"
"1468","Houston Rockets*",12,13,0.48,"12.0",10,15,104.4,107.1,"2015-12-14"
"1469","Utah Jazz",10,13,0.435,"13.0",11,12,97.1,97.4,"2015-12-14"
"1470","Portland Trail Blazers*",11,15,0.423,"13.5",13,13,102,102,"2015-12-14"
"1471","Phoenix Suns",11,15,0.423,"13.5",13,13,104.8,105,"2015-12-14"
"1472","Denver Nuggets",10,14,0.417,"13.5",8,16,97.5,102.7,"2015-12-14"
"1473","Minnesota Timberwolves",9,14,0.391,"14.0",11,12,102.3,103.5,"2015-12-14"
"1474","Sacramento Kings",9,15,0.375,"14.5",9,15,104.9,108.2,"2015-12-14"
"1475","New Orleans Pelicans",6,18,0.25,"17.5",7,17,101.7,108.3,"2015-12-14"
"1476","Los Angeles Lakers",3,21,0.125,"20.5",5,19,97,107.3,"2015-12-14"
"1477","Cleveland Cavaliers*",16,7,0.696,"—",16,7,101.5,95.8,"2015-12-15"
"1478","Chicago Bulls",14,8,0.636,"1.5",12,10,98.9,97.5,"2015-12-15"
"1479","Toronto Raptors*",16,10,0.615,"1.5",16,10,99.5,95.8,"2015-12-15"
"1480","Miami Heat*",14,9,0.609,"2.0",13,10,95.8,93.6,"2015-12-15"
"1481","Indiana Pacers*",14,9,0.609,"2.0",15,8,103.6,99.4,"2015-12-15"
"1482","Charlotte Hornets*",14,9,0.609,"2.0",15,8,102.7,98,"2015-12-15"
"1483","Boston Celtics*",14,11,0.56,"3.0",16,9,102.6,98.4,"2015-12-15"
"1484","Orlando Magic",13,11,0.542,"3.5",13,11,100.1,98.5,"2015-12-15"
"1485","Atlanta Hawks*",14,12,0.538,"3.5",13,13,99.7,99.7,"2015-12-15"
"1486","Detroit Pistons*",14,12,0.538,"3.5",15,11,99.3,97.7,"2015-12-15"
"1487","New York Knicks",11,14,0.44,"6.0",11,14,97.3,99.2,"2015-12-15"
"1488","Washington Wizards",10,13,0.435,"6.0",8,15,101.5,105.6,"2015-12-15"
"1489","Milwaukee Bucks",10,16,0.385,"7.5",8,18,95.5,101.6,"2015-12-15"
"1490","Brooklyn Nets",7,17,0.292,"9.5",7,17,96,102.6,"2015-12-15"
"1491","Philadelphia 76ers",1,25,0.038,"16.5",4,22,90.6,103.3,"2015-12-15"
"1492","Golden State Warriors*",24,1,0.96,"—",21,4,115.3,102.2,"2015-12-15"
"1493","San Antonio Spurs*",21,5,0.808,"3.5",23,3,101.1,87.9,"2015-12-15"
"1494","Oklahoma City Thunder*",16,8,0.667,"7.5",17,7,107.6,100.7,"2015-12-15"
"1495","Los Angeles Clippers*",15,10,0.6,"9.0",14,11,102.6,100.9,"2015-12-15"
"1496","Dallas Mavericks*",14,11,0.56,"10.0",13,12,101.6,100.6,"2015-12-15"
"1497","Memphis Grizzlies*",14,12,0.538,"10.5",9,17,96.6,101,"2015-12-15"
"1498","Houston Rockets*",12,14,0.462,"12.5",10,16,104.1,107.1,"2015-12-15"
"1499","Denver Nuggets",11,14,0.44,"13.0",9,16,98.1,102.6,"2015-12-15"
"1500","Utah Jazz",10,13,0.435,"13.0",11,12,97.1,97.4,"2015-12-15"
"1501","Portland Trail Blazers*",11,15,0.423,"13.5",13,13,102,102,"2015-12-15"
"1502","Phoenix Suns",11,15,0.423,"13.5",13,13,104.8,105,"2015-12-15"
"1503","Sacramento Kings",10,15,0.4,"14.0",10,15,105,107.7,"2015-12-15"
"1504","Minnesota Timberwolves",9,15,0.375,"14.5",11,13,102.3,103.8,"2015-12-15"
"1505","New Orleans Pelicans",6,18,0.25,"17.5",7,17,101.7,108.3,"2015-12-15"
"1506","Los Angeles Lakers",4,21,0.16,"20.0",6,19,97.7,106.8,"2015-12-15"
"1507","Cleveland Cavaliers*",16,7,0.696,"—",16,7,101.5,95.8,"2015-12-16"
"1508","Chicago Bulls",15,8,0.652,"1.0",13,10,98.8,96.9,"2015-12-16"
"1509","Miami Heat*",15,9,0.625,"1.5",14,10,96.1,93.8,"2015-12-16"
"1510","Indiana Pacers*",15,9,0.625,"1.5",16,8,103.8,98.7,"2015-12-16"
"1511","Toronto Raptors*",16,10,0.615,"1.5",16,10,99.5,95.8,"2015-12-16"
"1512","Charlotte Hornets*",14,10,0.583,"2.5",15,9,102.5,98.6,"2015-12-16"
"1513","Orlando Magic",14,11,0.56,"3.0",14,11,100.6,98.5,"2015-12-16"
"1514","Atlanta Hawks*",15,12,0.556,"3.0",14,13,100.7,100,"2015-12-16"
"1515","Detroit Pistons*",15,12,0.556,"3.0",15,12,100.1,98.4,"2015-12-16"
"1516","Boston Celtics*",14,12,0.538,"3.5",16,10,103.1,99.2,"2015-12-16"
"1517","New York Knicks",12,14,0.462,"5.5",11,15,97.7,99.3,"2015-12-16"
"1518","Washington Wizards",10,14,0.417,"6.5",8,16,101.2,106,"2015-12-16"
"1519","Milwaukee Bucks",10,17,0.37,"8.0",8,19,95.3,101.7,"2015-12-16"
"1520","Brooklyn Nets",7,18,0.28,"10.0",7,18,96,102.7,"2015-12-16"
"1521","Philadelphia 76ers",1,26,0.037,"17.0",4,23,91.1,104.2,"2015-12-16"
"1522","Golden State Warriors*",25,1,0.962,"—",22,4,115.8,102.2,"2015-12-16"
"1523","San Antonio Spurs*",22,5,0.815,"3.5",24,3,101.6,88.2,"2015-12-16"
"1524","Oklahoma City Thunder*",17,8,0.68,"7.5",18,7,107.6,100.2,"2015-12-16"
"1525","Los Angeles Clippers*",16,10,0.615,"9.0",15,11,102.6,100.5,"2015-12-16"
"1526","Dallas Mavericks*",14,12,0.538,"11.0",13,13,100.8,100.9,"2015-12-16"
"1527","Memphis Grizzlies*",14,13,0.519,"11.5",9,18,96.2,100.9,"2015-12-16"
"1528","Houston Rockets*",12,14,0.462,"13.0",10,16,104.1,107.1,"2015-12-16"
"1529","Denver Nuggets",11,14,0.44,"13.5",9,16,98.1,102.6,"2015-12-16"
"1530","Utah Jazz",10,14,0.417,"14.0",11,13,97,97.7,"2015-12-16"
"1531","Portland Trail Blazers*",11,16,0.407,"14.5",13,14,101.6,102.1,"2015-12-16"
"1532","Phoenix Suns",11,16,0.407,"14.5",13,14,104.8,105.9,"2015-12-16"
"1533","Sacramento Kings",10,15,0.4,"14.5",10,15,105,107.7,"2015-12-16"
"1534","Minnesota Timberwolves",9,16,0.36,"15.5",11,14,102.2,104,"2015-12-16"
"1535","New Orleans Pelicans",7,18,0.28,"17.5",8,17,101.8,107.7,"2015-12-16"
"1536","Los Angeles Lakers",4,21,0.16,"20.5",6,19,97.7,106.8,"2015-12-16"
"1537","Cleveland Cavaliers*",17,7,0.708,"—",17,7,101.6,96,"2015-12-17"
"1538","Chicago Bulls",15,8,0.652,"1.5",13,10,98.8,96.9,"2015-12-17"
"1539","Miami Heat*",15,9,0.625,"2.0",14,10,96.1,93.8,"2015-12-17"
"1540","Indiana Pacers*",15,9,0.625,"2.0",16,8,103.8,98.7,"2015-12-17"
"1541","Charlotte Hornets*",15,10,0.6,"2.5",16,9,102.8,98.6,"2015-12-17"
"1542","Toronto Raptors*",16,11,0.593,"2.5",17,10,99.5,96.3,"2015-12-17"
"1543","Orlando Magic",14,11,0.56,"3.5",14,11,100.6,98.5,"2015-12-17"
"1544","Atlanta Hawks*",15,12,0.556,"3.5",14,13,100.7,100,"2015-12-17"
"1545","Detroit Pistons*",15,12,0.556,"3.5",15,12,100.1,98.4,"2015-12-17"
"1546","Boston Celtics*",14,12,0.538,"4.0",16,10,103.1,99.2,"2015-12-17"
"1547","New York Knicks",12,14,0.462,"6.0",11,15,97.7,99.3,"2015-12-17"
"1548","Washington Wizards",10,14,0.417,"7.0",8,16,101.2,106,"2015-12-17"
"1549","Milwaukee Bucks",10,17,0.37,"8.5",8,19,95.3,101.7,"2015-12-17"
"1550","Brooklyn Nets",7,18,0.28,"10.5",7,18,96,102.7,"2015-12-17"
"1551","Philadelphia 76ers",1,26,0.037,"17.5",4,23,91.1,104.2,"2015-12-17"
"1552","Golden State Warriors*",25,1,0.962,"—",22,4,115.8,102.2,"2015-12-17"
"1553","San Antonio Spurs*",22,5,0.815,"3.5",24,3,101.6,88.2,"2015-12-17"
"1554","Oklahoma City Thunder*",17,9,0.654,"8.0",19,7,107.3,100.4,"2015-12-17"
"1555","Los Angeles Clippers*",16,10,0.615,"9.0",15,11,102.6,100.5,"2015-12-17"
"1556","Dallas Mavericks*",14,12,0.538,"11.0",13,13,100.8,100.9,"2015-12-17"
"1557","Memphis Grizzlies*",14,13,0.519,"11.5",9,18,96.2,100.9,"2015-12-17"
"1558","Houston Rockets*",13,14,0.481,"12.5",12,15,104.2,106.3,"2015-12-17"
"1559","Denver Nuggets",11,14,0.44,"13.5",9,16,98.1,102.6,"2015-12-17"
"1560","Utah Jazz",10,14,0.417,"14.0",11,13,97,97.7,"2015-12-17"
"1561","Portland Trail Blazers*",11,16,0.407,"14.5",13,14,101.6,102.1,"2015-12-17"
"1562","Phoenix Suns",11,16,0.407,"14.5",13,14,104.8,105.9,"2015-12-17"
"1563","Sacramento Kings",10,15,0.4,"14.5",10,15,105,107.7,"2015-12-17"
"1564","Minnesota Timberwolves",9,16,0.36,"15.5",11,14,102.2,104,"2015-12-17"
"1565","New Orleans Pelicans",7,18,0.28,"17.5",8,17,101.8,107.7,"2015-12-17"
"1566","Los Angeles Lakers",4,22,0.154,"21.0",6,20,97.3,106.8,"2015-12-17"
"1567","Cleveland Cavaliers*",17,7,0.708,"—",17,7,101.6,96,"2015-12-18"
"1568","Indiana Pacers*",16,9,0.64,"1.5",17,8,103.8,98.6,"2015-12-18"
"1569","Chicago Bulls",15,9,0.625,"2.0",13,11,100.7,99,"2015-12-18"
"1570","Toronto Raptors*",17,11,0.607,"2.0",18,10,99.8,96.2,"2015-12-18"
"1571","Miami Heat*",15,10,0.6,"2.5",14,11,96,94.4,"2015-12-18"
"1572","Charlotte Hornets*",15,10,0.6,"2.5",16,9,102.8,98.6,"2015-12-18"
"1573","Orlando Magic",15,11,0.577,"3.0",15,11,100.7,98.3,"2015-12-18"
"1574","Atlanta Hawks*",16,12,0.571,"3.0",15,13,101,100,"2015-12-18"
"1575","Detroit Pistons*",16,12,0.571,"3.0",16,12,101.8,100,"2015-12-18"
"1576","Boston Celtics*",14,13,0.519,"4.5",17,10,103,99.5,"2015-12-18"
"1577","New York Knicks",13,14,0.481,"5.5",12,15,98,99.3,"2015-12-18"
"1578","Washington Wizards",10,14,0.417,"7.0",8,16,101.2,106,"2015-12-18"
"1579","Milwaukee Bucks",10,18,0.357,"9.0",8,20,95.9,102.4,"2015-12-18"
"1580","Brooklyn Nets",7,19,0.269,"11.0",7,19,96.1,102.7,"2015-12-18"
"1581","Philadelphia 76ers",1,27,0.036,"18.0",4,24,91.4,104.3,"2015-12-18"
"1582","Golden State Warriors*",26,1,0.963,"—",23,4,116,102.6,"2015-12-18"
"1583","San Antonio Spurs*",23,5,0.821,"3.5",24,4,102,88.9,"2015-12-18"
"1584","Oklahoma City Thunder*",17,9,0.654,"8.5",19,7,107.3,100.4,"2015-12-18"
"1585","Los Angeles Clippers*",16,11,0.593,"10.0",15,12,102.7,101,"2015-12-18"
"1586","Dallas Mavericks*",15,12,0.556,"11.0",14,13,100.7,100.4,"2015-12-18"
"1587","Memphis Grizzlies*",14,14,0.5,"12.5",9,19,95.9,100.8,"2015-12-18"
"1588","Houston Rockets*",13,14,0.481,"13.0",12,15,104.2,106.3,"2015-12-18"
"1589","Utah Jazz",11,14,0.44,"14.0",12,13,97,97.3,"2015-12-18"
"1590","Phoenix Suns",12,16,0.429,"14.5",14,14,104.8,105.2,"2015-12-18"
"1591","Denver Nuggets",11,15,0.423,"14.5",9,17,97.7,102.4,"2015-12-18"
"1592","Portland Trail Blazers*",11,17,0.393,"15.5",13,15,101.3,102.1,"2015-12-18"
"1593","Minnesota Timberwolves",10,16,0.385,"15.5",12,14,102.1,103.6,"2015-12-18"
"1594","Sacramento Kings",10,16,0.385,"15.5",11,15,104.6,107.4,"2015-12-18"
"1595","New Orleans Pelicans",7,19,0.269,"18.5",8,18,101.2,107.6,"2015-12-18"
"1596","Los Angeles Lakers",4,22,0.154,"21.5",6,20,97.3,106.8,"2015-12-18"
"1597","Cleveland Cavaliers*",17,7,0.708,"—",17,7,101.6,96,"2015-12-19"
"1598","Indiana Pacers*",16,10,0.615,"2.0",17,9,103,98.5,"2015-12-19"
"1599","Toronto Raptors*",17,11,0.607,"2.0",18,10,99.8,96.2,"2015-12-19"
"1600","Miami Heat*",15,10,0.6,"2.5",14,11,96,94.4,"2015-12-19"
"1601","Chicago Bulls",15,10,0.6,"2.5",13,12,100.3,99.3,"2015-12-19"
"1602","Charlotte Hornets*",15,11,0.577,"3.0",16,10,102.7,99,"2015-12-19"
"1603","Orlando Magic",15,11,0.577,"3.0",15,11,100.7,98.3,"2015-12-19"
"1604","Atlanta Hawks*",16,12,0.571,"3.0",15,13,101,100,"2015-12-19"
"1605","Detroit Pistons*",16,12,0.571,"3.0",16,12,101.8,100,"2015-12-19"
"1606","Boston Celtics*",14,13,0.519,"4.5",17,10,103,99.5,"2015-12-19"
"1607","New York Knicks",14,14,0.5,"5.0",13,15,98.4,99,"2015-12-19"
"1608","Washington Wizards",11,14,0.44,"6.5",9,16,101.5,105.8,"2015-12-19"
"1609","Milwaukee Bucks",10,18,0.357,"9.0",8,20,95.9,102.4,"2015-12-19"
"1610","Brooklyn Nets",7,19,0.269,"11.0",7,19,96.1,102.7,"2015-12-19"
"1611","Philadelphia 76ers",1,27,0.036,"18.0",4,24,91.4,104.3,"2015-12-19"
"1612","Golden State Warriors*",26,1,0.963,"—",23,4,116,102.6,"2015-12-19"
"1613","San Antonio Spurs*",23,5,0.821,"3.5",24,4,102,88.9,"2015-12-19"
"1614","Oklahoma City Thunder*",18,9,0.667,"8.0",20,7,107.7,99.6,"2015-12-19"
"1615","Los Angeles Clippers*",16,12,0.571,"10.5",15,13,102.5,101.2,"2015-12-19"
"1616","Dallas Mavericks*",15,12,0.556,"11.0",14,13,100.7,100.4,"2015-12-19"
"1617","Memphis Grizzlies*",15,14,0.517,"12.0",10,19,95.9,100.2,"2015-12-19"
"1618","Houston Rockets*",14,14,0.5,"12.5",12,16,104.3,106,"2015-12-19"
"1619","Utah Jazz",11,14,0.44,"14.0",12,13,97,97.3,"2015-12-19"
"1620","Phoenix Suns",12,16,0.429,"14.5",14,14,104.8,105.2,"2015-12-19"
"1621","Denver Nuggets",11,15,0.423,"14.5",9,17,97.7,102.4,"2015-12-19"
"1622","Portland Trail Blazers*",11,17,0.393,"15.5",13,15,101.3,102.1,"2015-12-19"
"1623","Minnesota Timberwolves",10,16,0.385,"15.5",12,14,102.1,103.6,"2015-12-19"
"1624","Sacramento Kings",10,16,0.385,"15.5",11,15,104.6,107.4,"2015-12-19"
"1625","New Orleans Pelicans",7,19,0.269,"18.5",8,18,101.2,107.6,"2015-12-19"
"1626","Los Angeles Lakers",4,23,0.148,"22.0",5,22,96.6,107.2,"2015-12-19"
"1627","Cleveland Cavaliers*",18,7,0.72,"—",18,7,101.8,95.6,"2015-12-20"
"1628","Miami Heat*",16,10,0.615,"2.5",15,11,96.8,94.9,"2015-12-20"
"1629","Indiana Pacers*",16,10,0.615,"2.5",17,9,103,98.5,"2015-12-20"
"1630","Chicago Bulls",15,10,0.6,"3.0",13,12,100.3,99.3,"2015-12-20"
"1631","Toronto Raptors*",17,12,0.586,"3.0",18,11,99.6,96.5,"2015-12-20"
"1632","Atlanta Hawks*",17,12,0.586,"3.0",16,13,101,100,"2015-12-20"
"1633","Charlotte Hornets*",15,11,0.577,"3.5",16,10,102.7,99,"2015-12-20"
"1634","Detroit Pistons*",16,12,0.571,"3.5",16,12,101.8,100,"2015-12-20"
"1635","Orlando Magic",15,12,0.556,"4.0",16,11,100.6,98.5,"2015-12-20"
"1636","Boston Celtics*",14,13,0.519,"5.0",17,10,103,99.5,"2015-12-20"
"1637","New York Knicks",14,14,0.5,"5.5",13,15,98.4,99,"2015-12-20"
"1638","Washington Wizards",11,14,0.44,"7.0",9,16,101.5,105.8,"2015-12-20"
"1639","Milwaukee Bucks",11,18,0.379,"9.0",9,20,96,102.1,"2015-12-20"
"1640","Brooklyn Nets",7,20,0.259,"12.0",7,20,95.7,102.6,"2015-12-20"
"1641","Philadelphia 76ers",1,28,0.034,"19.0",4,25,91.2,104.4,"2015-12-20"
"1642","Golden State Warriors*",26,1,0.963,"—",23,4,116,102.6,"2015-12-20"
"1643","San Antonio Spurs*",23,5,0.821,"3.5",24,4,102,88.9,"2015-12-20"
"1644","Oklahoma City Thunder*",18,9,0.667,"8.0",20,7,107.7,99.6,"2015-12-20"
"1645","Los Angeles Clippers*",16,12,0.571,"10.5",15,13,102.5,101.2,"2015-12-20"
"1646","Dallas Mavericks*",15,12,0.556,"11.0",14,13,100.7,100.4,"2015-12-20"
"1647","Memphis Grizzlies*",15,14,0.517,"12.0",10,19,95.9,100.2,"2015-12-20"
"1648","Houston Rockets*",14,14,0.5,"12.5",12,16,104.3,106,"2015-12-20"
"1649","Utah Jazz",11,14,0.44,"14.0",12,13,97,97.3,"2015-12-20"
"1650","Phoenix Suns",12,17,0.414,"15.0",14,15,104.4,105.1,"2015-12-20"
"1651","Denver Nuggets",11,16,0.407,"15.0",9,18,98.7,103.4,"2015-12-20"
"1652","Minnesota Timberwolves",11,16,0.407,"15.0",13,14,102,102.9,"2015-12-20"
"1653","Sacramento Kings",11,16,0.407,"15.0",11,16,104.6,106.9,"2015-12-20"
"1654","Portland Trail Blazers*",11,18,0.379,"16.0",14,15,101.6,102.6,"2015-12-20"
"1655","New Orleans Pelicans",8,19,0.296,"18.0",8,19,102.3,108.2,"2015-12-20"
"1656","Los Angeles Lakers",4,23,0.148,"22.0",5,22,96.6,107.2,"2015-12-20"
"1657","Cleveland Cavaliers*",18,7,0.72,"—",18,7,101.8,95.6,"2015-12-21"
"1658","Miami Heat*",16,10,0.615,"2.5",15,11,96.8,94.9,"2015-12-21"
"1659","Atlanta Hawks*",18,12,0.6,"2.5",16,14,101.2,99.9,"2015-12-21"
"1660","Indiana Pacers*",16,11,0.593,"3.0",17,10,102.6,98.8,"2015-12-21"
"1661","Toronto Raptors*",17,12,0.586,"3.0",18,11,99.6,96.5,"2015-12-21"
"1662","Chicago Bulls",15,11,0.577,"3.5",14,12,100.4,99.5,"2015-12-21"
"1663","Detroit Pistons*",16,12,0.571,"3.5",16,12,101.8,100,"2015-12-21"
"1664","Orlando Magic",16,12,0.571,"3.5",16,12,100.9,98.5,"2015-12-21"
"1665","Charlotte Hornets*",15,12,0.556,"4.0",17,10,102.4,99.1,"2015-12-21"
"1666","Boston Celtics*",15,13,0.536,"4.5",18,10,103.4,99.5,"2015-12-21"
"1667","New York Knicks",14,15,0.483,"6.0",14,15,98.4,99.2,"2015-12-21"
"1668","Washington Wizards",12,14,0.462,"6.5",10,16,102,105.5,"2015-12-21"
"1669","Milwaukee Bucks",11,18,0.379,"9.0",9,20,96,102.1,"2015-12-21"
"1670","Brooklyn Nets",8,20,0.286,"11.5",8,20,96,102.6,"2015-12-21"
"1671","Philadelphia 76ers",1,28,0.034,"19.0",4,25,91.2,104.4,"2015-12-21"
"1672","Golden State Warriors*",26,1,0.963,"—",23,4,116,102.6,"2015-12-21"
"1673","San Antonio Spurs*",24,5,0.828,"3.0",25,4,102.2,89,"2015-12-21"
"1674","Oklahoma City Thunder*",19,9,0.679,"7.5",21,7,107.4,99.5,"2015-12-21"
"1675","Dallas Mavericks*",15,12,0.556,"11.0",14,13,100.7,100.4,"2015-12-21"
"1676","Los Angeles Clippers*",16,13,0.552,"11.0",16,13,102.4,101.2,"2015-12-21"
"1677","Memphis Grizzlies*",15,14,0.517,"12.0",10,19,95.9,100.2,"2015-12-21"
"1678","Houston Rockets*",15,14,0.517,"12.0",13,16,104.2,105.6,"2015-12-21"
"1679","Utah Jazz",12,14,0.462,"13.5",13,13,97.5,97,"2015-12-21"
"1680","Denver Nuggets",11,16,0.407,"15.0",9,18,98.7,103.4,"2015-12-21"
"1681","Phoenix Suns",12,18,0.4,"15.5",14,16,103.9,105.2,"2015-12-21"
"1682","Minnesota Timberwolves",11,17,0.393,"15.5",13,15,101.9,103.3,"2015-12-21"
"1683","Sacramento Kings",11,17,0.393,"15.5",12,16,104.4,107.1,"2015-12-21"
"1684","Portland Trail Blazers*",11,19,0.367,"16.5",14,16,101.4,102.7,"2015-12-21"
"1685","New Orleans Pelicans",8,19,0.296,"18.0",8,19,102.3,108.2,"2015-12-21"
"1686","Los Angeles Lakers",4,23,0.148,"22.0",5,22,96.6,107.2,"2015-12-21"
"1687","Cleveland Cavaliers*",18,7,0.72,"—",18,7,101.8,95.6,"2015-12-22"
"1688","Toronto Raptors*",18,12,0.6,"2.5",18,12,99.7,96.6,"2015-12-22"
"1689","Atlanta Hawks*",18,12,0.6,"2.5",16,14,101.2,99.9,"2015-12-22"
"1690","Miami Heat*",16,11,0.593,"3.0",15,12,96.6,94.9,"2015-12-22"
"1691","Indiana Pacers*",16,11,0.593,"3.0",17,10,102.6,98.8,"2015-12-22"
"1692","Detroit Pistons*",17,12,0.586,"3.0",16,13,101.4,99.7,"2015-12-22"
"1693","Chicago Bulls",15,11,0.577,"3.5",14,12,100.4,99.5,"2015-12-22"
"1694","Orlando Magic",16,12,0.571,"3.5",16,12,100.9,98.5,"2015-12-22"
