"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Detroit Pistons","5","21",".192","11.0","7","19","93.8","100.5","2014-12-17"
"Washington Wizards*","18","6",".750","—","16","8","101.0","96.5","2014-12-17"
"Atlanta Hawks*","18","7",".720","0.5","17","8","103.0","97.0","2014-12-17"
"Miami Heat","12","14",".462","7.0","9","17","94.0","98.3","2014-12-17"
"Orlando Magic","10","18",".357","10.0","9","19","93.8","99.4","2014-12-17"
"Charlotte Hornets","6","19",".240","12.5","7","18","94.7","101.8","2014-12-17"
"Portland Trail Blazers*","20","6",".769","—","19","7","102.3","95.7","2014-12-17"
"Oklahoma City Thunder","12","13",".480","7.5","14","11","95.7","93.9","2014-12-17"
"Denver Nuggets","10","15",".400","9.5","11","14","103.0","105.0","2014-12-17"
"Utah Jazz","7","19",".269","13.0","8","18","96.6","101.7","2014-12-17"
"Minnesota Timberwolves","5","19",".208","14.0","5","19","98.3","108.5","2014-12-17"
"Golden State Warriors*","21","3",".875","—","19","5","107.2","97.2","2014-12-17"
"Los Angeles Clippers*","18","7",".720","3.5","18","7","106.5","99.8","2014-12-17"
"Phoenix Suns","13","14",".481","9.5","14","13","104.6","104.0","2014-12-17"
"Sacramento Kings","11","14",".440","10.5","12","13","100.6","101.4","2014-12-17"
"Los Angeles Lakers","8","17",".320","13.5","7","18","102.2","109.5","2014-12-17"
"Memphis Grizzlies*","21","4",".840","—","18","7","103.0","96.4","2014-12-17"
"Houston Rockets*","19","5",".792","1.5","16","8","100.3","95.9","2014-12-17"
"Dallas Mavericks*","19","8",".704","3.0","20","7","110.1","102.7","2014-12-17"
"San Antonio Spurs*","17","9",".654","4.5","18","8","101.8","96.3","2014-12-17"
"New Orleans Pelicans*","12","12",".500","8.5","13","11","103.3","102.6","2014-12-17"
"Toronto Raptors*","20","6",".769","—","20","6","107.3","98.7","2014-12-18"
"Brooklyn Nets*","10","14",".417","9.0","10","14","95.9","98.4","2014-12-18"
"Boston Celtics*","9","14",".391","9.5","11","12","104.5","105.0","2014-12-18"
"New York Knicks","5","23",".179","16.0","8","20","93.8","99.7","2014-12-18"
"Philadelphia 76ers","2","22",".083","17.0","3","21","91.3","103.7","2014-12-18"
"Chicago Bulls*","16","9",".640","—","16","9","102.2","98.4","2014-12-18"
"Cleveland Cavaliers*","14","10",".583","1.5","14","10","103.0","100.1","2014-12-18"
"Milwaukee Bucks*","14","13",".519","3.0","12","15","99.4","100.8","2014-12-18"
"Indiana Pacers","8","18",".308","8.5","10","16","94.1","97.3","2014-12-18"
"Detroit Pistons","5","21",".192","11.5","7","19","93.8","100.5","2014-12-18"
"Washington Wizards*","18","6",".750","—","16","8","101.0","96.5","2014-12-18"
"Atlanta Hawks*","18","7",".720","0.5","17","8","103.0","97.0","2014-12-18"
"Miami Heat","12","14",".462","7.0","9","17","94.0","98.3","2014-12-18"
"Orlando Magic","10","18",".357","10.0","9","19","93.8","99.4","2014-12-18"
"Charlotte Hornets","6","19",".240","12.5","7","18","94.7","101.8","2014-12-18"
"Portland Trail Blazers*","20","6",".769","—","19","7","102.3","95.7","2014-12-18"
"Oklahoma City Thunder","12","14",".462","8.0","14","12","96.2","94.7","2014-12-18"
"Denver Nuggets","10","15",".400","9.5","11","14","103.0","105.0","2014-12-18"
"Utah Jazz","7","19",".269","13.0","8","18","96.6","101.7","2014-12-18"
"Minnesota Timberwolves","5","19",".208","14.0","5","19","98.3","108.5","2014-12-18"
"Golden State Warriors*","22","3",".880","—","20","5","107.5","97.6","2014-12-18"
"Los Angeles Clippers*","18","7",".720","4.0","18","7","106.5","99.8","2014-12-18"
"Phoenix Suns","13","14",".481","10.0","14","13","104.6","104.0","2014-12-18"
"Sacramento Kings","11","15",".423","11.5","12","14","100.8","101.7","2014-12-18"
"Los Angeles Lakers","8","17",".320","14.0","7","18","102.2","109.5","2014-12-18"
"Memphis Grizzlies*","21","4",".840","—","18","7","103.0","96.4","2014-12-18"
"Houston Rockets*","19","6",".760","2.0","16","9","99.8","96.0","2014-12-18"
"Dallas Mavericks*","19","8",".704","3.0","20","7","110.1","102.7","2014-12-18"
"San Antonio Spurs*","17","9",".654","4.5","18","8","101.8","96.3","2014-12-18"
"New Orleans Pelicans*","13","12",".520","8.0","13","12","103.1","102.1","2014-12-18"
"Toronto Raptors*","21","6",".778","—","21","6","107.4","98.7","2014-12-19"
"Boston Celtics*","10","14",".417","9.5","12","12","104.9","104.7","2014-12-19"
"Brooklyn Nets*","10","15",".400","10.0","10","15","95.7","98.3","2014-12-19"
"New York Knicks","5","23",".179","16.5","8","20","93.8","99.7","2014-12-19"
"Philadelphia 76ers","2","23",".080","18.0","3","22","91.2","103.9","2014-12-19"
"Chicago Bulls*","17","9",".654","—","16","10","102.2","98.4","2014-12-19"
"Cleveland Cavaliers*","15","10",".600","1.5","15","10","102.7","99.7","2014-12-19"
"Milwaukee Bucks*","14","13",".519","3.5","12","15","99.4","100.8","2014-12-19"
"Indiana Pacers","8","18",".308","9.0","10","16","94.1","97.3","2014-12-19"
"Detroit Pistons","5","22",".185","12.5","7","20","94.0","100.8","2014-12-19"
"Washington Wizards*","19","6",".760","—","16","9","101.2","96.8","2014-12-19"
"Atlanta Hawks*","18","7",".720","1.0","17","8","103.0","97.0","2014-12-19"
"Miami Heat","12","15",".444","8.0","9","18","94.3","98.6","2014-12-19"
"Orlando Magic","10","19",".345","11.0","9","20","93.8","99.4","2014-12-19"
"Charlotte Hornets","7","19",".269","12.5","8","18","95.2","101.4","2014-12-19"
"Portland Trail Blazers*","21","6",".778","—","19","8","103.3","96.6","2014-12-19"
"Oklahoma City Thunder","13","14",".481","8.0","15","12","96.5","95.0","2014-12-19"
"Denver Nuggets","11","15",".423","9.5","11","15","103.2","105.0","2014-12-19"
"Utah Jazz","8","19",".296","13.0","9","18","96.7","101.4","2014-12-19"
"Minnesota Timberwolves","5","20",".200","15.0","5","20","98.3","108.8","2014-12-19"
"Golden State Warriors*","22","3",".880","—","20","5","107.5","97.6","2014-12-19"
"Los Angeles Clippers*","18","8",".692","4.5","18","8","106.5","100.1","2014-12-19"
"Phoenix Suns","13","14",".481","10.0","14","13","104.6","104.0","2014-12-19"
"Sacramento Kings","11","15",".423","11.5","12","14","100.8","101.7","2014-12-19"
"Los Angeles Lakers","8","18",".308","14.5","7","19","102.2","109.3","2014-12-19"
"Memphis Grizzlies*","21","5",".808","—","18","8","102.8","96.7","2014-12-19"
"Houston Rockets*","19","6",".760","1.5","16","9","99.8","96.0","2014-12-19"
"Dallas Mavericks*","19","8",".704","2.5","20","7","110.1","102.7","2014-12-19"
"San Antonio Spurs*","17","10",".630","4.5","18","9","102.5","97.5","2014-12-19"
"New Orleans Pelicans*","13","12",".520","7.5","13","12","103.1","102.1","2014-12-19"
"Toronto Raptors*","21","6",".778","—","21","6","107.4","98.7","2014-12-20"
"Boston Celtics*","10","14",".417","9.5","12","12","104.9","104.7","2014-12-20"
"Brooklyn Nets*","10","15",".400","10.0","10","15","95.7","98.3","2014-12-20"
"New York Knicks","5","24",".172","17.0","9","20","93.6","99.7","2014-12-20"
"Philadelphia 76ers","2","23",".080","18.0","3","22","91.2","103.9","2014-12-20"
"Chicago Bulls*","17","9",".654","—","16","10","102.2","98.4","2014-12-20"
"Cleveland Cavaliers*","15","10",".600","1.5","15","10","102.7","99.7","2014-12-20"
"Milwaukee Bucks*","14","14",".500","4.0","13","15","99.5","101.0","2014-12-20"
"Indiana Pacers","8","19",".296","9.5","10","17","93.3","96.6","2014-12-20"
"Detroit Pistons","5","22",".185","12.5","7","20","94.0","100.8","2014-12-20"
"Washington Wizards*","19","6",".760","—","16","9","101.2","96.8","2014-12-20"
"Atlanta Hawks*","19","7",".731","0.5","18","8","103.0","97.0","2014-12-20"
"Miami Heat","12","15",".444","8.0","9","18","94.3","98.6","2014-12-20"
"Orlando Magic","10","19",".345","11.0","9","20","93.8","99.4","2014-12-20"
"Charlotte Hornets","8","19",".296","12.0","9","18","95.6","100.9","2014-12-20"
"Portland Trail Blazers*","22","6",".786","—","21","7","103.7","96.3","2014-12-20"
"Oklahoma City Thunder","13","14",".481","8.5","15","12","96.5","95.0","2014-12-20"
"Denver Nuggets","12","15",".444","9.5","12","15","102.2","103.9","2014-12-20"
"Utah Jazz","8","20",".286","14.0","9","19","96.4","101.5","2014-12-20"
"Minnesota Timberwolves","5","20",".200","15.5","5","20","98.3","108.8","2014-12-20"
"Golden State Warriors*","22","3",".880","—","20","5","107.5","97.6","2014-12-20"
"Los Angeles Clippers*","19","8",".704","4.0","19","8","106.4","100.2","2014-12-20"
"Phoenix Suns","14","14",".500","9.5","15","13","104.4","103.5","2014-12-20"
"Sacramento Kings","11","15",".423","11.5","12","14","100.8","101.7","2014-12-20"
"Los Angeles Lakers","8","18",".308","14.5","7","19","102.2","109.3","2014-12-20"
"Memphis Grizzlies*","21","5",".808","—","18","8","102.8","96.7","2014-12-20"
"Dallas Mavericks*","20","8",".714","2.0","20","8","109.7","102.4","2014-12-20"
"Houston Rockets*","19","7",".731","2.0","16","10","99.7","96.3","2014-12-20"
"San Antonio Spurs*","17","11",".607","5.0","18","10","102.1","97.5","2014-12-20"
"New Orleans Pelicans*","13","13",".500","8.0","13","13","102.5","102.6","2014-12-20"
"Toronto Raptors*","22","6",".786","—","21","7","107.8","99.1","2014-12-21"
"Brooklyn Nets*","11","15",".423","10.0","11","15","96.2","98.5","2014-12-21"
"Boston Celtics*","10","15",".400","10.5","12","13","104.0","104.5","2014-12-21"
"New York Knicks","5","25",".167","18.0","9","21","94.1","100.3","2014-12-21"
"Philadelphia 76ers","3","23",".115","18.0","4","22","91.4","103.3","2014-12-21"
"Chicago Bulls*","17","9",".654","—","16","10","102.2","98.4","2014-12-21"
"Cleveland Cavaliers*","16","10",".615","1.0","16","10","102.8","99.4","2014-12-21"
"Milwaukee Bucks*","14","14",".500","4.0","13","15","99.5","101.0","2014-12-21"
"Indiana Pacers","9","19",".321","9.0","11","17","93.6","96.5","2014-12-21"
"Detroit Pistons","5","23",".179","13.0","8","20","94.4","101.1","2014-12-21"
"Atlanta Hawks*","19","7",".731","—","18","8","103.0","97.0","2014-12-21"
"Washington Wizards*","19","7",".731","—","16","10","100.8","97.1","2014-12-21"
"Miami Heat","13","15",".464","7.0","10","18","94.5","98.0","2014-12-21"
"Orlando Magic","10","20",".333","11.0","9","21","93.6","99.3","2014-12-21"
"Charlotte Hornets","8","19",".296","11.5","9","18","95.6","100.9","2014-12-21"
"Portland Trail Blazers*","22","6",".786","—","21","7","103.7","96.3","2014-12-21"
"Oklahoma City Thunder","13","15",".464","9.0","15","13","96.6","95.2","2014-12-21"
"Denver Nuggets","12","15",".444","9.5","12","15","102.2","103.9","2014-12-21"
"Utah Jazz","8","20",".286","14.0","9","19","96.4","101.5","2014-12-21"
"Minnesota Timberwolves","5","21",".192","16.0","5","21","98.2","108.4","2014-12-21"
"Golden State Warriors*","22","3",".880","—","20","5","107.5","97.6","2014-12-21"
"Los Angeles Clippers*","19","8",".704","4.0","19","8","106.4","100.2","2014-12-21"
"Phoenix Suns","15","14",".517","9.0","16","13","104.3","103.1","2014-12-21"
"Sacramento Kings","12","15",".444","11.0","13","14","101.1","101.7","2014-12-21"
"Los Angeles Lakers","8","19",".296","15.0","8","19","102.1","109.2","2014-12-21"
"Memphis Grizzlies*","21","6",".778","—","18","9","102.4","97.0","2014-12-21"
"Dallas Mavericks*","20","8",".714","1.5","20","8","109.7","102.4","2014-12-21"
"Houston Rockets*","19","7",".731","1.5","16","10","99.7","96.3","2014-12-21"
"San Antonio Spurs*","17","11",".607","4.5","18","10","102.1","97.5","2014-12-21"
"New Orleans Pelicans*","14","13",".519","7.0","14","13","102.5","102.4","2014-12-21"
"Toronto Raptors*","22","7",".759","—","22","7","108.2","100.1","2014-12-22"
"Brooklyn Nets*","11","15",".423","9.5","11","15","96.2","98.5","2014-12-22"
"Boston Celtics*","10","15",".400","10.0","12","13","104.0","104.5","2014-12-22"
"New York Knicks","5","25",".167","17.5","9","21","94.1","100.3","2014-12-22"
"Philadelphia 76ers","3","23",".115","17.5","4","22","91.4","103.3","2014-12-22"
"Chicago Bulls*","18","9",".667","—","17","10","103.2","99.2","2014-12-22"
"Cleveland Cavaliers*","16","10",".615","1.5","16","10","102.8","99.4","2014-12-22"
"Milwaukee Bucks*","14","14",".500","4.5","13","15","99.5","101.0","2014-12-22"
"Indiana Pacers","9","19",".321","9.5","11","17","93.6","96.5","2014-12-22"
"Detroit Pistons","5","23",".179","13.5","8","20","94.4","101.1","2014-12-22"
"Atlanta Hawks*","20","7",".741","—","19","8","103.1","97.1","2014-12-22"
"Washington Wizards*","19","7",".731","0.5","16","10","100.8","97.1","2014-12-22"
"Miami Heat","13","15",".464","7.5","10","18","94.5","98.0","2014-12-22"
"Orlando Magic","10","20",".333","11.5","9","21","93.6","99.3","2014-12-22"
"Charlotte Hornets","9","19",".321","11.5","10","18","96.1","100.2","2014-12-22"
"Portland Trail Blazers*","22","7",".759","—","21","8","103.4","96.7","2014-12-22"
"Oklahoma City Thunder","13","15",".464","8.5","15","13","96.6","95.2","2014-12-22"
"Denver Nuggets","12","16",".429","9.5","12","16","101.5","104.1","2014-12-22"
"Utah Jazz","9","20",".310","13.0","10","19","96.4","101.2","2014-12-22"
"Minnesota Timberwolves","5","21",".192","15.5","5","21","98.2","108.4","2014-12-22"
"Golden State Warriors*","23","3",".885","—","21","5","108.3","98.0","2014-12-22"
"Los Angeles Clippers*","19","9",".679","5.0","19","9","106.9","101.1","2014-12-22"
"Phoenix Suns","15","14",".517","9.5","16","13","104.3","103.1","2014-12-22"
"Sacramento Kings","12","16",".429","12.0","13","15","101.4","102.6","2014-12-22"
"Los Angeles Lakers","8","19",".296","15.5","8","19","102.1","109.2","2014-12-22"
"Memphis Grizzlies*","21","7",".750","—","19","9","102.0","97.0","2014-12-22"
"Houston Rockets*","20","7",".741","0.5","17","10","100.1","96.3","2014-12-22"
"Dallas Mavericks*","20","9",".690","1.5","21","8","109.4","102.5","2014-12-22"
"San Antonio Spurs*","18","11",".621","3.5","19","10","102.9","98.2","2014-12-22"
"New Orleans Pelicans*","14","13",".519","6.5","14","13","102.5","102.4","2014-12-22"
"Toronto Raptors*","22","7",".759","—","22","7","108.2","100.1","2014-12-23"
"Brooklyn Nets*","12","15",".444","9.0","12","15","96.4","98.4","2014-12-23"
"Boston Celtics*","10","16",".385","10.5","12","14","103.7","104.3","2014-12-23"
"New York Knicks","5","25",".167","17.5","9","21","94.1","100.3","2014-12-23"
"Philadelphia 76ers","4","23",".148","17.0","4","23","91.4","102.7","2014-12-23"
"Chicago Bulls*","19","9",".679","—","18","10","103.0","98.9","2014-12-23"
"Cleveland Cavaliers*","17","10",".630","1.5","17","10","103.6","99.6","2014-12-23"
"Milwaukee Bucks*","14","15",".483","5.5","13","16","99.6","101.2","2014-12-23"
"Indiana Pacers","10","19",".345","9.5","12","17","93.7","96.1","2014-12-23"
"Detroit Pistons","5","23",".179","14.0","8","20","94.4","101.1","2014-12-23"
"Atlanta Hawks*","21","7",".750","—","19","9","103.3","97.4","2014-12-23"
"Washington Wizards*","19","8",".704","1.5","17","10","100.4","97.1","2014-12-23"
"Miami Heat","13","16",".448","8.5","11","18","94.2","97.8","2014-12-23"
"Orlando Magic","11","20",".355","11.5","10","21","93.8","99.2","2014-12-23"
"Charlotte Hornets","10","19",".345","11.5","11","18","96.5","100.2","2014-12-23"
"Portland Trail Blazers*","23","7",".767","—","21","9","103.8","97.2","2014-12-23"
"Oklahoma City Thunder","13","16",".448","9.5","16","13","97.1","95.9","2014-12-23"
"Denver Nuggets","12","17",".414","10.5","12","17","101.3","104.0","2014-12-23"
"Utah Jazz","9","20",".310","13.5","10","19","96.4","101.2","2014-12-23"
"Minnesota Timberwolves","5","22",".185","16.5","5","22","98.4","109.0","2014-12-23"
"Golden State Warriors*","23","4",".852","—","21","6","108.1","98.7","2014-12-23"
"Los Angeles Clippers*","19","10",".655","5.0","20","9","106.8","101.3","2014-12-23"
"Phoenix Suns","16","14",".533","8.5","17","13","105.0","103.5","2014-12-23"
"Sacramento Kings","12","16",".429","11.5","13","15","101.4","102.6","2014-12-23"
"Los Angeles Lakers","9","19",".321","14.5","8","20","102.6","109.1","2014-12-23"
"Memphis Grizzlies*","21","7",".750","—","19","9","102.0","97.0","2014-12-23"
"Houston Rockets*","20","7",".741","0.5","17","10","100.1","96.3","2014-12-23"
"Dallas Mavericks*","20","10",".667","2.0","21","9","109.6","103.2","2014-12-23"
"San Antonio Spurs*","18","11",".621","3.5","19","10","102.9","98.2","2014-12-23"
"New Orleans Pelicans*","14","14",".500","7.0","14","14","101.8","102.2","2014-12-23"
"Toronto Raptors*","22","7",".759","—","22","7","108.2","100.1","2014-12-24"
"Brooklyn Nets*","12","15",".444","9.0","12","15","96.4","98.4","2014-12-24"
"Boston Celtics*","10","16",".385","10.5","12","14","103.7","104.3","2014-12-24"
"New York Knicks","5","25",".167","17.5","9","21","94.1","100.3","2014-12-24"
"Philadelphia 76ers","4","23",".148","17.0","4","23","91.4","102.7","2014-12-24"
"Chicago Bulls*","19","9",".679","—","18","10","103.0","98.9","2014-12-24"
"Cleveland Cavaliers*","17","10",".630","1.5","17","10","103.6","99.6","2014-12-24"
"Milwaukee Bucks*","14","15",".483","5.5","13","16","99.6","101.2","2014-12-24"
"Indiana Pacers","10","19",".345","9.5","12","17","93.7","96.1","2014-12-24"
"Detroit Pistons","5","23",".179","14.0","8","20","94.4","101.1","2014-12-24"
"Atlanta Hawks*","21","7",".750","—","19","9","103.3","97.4","2014-12-24"
"Washington Wizards*","19","8",".704","1.5","17","10","100.4","97.1","2014-12-24"
"Miami Heat","13","16",".448","8.5","11","18","94.2","97.8","2014-12-24"
"Orlando Magic","11","20",".355","11.5","10","21","93.8","99.2","2014-12-24"
"Charlotte Hornets","10","19",".345","11.5","11","18","96.5","100.2","2014-12-24"
"Portland Trail Blazers*","23","7",".767","—","21","9","103.8","97.2","2014-12-24"
"Oklahoma City Thunder","13","16",".448","9.5","16","13","97.1","95.9","2014-12-24"
"Denver Nuggets","12","17",".414","10.5","12","17","101.3","104.0","2014-12-24"
"Utah Jazz","9","20",".310","13.5","10","19","96.4","101.2","2014-12-24"
"Minnesota Timberwolves","5","22",".185","16.5","5","22","98.4","109.0","2014-12-24"
"Golden State Warriors*","23","4",".852","—","21","6","108.1","98.7","2014-12-24"
"Los Angeles Clippers*","19","10",".655","5.0","20","9","106.8","101.3","2014-12-24"
"Phoenix Suns","16","14",".533","8.5","17","13","105.0","103.5","2014-12-24"
"Sacramento Kings","12","16",".429","11.5","13","15","101.4","102.6","2014-12-24"
"Los Angeles Lakers","9","19",".321","14.5","8","20","102.6","109.1","2014-12-24"
"Memphis Grizzlies*","21","7",".750","—","19","9","102.0","97.0","2014-12-24"
"Houston Rockets*","20","7",".741","0.5","17","10","100.1","96.3","2014-12-24"
"Dallas Mavericks*","20","10",".667","2.0","21","9","109.6","103.2","2014-12-24"
"San Antonio Spurs*","18","11",".621","3.5","19","10","102.9","98.2","2014-12-24"
"New Orleans Pelicans*","14","14",".500","7.0","14","14","101.8","102.2","2014-12-24"
"Toronto Raptors*","22","7",".759","—","22","7","108.2","100.1","2014-12-25"
"Brooklyn Nets*","12","15",".444","9.0","12","15","96.4","98.4","2014-12-25"
"Boston Celtics*","10","16",".385","10.5","12","14","103.7","104.3","2014-12-25"
"New York Knicks","5","26",".161","18.0","9","22","94.0","100.4","2014-12-25"
"Philadelphia 76ers","4","23",".148","17.0","4","23","91.4","102.7","2014-12-25"
"Chicago Bulls*","20","9",".690","—","19","10","103.4","98.7","2014-12-25"
"Cleveland Cavaliers*","17","11",".607","2.5","17","11","103.2","99.6","2014-12-25"
"Milwaukee Bucks*","14","15",".483","6.0","13","16","99.6","101.2","2014-12-25"
"Indiana Pacers","10","19",".345","10.0","12","17","93.7","96.1","2014-12-25"
"Detroit Pistons","5","23",".179","14.5","8","20","94.4","101.1","2014-12-25"
"Atlanta Hawks*","21","7",".750","—","19","9","103.3","97.4","2014-12-25"
"Washington Wizards*","20","8",".714","1.0","17","11","100.5","96.9","2014-12-25"
"Miami Heat","14","16",".467","8.0","12","18","94.5","97.6","2014-12-25"
"Orlando Magic","11","20",".355","11.5","10","21","93.8","99.2","2014-12-25"
"Charlotte Hornets","10","19",".345","11.5","11","18","96.5","100.2","2014-12-25"
"Portland Trail Blazers*","23","7",".767","—","21","9","103.8","97.2","2014-12-25"
"Oklahoma City Thunder","14","16",".467","9.0","17","13","97.7","96.2","2014-12-25"
"Denver Nuggets","12","17",".414","10.5","12","17","101.3","104.0","2014-12-25"
"Utah Jazz","9","20",".310","13.5","10","19","96.4","101.2","2014-12-25"
"Minnesota Timberwolves","5","22",".185","16.5","5","22","98.4","109.0","2014-12-25"
"Golden State Warriors*","23","5",".821","—","21","7","107.4","98.7","2014-12-25"
"Los Angeles Clippers*","20","10",".667","4.0","21","9","106.5","100.8","2014-12-25"
"Phoenix Suns","16","14",".533","8.0","17","13","105.0","103.5","2014-12-25"
"Sacramento Kings","12","16",".429","11.0","13","15","101.4","102.6","2014-12-25"
"Los Angeles Lakers","9","20",".310","14.5","8","21","102.3","109.2","2014-12-25"
"Memphis Grizzlies*","21","7",".750","—","19","9","102.0","97.0","2014-12-25"
"Houston Rockets*","20","7",".741","0.5","17","10","100.1","96.3","2014-12-25"
"Dallas Mavericks*","20","10",".667","2.0","21","9","109.6","103.2","2014-12-25"
"San Antonio Spurs*","18","12",".600","4.0","19","11","103.0","98.8","2014-12-25"
"New Orleans Pelicans*","14","14",".500","7.0","14","14","101.8","102.2","2014-12-25"
"Toronto Raptors*","22","7",".759","—","22","7","108.2","100.1","2014-12-26"
"Brooklyn Nets*","13","15",".464","8.5","12","16","96.9","98.8","2014-12-26"
"Boston Celtics*","10","17",".370","11.0","13","14","103.8","104.5","2014-12-26"
"New York Knicks","5","26",".161","18.0","9","22","94.0","100.4","2014-12-26"
"Philadelphia 76ers","4","24",".143","17.5","4","24","91.5","103.1","2014-12-26"
"Chicago Bulls*","20","9",".690","—","19","10","103.4","98.7","2014-12-26"
"Cleveland Cavaliers*","18","11",".621","2.0","18","11","103.0","99.2","2014-12-26"
"Milwaukee Bucks*","15","15",".500","5.5","14","16","99.8","100.4","2014-12-26"
"Indiana Pacers","10","20",".333","10.5","12","18","94.2","96.9","2014-12-26"
"Detroit Pistons","6","23",".207","14.0","9","20","95.3","101.4","2014-12-26"
"Atlanta Hawks*","21","8",".724","—","19","10","102.3","97.7","2014-12-26"
"Washington Wizards*","20","8",".714","0.5","17","11","100.5","96.9","2014-12-26"
"Miami Heat","14","16",".467","7.5","12","18","94.5","97.6","2014-12-26"
"Orlando Magic","11","21",".344","11.5","10","22","93.7","99.2","2014-12-26"
"Charlotte Hornets","10","20",".333","11.5","10","20","95.8","100.1","2014-12-26"
"Portland Trail Blazers*","24","7",".774","—","23","8","104.1","97.1","2014-12-26"
"Oklahoma City Thunder","15","16",".484","9.0","18","13","97.7","95.5","2014-12-26"
"Denver Nuggets","13","17",".433","10.5","12","18","101.4","103.9","2014-12-26"
"Utah Jazz","9","20",".310","14.0","10","19","96.4","101.2","2014-12-26"
"Minnesota Timberwolves","5","23",".179","17.5","6","22","98.6","108.9","2014-12-26"
"Golden State Warriors*","23","5",".821","—","21","7","107.4","98.7","2014-12-26"
"Los Angeles Clippers*","20","10",".667","4.0","21","9","106.5","100.8","2014-12-26"
"Phoenix Suns","17","14",".548","7.5","17","14","105.3","103.6","2014-12-26"
"Sacramento Kings","12","17",".414","11.5","13","16","101.5","103.0","2014-12-26"
"Los Angeles Lakers","9","21",".300","15.0","9","21","102.1","109.0","2014-12-26"
"Houston Rockets*","21","7",".750","—","18","10","100.7","96.8","2014-12-26"
"Memphis Grizzlies*","21","8",".724","0.5","19","10","102.3","97.7","2014-12-26"
"Dallas Mavericks*","21","10",".677","1.5","22","9","109.4","103.0","2014-12-26"
"San Antonio Spurs*","18","13",".581","4.5","20","11","102.6","98.7","2014-12-26"
"New Orleans Pelicans*","15","14",".517","6.5","14","15","101.7","101.8","2014-12-26"
"Toronto Raptors*","23","7",".767","—","23","7","108.2","100.0","2014-12-27"
"Brooklyn Nets*","13","16",".448","9.5","12","17","96.5","99.1","2014-12-27"
"Boston Celtics*","10","18",".357","12.0","13","15","103.3","104.4","2014-12-27"
"New York Knicks","5","27",".156","19.0","9","23","95.1","101.4","2014-12-27"
"Philadelphia 76ers","4","25",".138","18.5","4","25","90.8","102.6","2014-12-27"
"Chicago Bulls*","21","9",".700","—","20","10","103.5","98.7","2014-12-27"
"Cleveland Cavaliers*","18","11",".621","2.5","18","11","103.0","99.2","2014-12-27"
"Milwaukee Bucks*","15","16",".484","6.5","15","16","99.3","100.1","2014-12-27"
"Indiana Pacers","11","20",".355","10.5","13","18","94.7","96.5","2014-12-27"
"Detroit Pistons","6","23",".207","14.5","9","20","95.3","101.4","2014-12-27"
"Atlanta Hawks*","22","8",".733","—","20","10","101.9","97.3","2014-12-27"
"Washington Wizards*","21","8",".724","0.5","18","11","100.5","96.6","2014-12-27"
"Miami Heat","14","17",".452","8.5","12","19","94.5","97.7","2014-12-27"
"Orlando Magic","12","21",".364","11.5","11","22","93.9","99.0","2014-12-27"
"Charlotte Hornets","10","21",".323","12.5","11","20","95.7","100.2","2014-12-27"
"Portland Trail Blazers*","24","7",".774","—","23","8","104.1","97.1","2014-12-27"
"Oklahoma City Thunder","15","16",".484","9.0","18","13","97.7","95.5","2014-12-27"
"Denver Nuggets","13","17",".433","10.5","12","18","101.4","103.9","2014-12-27"
"Utah Jazz","10","20",".333","13.5","11","19","96.1","100.2","2014-12-27"
"Minnesota Timberwolves","5","24",".172","18.0","6","23","98.5","109.0","2014-12-27"
"Golden State Warriors*","24","5",".828","—","22","7","107.4","98.7","2014-12-27"
"Los Angeles Clippers*","20","11",".645","5.0","21","10","106.3","101.1","2014-12-27"
"Phoenix Suns","17","14",".548","8.0","17","14","105.3","103.6","2014-12-27"
"Sacramento Kings","13","17",".433","11.5","14","16","102.6","103.9","2014-12-27"
"Los Angeles Lakers","9","21",".300","15.5","9","21","102.1","109.0","2014-12-27"
"Memphis Grizzlies*","22","8",".733","—","20","10","102.3","97.6","2014-12-27"
"Houston Rockets*","21","7",".750","—","18","10","100.7","96.8","2014-12-27"
"Dallas Mavericks*","21","10",".677","1.5","22","9","109.4","103.0","2014-12-27"
"San Antonio Spurs*","18","13",".581","4.5","20","11","102.6","98.7","2014-12-27"
"New Orleans Pelicans*","15","15",".500","7.0","15","15","101.6","102.0","2014-12-27"
"Toronto Raptors*","24","7",".774","—","23","8","108.5","100.1","2014-12-28"
"Brooklyn Nets*","13","16",".448","10.0","12","17","96.5","99.1","2014-12-28"
"Boston Celtics*","10","18",".357","12.5","13","15","103.3","104.4","2014-12-28"
"New York Knicks","5","28",".152","20.0","9","24","94.6","101.4","2014-12-28"
"Philadelphia 76ers","4","25",".138","19.0","4","25","90.8","102.6","2014-12-28"
"Chicago Bulls*","21","9",".700","—","20","10","103.5","98.7","2014-12-28"
"Cleveland Cavaliers*","18","12",".600","3.0","18","12","102.2","99.4","2014-12-28"
"Milwaukee Bucks*","15","16",".484","6.5","15","16","99.3","100.1","2014-12-28"
"Indiana Pacers","11","20",".355","10.5","13","18","94.7","96.5","2014-12-28"
"Detroit Pistons","7","23",".233","14.0","10","20","95.5","100.7","2014-12-28"
"Atlanta Hawks*","22","8",".733","—","20","10","101.9","97.3","2014-12-28"
"Washington Wizards*","21","8",".724","0.5","18","11","100.5","96.6","2014-12-28"
"Miami Heat","14","17",".452","8.5","12","19","94.5","97.7","2014-12-28"
