"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Boston Celtics*","40","42",".488","9.0","41","41","101.4","101.2","2015-6-2"
"Brooklyn Nets*","38","44",".463","11.0","33","49","98.0","100.9","2015-6-2"
"Philadelphia 76ers","18","64",".220","31.0","18","64","92.0","101.0","2015-6-2"
"New York Knicks","17","65",".207","32.0","17","65","91.9","101.2","2015-6-2"
"Cleveland Cavaliers*","53","29",".646","—","53","29","103.1","98.7","2015-6-2"
"Chicago Bulls*","50","32",".610","3.0","50","32","100.8","97.8","2015-6-2"
"Milwaukee Bucks*","41","41",".500","12.0","42","40","97.8","97.4","2015-6-2"
"Indiana Pacers","38","44",".463","15.0","42","40","97.3","97.0","2015-6-2"
"Detroit Pistons","32","50",".390","21.0","38","44","98.5","99.5","2015-6-2"
"Atlanta Hawks*","60","22",".732","—","56","26","102.5","97.1","2015-6-2"
"Washington Wizards*","46","36",".561","14.0","43","39","98.5","97.8","2015-6-2"
"Miami Heat","37","45",".451","23.0","33","49","94.7","97.3","2015-6-2"
"Charlotte Hornets","33","49",".402","27.0","32","50","94.2","97.3","2015-6-2"
"Orlando Magic","25","57",".305","35.0","25","57","95.7","101.4","2015-6-2"
"Portland Trail Blazers*","51","31",".622","—","53","29","102.8","98.6","2015-6-2"
"Oklahoma City Thunder","45","37",".549","6.0","47","35","104.0","101.8","2015-6-2"
"Utah Jazz","38","44",".463","13.0","42","40","95.1","94.9","2015-6-2"
"Denver Nuggets","30","52",".366","21.0","31","51","101.5","105.0","2015-6-2"
"Minnesota Timberwolves","16","66",".195","35.0","19","63","97.8","106.5","2015-6-2"
"Golden State Warriors*","67","15",".817","—","65","17","110.0","99.9","2015-6-2"
"Los Angeles Clippers*","56","26",".683","11.0","58","24","106.7","100.1","2015-6-2"
"Phoenix Suns","39","43",".476","28.0","38","44","102.4","103.3","2015-6-2"
"Sacramento Kings","29","53",".354","38.0","31","51","101.3","105.0","2015-6-2"
"Los Angeles Lakers","21","61",".256","46.0","23","59","98.5","105.3","2015-6-2"
"Houston Rockets*","56","26",".683","—","50","32","103.9","100.5","2015-6-2"
"Memphis Grizzlies*","55","27",".671","1.0","50","32","98.3","95.1","2015-6-2"
"San Antonio Spurs*","55","27",".671","1.0","58","24","103.2","97.0","2015-6-2"
"Dallas Mavericks*","50","32",".610","6.0","49","33","105.2","102.3","2015-6-2"
"New Orleans Pelicans*","45","37",".549","11.0","43","39","99.4","98.6","2015-6-2"
"Toronto Raptors*","49","33",".598","—","49","33","104.0","100.9","2015-6-3"
"Boston Celtics*","40","42",".488","9.0","41","41","101.4","101.2","2015-6-3"
"Brooklyn Nets*","38","44",".463","11.0","33","49","98.0","100.9","2015-6-3"
"Philadelphia 76ers","18","64",".220","31.0","18","64","92.0","101.0","2015-6-3"
"New York Knicks","17","65",".207","32.0","17","65","91.9","101.2","2015-6-3"
"Cleveland Cavaliers*","53","29",".646","—","53","29","103.1","98.7","2015-6-3"
"Chicago Bulls*","50","32",".610","3.0","50","32","100.8","97.8","2015-6-3"
"Milwaukee Bucks*","41","41",".500","12.0","42","40","97.8","97.4","2015-6-3"
"Indiana Pacers","38","44",".463","15.0","42","40","97.3","97.0","2015-6-3"
"Detroit Pistons","32","50",".390","21.0","38","44","98.5","99.5","2015-6-3"
"Atlanta Hawks*","60","22",".732","—","56","26","102.5","97.1","2015-6-3"
"Washington Wizards*","46","36",".561","14.0","43","39","98.5","97.8","2015-6-3"
"Miami Heat","37","45",".451","23.0","33","49","94.7","97.3","2015-6-3"
"Charlotte Hornets","33","49",".402","27.0","32","50","94.2","97.3","2015-6-3"
"Orlando Magic","25","57",".305","35.0","25","57","95.7","101.4","2015-6-3"
"Portland Trail Blazers*","51","31",".622","—","53","29","102.8","98.6","2015-6-3"
"Oklahoma City Thunder","45","37",".549","6.0","47","35","104.0","101.8","2015-6-3"
"Utah Jazz","38","44",".463","13.0","42","40","95.1","94.9","2015-6-3"
"Denver Nuggets","30","52",".366","21.0","31","51","101.5","105.0","2015-6-3"
"Minnesota Timberwolves","16","66",".195","35.0","19","63","97.8","106.5","2015-6-3"
"Golden State Warriors*","67","15",".817","—","65","17","110.0","99.9","2015-6-3"
"Los Angeles Clippers*","56","26",".683","11.0","58","24","106.7","100.1","2015-6-3"
"Phoenix Suns","39","43",".476","28.0","38","44","102.4","103.3","2015-6-3"
"Sacramento Kings","29","53",".354","38.0","31","51","101.3","105.0","2015-6-3"
"Los Angeles Lakers","21","61",".256","46.0","23","59","98.5","105.3","2015-6-3"
"Houston Rockets*","56","26",".683","—","50","32","103.9","100.5","2015-6-3"
"Memphis Grizzlies*","55","27",".671","1.0","50","32","98.3","95.1","2015-6-3"
"San Antonio Spurs*","55","27",".671","1.0","58","24","103.2","97.0","2015-6-3"
"Dallas Mavericks*","50","32",".610","6.0","49","33","105.2","102.3","2015-6-3"
"New Orleans Pelicans*","45","37",".549","11.0","43","39","99.4","98.6","2015-6-3"
"Toronto Raptors*","49","33",".598","—","49","33","104.0","100.9","2015-6-4"
"Boston Celtics*","40","42",".488","9.0","41","41","101.4","101.2","2015-6-4"
"Brooklyn Nets*","38","44",".463","11.0","33","49","98.0","100.9","2015-6-4"
"Philadelphia 76ers","18","64",".220","31.0","18","64","92.0","101.0","2015-6-4"
"New York Knicks","17","65",".207","32.0","17","65","91.9","101.2","2015-6-4"
"Cleveland Cavaliers*","53","29",".646","—","53","29","103.1","98.7","2015-6-4"
"Chicago Bulls*","50","32",".610","3.0","50","32","100.8","97.8","2015-6-4"
"Milwaukee Bucks*","41","41",".500","12.0","42","40","97.8","97.4","2015-6-4"
"Indiana Pacers","38","44",".463","15.0","42","40","97.3","97.0","2015-6-4"
"Detroit Pistons","32","50",".390","21.0","38","44","98.5","99.5","2015-6-4"
"Atlanta Hawks*","60","22",".732","—","56","26","102.5","97.1","2015-6-4"
"Washington Wizards*","46","36",".561","14.0","43","39","98.5","97.8","2015-6-4"
"Miami Heat","37","45",".451","23.0","33","49","94.7","97.3","2015-6-4"
"Charlotte Hornets","33","49",".402","27.0","32","50","94.2","97.3","2015-6-4"
"Orlando Magic","25","57",".305","35.0","25","57","95.7","101.4","2015-6-4"
"Portland Trail Blazers*","51","31",".622","—","53","29","102.8","98.6","2015-6-4"
"Oklahoma City Thunder","45","37",".549","6.0","47","35","104.0","101.8","2015-6-4"
"Utah Jazz","38","44",".463","13.0","42","40","95.1","94.9","2015-6-4"
"Denver Nuggets","30","52",".366","21.0","31","51","101.5","105.0","2015-6-4"
"Minnesota Timberwolves","16","66",".195","35.0","19","63","97.8","106.5","2015-6-4"
"Golden State Warriors*","67","15",".817","—","65","17","110.0","99.9","2015-6-4"
"Los Angeles Clippers*","56","26",".683","11.0","58","24","106.7","100.1","2015-6-4"
"Phoenix Suns","39","43",".476","28.0","38","44","102.4","103.3","2015-6-4"
"Sacramento Kings","29","53",".354","38.0","31","51","101.3","105.0","2015-6-4"
"Los Angeles Lakers","21","61",".256","46.0","23","59","98.5","105.3","2015-6-4"
"Houston Rockets*","56","26",".683","—","50","32","103.9","100.5","2015-6-4"
"Memphis Grizzlies*","55","27",".671","1.0","50","32","98.3","95.1","2015-6-4"
"San Antonio Spurs*","55","27",".671","1.0","58","24","103.2","97.0","2015-6-4"
"Dallas Mavericks*","50","32",".610","6.0","49","33","105.2","102.3","2015-6-4"
"New Orleans Pelicans*","45","37",".549","11.0","43","39","99.4","98.6","2015-6-4"
"Toronto Raptors*","49","33",".598","—","49","33","104.0","100.9","2015-6-5"
"Boston Celtics*","40","42",".488","9.0","41","41","101.4","101.2","2015-6-5"
"Brooklyn Nets*","38","44",".463","11.0","33","49","98.0","100.9","2015-6-5"
"Philadelphia 76ers","18","64",".220","31.0","18","64","92.0","101.0","2015-6-5"
"New York Knicks","17","65",".207","32.0","17","65","91.9","101.2","2015-6-5"
"Cleveland Cavaliers*","53","29",".646","—","53","29","103.1","98.7","2015-6-5"
"Chicago Bulls*","50","32",".610","3.0","50","32","100.8","97.8","2015-6-5"
"Milwaukee Bucks*","41","41",".500","12.0","42","40","97.8","97.4","2015-6-5"
"Indiana Pacers","38","44",".463","15.0","42","40","97.3","97.0","2015-6-5"
"Detroit Pistons","32","50",".390","21.0","38","44","98.5","99.5","2015-6-5"
"Atlanta Hawks*","60","22",".732","—","56","26","102.5","97.1","2015-6-5"
"Washington Wizards*","46","36",".561","14.0","43","39","98.5","97.8","2015-6-5"
"Miami Heat","37","45",".451","23.0","33","49","94.7","97.3","2015-6-5"
"Charlotte Hornets","33","49",".402","27.0","32","50","94.2","97.3","2015-6-5"
"Orlando Magic","25","57",".305","35.0","25","57","95.7","101.4","2015-6-5"
"Portland Trail Blazers*","51","31",".622","—","53","29","102.8","98.6","2015-6-5"
"Oklahoma City Thunder","45","37",".549","6.0","47","35","104.0","101.8","2015-6-5"
"Utah Jazz","38","44",".463","13.0","42","40","95.1","94.9","2015-6-5"
"Denver Nuggets","30","52",".366","21.0","31","51","101.5","105.0","2015-6-5"
"Minnesota Timberwolves","16","66",".195","35.0","19","63","97.8","106.5","2015-6-5"
"Golden State Warriors*","67","15",".817","—","65","17","110.0","99.9","2015-6-5"
"Los Angeles Clippers*","56","26",".683","11.0","58","24","106.7","100.1","2015-6-5"
"Phoenix Suns","39","43",".476","28.0","38","44","102.4","103.3","2015-6-5"
"Sacramento Kings","29","53",".354","38.0","31","51","101.3","105.0","2015-6-5"
"Los Angeles Lakers","21","61",".256","46.0","23","59","98.5","105.3","2015-6-5"
"Houston Rockets*","56","26",".683","—","50","32","103.9","100.5","2015-6-5"
"Memphis Grizzlies*","55","27",".671","1.0","50","32","98.3","95.1","2015-6-5"
"San Antonio Spurs*","55","27",".671","1.0","58","24","103.2","97.0","2015-6-5"
"Dallas Mavericks*","50","32",".610","6.0","49","33","105.2","102.3","2015-6-5"
"New Orleans Pelicans*","45","37",".549","11.0","43","39","99.4","98.6","2015-6-5"
"Toronto Raptors*","49","33",".598","—","49","33","104.0","100.9","2015-6-6"
"Boston Celtics*","40","42",".488","9.0","41","41","101.4","101.2","2015-6-6"
"Brooklyn Nets*","38","44",".463","11.0","33","49","98.0","100.9","2015-6-6"
"Philadelphia 76ers","18","64",".220","31.0","18","64","92.0","101.0","2015-6-6"
"New York Knicks","17","65",".207","32.0","17","65","91.9","101.2","2015-6-6"
"Cleveland Cavaliers*","53","29",".646","—","53","29","103.1","98.7","2015-6-6"
"Chicago Bulls*","50","32",".610","3.0","50","32","100.8","97.8","2015-6-6"
"Milwaukee Bucks*","41","41",".500","12.0","42","40","97.8","97.4","2015-6-6"
"Indiana Pacers","38","44",".463","15.0","42","40","97.3","97.0","2015-6-6"
"Detroit Pistons","32","50",".390","21.0","38","44","98.5","99.5","2015-6-6"
"Atlanta Hawks*","60","22",".732","—","56","26","102.5","97.1","2015-6-6"
"Washington Wizards*","46","36",".561","14.0","43","39","98.5","97.8","2015-6-6"
"Miami Heat","37","45",".451","23.0","33","49","94.7","97.3","2015-6-6"
"Charlotte Hornets","33","49",".402","27.0","32","50","94.2","97.3","2015-6-6"
"Orlando Magic","25","57",".305","35.0","25","57","95.7","101.4","2015-6-6"
"Portland Trail Blazers*","51","31",".622","—","53","29","102.8","98.6","2015-6-6"
"Oklahoma City Thunder","45","37",".549","6.0","47","35","104.0","101.8","2015-6-6"
"Utah Jazz","38","44",".463","13.0","42","40","95.1","94.9","2015-6-6"
"Denver Nuggets","30","52",".366","21.0","31","51","101.5","105.0","2015-6-6"
"Minnesota Timberwolves","16","66",".195","35.0","19","63","97.8","106.5","2015-6-6"
"Golden State Warriors*","67","15",".817","—","65","17","110.0","99.9","2015-6-6"
"Los Angeles Clippers*","56","26",".683","11.0","58","24","106.7","100.1","2015-6-6"
"Phoenix Suns","39","43",".476","28.0","38","44","102.4","103.3","2015-6-6"
"Sacramento Kings","29","53",".354","38.0","31","51","101.3","105.0","2015-6-6"
"Los Angeles Lakers","21","61",".256","46.0","23","59","98.5","105.3","2015-6-6"
"Houston Rockets*","56","26",".683","—","50","32","103.9","100.5","2015-6-6"
"Memphis Grizzlies*","55","27",".671","1.0","50","32","98.3","95.1","2015-6-6"
"San Antonio Spurs*","55","27",".671","1.0","58","24","103.2","97.0","2015-6-6"
"Dallas Mavericks*","50","32",".610","6.0","49","33","105.2","102.3","2015-6-6"
"New Orleans Pelicans*","45","37",".549","11.0","43","39","99.4","98.6","2015-6-6"
"Toronto Raptors*","49","33",".598","—","49","33","104.0","100.9","2015-6-7"
"Boston Celtics*","40","42",".488","9.0","41","41","101.4","101.2","2015-6-7"
"Brooklyn Nets*","38","44",".463","11.0","33","49","98.0","100.9","2015-6-7"
"Philadelphia 76ers","18","64",".220","31.0","18","64","92.0","101.0","2015-6-7"
"New York Knicks","17","65",".207","32.0","17","65","91.9","101.2","2015-6-7"
"Cleveland Cavaliers*","53","29",".646","—","53","29","103.1","98.7","2015-6-7"
"Chicago Bulls*","50","32",".610","3.0","50","32","100.8","97.8","2015-6-7"
"Milwaukee Bucks*","41","41",".500","12.0","42","40","97.8","97.4","2015-6-7"
"Indiana Pacers","38","44",".463","15.0","42","40","97.3","97.0","2015-6-7"
"Detroit Pistons","32","50",".390","21.0","38","44","98.5","99.5","2015-6-7"
"Atlanta Hawks*","60","22",".732","—","56","26","102.5","97.1","2015-6-7"
"Washington Wizards*","46","36",".561","14.0","43","39","98.5","97.8","2015-6-7"
"Miami Heat","37","45",".451","23.0","33","49","94.7","97.3","2015-6-7"
"Charlotte Hornets","33","49",".402","27.0","32","50","94.2","97.3","2015-6-7"
"Orlando Magic","25","57",".305","35.0","25","57","95.7","101.4","2015-6-7"
"Portland Trail Blazers*","51","31",".622","—","53","29","102.8","98.6","2015-6-7"
"Oklahoma City Thunder","45","37",".549","6.0","47","35","104.0","101.8","2015-6-7"
"Utah Jazz","38","44",".463","13.0","42","40","95.1","94.9","2015-6-7"
"Denver Nuggets","30","52",".366","21.0","31","51","101.5","105.0","2015-6-7"
"Minnesota Timberwolves","16","66",".195","35.0","19","63","97.8","106.5","2015-6-7"
"Golden State Warriors*","67","15",".817","—","65","17","110.0","99.9","2015-6-7"
"Los Angeles Clippers*","56","26",".683","11.0","58","24","106.7","100.1","2015-6-7"
"Phoenix Suns","39","43",".476","28.0","38","44","102.4","103.3","2015-6-7"
"Sacramento Kings","29","53",".354","38.0","31","51","101.3","105.0","2015-6-7"
"Los Angeles Lakers","21","61",".256","46.0","23","59","98.5","105.3","2015-6-7"
"Houston Rockets*","56","26",".683","—","50","32","103.9","100.5","2015-6-7"
"Memphis Grizzlies*","55","27",".671","1.0","50","32","98.3","95.1","2015-6-7"
"San Antonio Spurs*","55","27",".671","1.0","58","24","103.2","97.0","2015-6-7"
"Dallas Mavericks*","50","32",".610","6.0","49","33","105.2","102.3","2015-6-7"
"New Orleans Pelicans*","45","37",".549","11.0","43","39","99.4","98.6","2015-6-7"
"Toronto Raptors*","49","33",".598","—","49","33","104.0","100.9","2015-6-8"
"Boston Celtics*","40","42",".488","9.0","41","41","101.4","101.2","2015-6-8"
"Brooklyn Nets*","38","44",".463","11.0","33","49","98.0","100.9","2015-6-8"
"Philadelphia 76ers","18","64",".220","31.0","18","64","92.0","101.0","2015-6-8"
"New York Knicks","17","65",".207","32.0","17","65","91.9","101.2","2015-6-8"
"Cleveland Cavaliers*","53","29",".646","—","53","29","103.1","98.7","2015-6-8"
"Chicago Bulls*","50","32",".610","3.0","50","32","100.8","97.8","2015-6-8"
"Milwaukee Bucks*","41","41",".500","12.0","42","40","97.8","97.4","2015-6-8"
"Indiana Pacers","38","44",".463","15.0","42","40","97.3","97.0","2015-6-8"
"Detroit Pistons","32","50",".390","21.0","38","44","98.5","99.5","2015-6-8"
"Atlanta Hawks*","60","22",".732","—","56","26","102.5","97.1","2015-6-8"
"Washington Wizards*","46","36",".561","14.0","43","39","98.5","97.8","2015-6-8"
"Miami Heat","37","45",".451","23.0","33","49","94.7","97.3","2015-6-8"
"Charlotte Hornets","33","49",".402","27.0","32","50","94.2","97.3","2015-6-8"
"Orlando Magic","25","57",".305","35.0","25","57","95.7","101.4","2015-6-8"
"Portland Trail Blazers*","51","31",".622","—","53","29","102.8","98.6","2015-6-8"
"Oklahoma City Thunder","45","37",".549","6.0","47","35","104.0","101.8","2015-6-8"
"Utah Jazz","38","44",".463","13.0","42","40","95.1","94.9","2015-6-8"
"Denver Nuggets","30","52",".366","21.0","31","51","101.5","105.0","2015-6-8"
"Minnesota Timberwolves","16","66",".195","35.0","19","63","97.8","106.5","2015-6-8"
"Golden State Warriors*","67","15",".817","—","65","17","110.0","99.9","2015-6-8"
"Los Angeles Clippers*","56","26",".683","11.0","58","24","106.7","100.1","2015-6-8"
"Phoenix Suns","39","43",".476","28.0","38","44","102.4","103.3","2015-6-8"
"Sacramento Kings","29","53",".354","38.0","31","51","101.3","105.0","2015-6-8"
"Los Angeles Lakers","21","61",".256","46.0","23","59","98.5","105.3","2015-6-8"
"Houston Rockets*","56","26",".683","—","50","32","103.9","100.5","2015-6-8"
"Memphis Grizzlies*","55","27",".671","1.0","50","32","98.3","95.1","2015-6-8"
"San Antonio Spurs*","55","27",".671","1.0","58","24","103.2","97.0","2015-6-8"
"Dallas Mavericks*","50","32",".610","6.0","49","33","105.2","102.3","2015-6-8"
"New Orleans Pelicans*","45","37",".549","11.0","43","39","99.4","98.6","2015-6-8"
"Toronto Raptors*","49","33",".598","—","49","33","104.0","100.9","2015-6-9"
"Boston Celtics*","40","42",".488","9.0","41","41","101.4","101.2","2015-6-9"
"Brooklyn Nets*","38","44",".463","11.0","33","49","98.0","100.9","2015-6-9"
"Philadelphia 76ers","18","64",".220","31.0","18","64","92.0","101.0","2015-6-9"
"New York Knicks","17","65",".207","32.0","17","65","91.9","101.2","2015-6-9"
"Cleveland Cavaliers*","53","29",".646","—","53","29","103.1","98.7","2015-6-9"
"Chicago Bulls*","50","32",".610","3.0","50","32","100.8","97.8","2015-6-9"
"Milwaukee Bucks*","41","41",".500","12.0","42","40","97.8","97.4","2015-6-9"
"Indiana Pacers","38","44",".463","15.0","42","40","97.3","97.0","2015-6-9"
"Detroit Pistons","32","50",".390","21.0","38","44","98.5","99.5","2015-6-9"
"Atlanta Hawks*","60","22",".732","—","56","26","102.5","97.1","2015-6-9"
"Washington Wizards*","46","36",".561","14.0","43","39","98.5","97.8","2015-6-9"
"Miami Heat","37","45",".451","23.0","33","49","94.7","97.3","2015-6-9"
"Charlotte Hornets","33","49",".402","27.0","32","50","94.2","97.3","2015-6-9"
"Orlando Magic","25","57",".305","35.0","25","57","95.7","101.4","2015-6-9"
"Portland Trail Blazers*","51","31",".622","—","53","29","102.8","98.6","2015-6-9"
"Oklahoma City Thunder","45","37",".549","6.0","47","35","104.0","101.8","2015-6-9"
"Utah Jazz","38","44",".463","13.0","42","40","95.1","94.9","2015-6-9"
"Denver Nuggets","30","52",".366","21.0","31","51","101.5","105.0","2015-6-9"
"Minnesota Timberwolves","16","66",".195","35.0","19","63","97.8","106.5","2015-6-9"
"Golden State Warriors*","67","15",".817","—","65","17","110.0","99.9","2015-6-9"
"Los Angeles Clippers*","56","26",".683","11.0","58","24","106.7","100.1","2015-6-9"
"Phoenix Suns","39","43",".476","28.0","38","44","102.4","103.3","2015-6-9"
"Sacramento Kings","29","53",".354","38.0","31","51","101.3","105.0","2015-6-9"
"Los Angeles Lakers","21","61",".256","46.0","23","59","98.5","105.3","2015-6-9"
"Houston Rockets*","56","26",".683","—","50","32","103.9","100.5","2015-6-9"
"Memphis Grizzlies*","55","27",".671","1.0","50","32","98.3","95.1","2015-6-9"
"San Antonio Spurs*","55","27",".671","1.0","58","24","103.2","97.0","2015-6-9"
"Dallas Mavericks*","50","32",".610","6.0","49","33","105.2","102.3","2015-6-9"
"New Orleans Pelicans*","45","37",".549","11.0","43","39","99.4","98.6","2015-6-9"
"Toronto Raptors*","49","33",".598","—","49","33","104.0","100.9","2015-6-10"
"Boston Celtics*","40","42",".488","9.0","41","41","101.4","101.2","2015-6-10"
"Brooklyn Nets*","38","44",".463","11.0","33","49","98.0","100.9","2015-6-10"
"Philadelphia 76ers","18","64",".220","31.0","18","64","92.0","101.0","2015-6-10"
"New York Knicks","17","65",".207","32.0","17","65","91.9","101.2","2015-6-10"
"Cleveland Cavaliers*","53","29",".646","—","53","29","103.1","98.7","2015-6-10"
"Chicago Bulls*","50","32",".610","3.0","50","32","100.8","97.8","2015-6-10"
"Milwaukee Bucks*","41","41",".500","12.0","42","40","97.8","97.4","2015-6-10"
"Indiana Pacers","38","44",".463","15.0","42","40","97.3","97.0","2015-6-10"
"Detroit Pistons","32","50",".390","21.0","38","44","98.5","99.5","2015-6-10"
"Atlanta Hawks*","60","22",".732","—","56","26","102.5","97.1","2015-6-10"
"Washington Wizards*","46","36",".561","14.0","43","39","98.5","97.8","2015-6-10"
"Miami Heat","37","45",".451","23.0","33","49","94.7","97.3","2015-6-10"
"Charlotte Hornets","33","49",".402","27.0","32","50","94.2","97.3","2015-6-10"
"Orlando Magic","25","57",".305","35.0","25","57","95.7","101.4","2015-6-10"
"Portland Trail Blazers*","51","31",".622","—","53","29","102.8","98.6","2015-6-10"
"Oklahoma City Thunder","45","37",".549","6.0","47","35","104.0","101.8","2015-6-10"
"Utah Jazz","38","44",".463","13.0","42","40","95.1","94.9","2015-6-10"
"Denver Nuggets","30","52",".366","21.0","31","51","101.5","105.0","2015-6-10"
"Minnesota Timberwolves","16","66",".195","35.0","19","63","97.8","106.5","2015-6-10"
"Golden State Warriors*","67","15",".817","—","65","17","110.0","99.9","2015-6-10"
"Los Angeles Clippers*","56","26",".683","11.0","58","24","106.7","100.1","2015-6-10"
"Phoenix Suns","39","43",".476","28.0","38","44","102.4","103.3","2015-6-10"
"Sacramento Kings","29","53",".354","38.0","31","51","101.3","105.0","2015-6-10"
"Los Angeles Lakers","21","61",".256","46.0","23","59","98.5","105.3","2015-6-10"
"Houston Rockets*","56","26",".683","—","50","32","103.9","100.5","2015-6-10"
"Memphis Grizzlies*","55","27",".671","1.0","50","32","98.3","95.1","2015-6-10"
"San Antonio Spurs*","55","27",".671","1.0","58","24","103.2","97.0","2015-6-10"
"Dallas Mavericks*","50","32",".610","6.0","49","33","105.2","102.3","2015-6-10"
"New Orleans Pelicans*","45","37",".549","11.0","43","39","99.4","98.6","2015-6-10"
"Toronto Raptors*","49","33",".598","—","49","33","104.0","100.9","2015-6-11"
"Boston Celtics*","40","42",".488","9.0","41","41","101.4","101.2","2015-6-11"
"Brooklyn Nets*","38","44",".463","11.0","33","49","98.0","100.9","2015-6-11"
"Philadelphia 76ers","18","64",".220","31.0","18","64","92.0","101.0","2015-6-11"
"New York Knicks","17","65",".207","32.0","17","65","91.9","101.2","2015-6-11"
"Cleveland Cavaliers*","53","29",".646","—","53","29","103.1","98.7","2015-6-11"
"Chicago Bulls*","50","32",".610","3.0","50","32","100.8","97.8","2015-6-11"
"Milwaukee Bucks*","41","41",".500","12.0","42","40","97.8","97.4","2015-6-11"
"Indiana Pacers","38","44",".463","15.0","42","40","97.3","97.0","2015-6-11"
"Detroit Pistons","32","50",".390","21.0","38","44","98.5","99.5","2015-6-11"
"Atlanta Hawks*","60","22",".732","—","56","26","102.5","97.1","2015-6-11"
"Washington Wizards*","46","36",".561","14.0","43","39","98.5","97.8","2015-6-11"
"Miami Heat","37","45",".451","23.0","33","49","94.7","97.3","2015-6-11"
"Charlotte Hornets","33","49",".402","27.0","32","50","94.2","97.3","2015-6-11"
"Orlando Magic","25","57",".305","35.0","25","57","95.7","101.4","2015-6-11"
"Portland Trail Blazers*","51","31",".622","—","53","29","102.8","98.6","2015-6-11"
"Oklahoma City Thunder","45","37",".549","6.0","47","35","104.0","101.8","2015-6-11"
"Utah Jazz","38","44",".463","13.0","42","40","95.1","94.9","2015-6-11"
"Denver Nuggets","30","52",".366","21.0","31","51","101.5","105.0","2015-6-11"
"Minnesota Timberwolves","16","66",".195","35.0","19","63","97.8","106.5","2015-6-11"
"Golden State Warriors*","67","15",".817","—","65","17","110.0","99.9","2015-6-11"
"Los Angeles Clippers*","56","26",".683","11.0","58","24","106.7","100.1","2015-6-11"
"Phoenix Suns","39","43",".476","28.0","38","44","102.4","103.3","2015-6-11"
"Sacramento Kings","29","53",".354","38.0","31","51","101.3","105.0","2015-6-11"
"Los Angeles Lakers","21","61",".256","46.0","23","59","98.5","105.3","2015-6-11"
"Houston Rockets*","56","26",".683","—","50","32","103.9","100.5","2015-6-11"
"Memphis Grizzlies*","55","27",".671","1.0","50","32","98.3","95.1","2015-6-11"
"San Antonio Spurs*","55","27",".671","1.0","58","24","103.2","97.0","2015-6-11"
"Dallas Mavericks*","50","32",".610","6.0","49","33","105.2","102.3","2015-6-11"
"New Orleans Pelicans*","45","37",".549","11.0","43","39","99.4","98.6","2015-6-11"
"Toronto Raptors*","49","33",".598","—","49","33","104.0","100.9","2015-6-12"
"Boston Celtics*","40","42",".488","9.0","41","41","101.4","101.2","2015-6-12"
"Brooklyn Nets*","38","44",".463","11.0","33","49","98.0","100.9","2015-6-12"
"Philadelphia 76ers","18","64",".220","31.0","18","64","92.0","101.0","2015-6-12"
"New York Knicks","17","65",".207","32.0","17","65","91.9","101.2","2015-6-12"
"Cleveland Cavaliers*","53","29",".646","—","53","29","103.1","98.7","2015-6-12"
"Chicago Bulls*","50","32",".610","3.0","50","32","100.8","97.8","2015-6-12"
"Milwaukee Bucks*","41","41",".500","12.0","42","40","97.8","97.4","2015-6-12"
"Indiana Pacers","38","44",".463","15.0","42","40","97.3","97.0","2015-6-12"
"Detroit Pistons","32","50",".390","21.0","38","44","98.5","99.5","2015-6-12"
"Atlanta Hawks*","60","22",".732","—","56","26","102.5","97.1","2015-6-12"
"Washington Wizards*","46","36",".561","14.0","43","39","98.5","97.8","2015-6-12"
"Miami Heat","37","45",".451","23.0","33","49","94.7","97.3","2015-6-12"
"Charlotte Hornets","33","49",".402","27.0","32","50","94.2","97.3","2015-6-12"
"Orlando Magic","25","57",".305","35.0","25","57","95.7","101.4","2015-6-12"
"Portland Trail Blazers*","51","31",".622","—","53","29","102.8","98.6","2015-6-12"
"Oklahoma City Thunder","45","37",".549","6.0","47","35","104.0","101.8","2015-6-12"
"Utah Jazz","38","44",".463","13.0","42","40","95.1","94.9","2015-6-12"
"Denver Nuggets","30","52",".366","21.0","31","51","101.5","105.0","2015-6-12"
"Minnesota Timberwolves","16","66",".195","35.0","19","63","97.8","106.5","2015-6-12"
"Golden State Warriors*","67","15",".817","—","65","17","110.0","99.9","2015-6-12"
"Los Angeles Clippers*","56","26",".683","11.0","58","24","106.7","100.1","2015-6-12"
"Phoenix Suns","39","43",".476","28.0","38","44","102.4","103.3","2015-6-12"
"Sacramento Kings","29","53",".354","38.0","31","51","101.3","105.0","2015-6-12"
"Los Angeles Lakers","21","61",".256","46.0","23","59","98.5","105.3","2015-6-12"
"Houston Rockets*","56","26",".683","—","50","32","103.9","100.5","2015-6-12"
"Memphis Grizzlies*","55","27",".671","1.0","50","32","98.3","95.1","2015-6-12"
"San Antonio Spurs*","55","27",".671","1.0","58","24","103.2","97.0","2015-6-12"
"Dallas Mavericks*","50","32",".610","6.0","49","33","105.2","102.3","2015-6-12"
"New Orleans Pelicans*","45","37",".549","11.0","43","39","99.4","98.6","2015-6-12"
"Toronto Raptors*","49","33",".598","—","49","33","104.0","100.9","2015-6-13"
"Boston Celtics*","40","42",".488","9.0","41","41","101.4","101.2","2015-6-13"
"Brooklyn Nets*","38","44",".463","11.0","33","49","98.0","100.9","2015-6-13"
"Philadelphia 76ers","18","64",".220","31.0","18","64","92.0","101.0","2015-6-13"
"New York Knicks","17","65",".207","32.0","17","65","91.9","101.2","2015-6-13"
