"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Detroit Pistons","22","30",".423","18.0","22","30","100.6","102.6","2014-2-15"
"Cleveland Cavaliers","20","33",".377","20.5","17","36","96.7","102.0","2014-2-15"
"Milwaukee Bucks","9","43",".173","31.0","10","42","92.3","101.8","2014-2-15"
"Miami Heat*","37","14",".725","—","34","17","104.1","99.0","2014-2-15"
"Atlanta Hawks*","25","26",".490","12.0","26","25","101.4","100.9","2014-2-15"
"Washington Wizards*","25","27",".481","12.5","26","26","99.3","99.5","2014-2-15"
"Charlotte Bobcats*","23","30",".434","15.0","22","31","94.7","97.1","2014-2-15"
"Orlando Magic","16","38",".296","22.5","17","37","96.0","101.3","2014-2-15"
"Oklahoma City Thunder*","43","12",".782","—","40","15","105.0","97.6","2014-2-15"
"Portland Trail Blazers*","36","17",".679","6.0","34","19","107.9","103.7","2014-2-15"
"Minnesota Timberwolves","25","28",".472","17.0","33","20","105.5","101.8","2014-2-15"
"Denver Nuggets","24","27",".471","17.0","23","28","103.0","104.5","2014-2-15"
"Utah Jazz","19","33",".365","22.5","16","36","94.3","100.3","2014-2-15"
"Los Angeles Clippers*","37","18",".673","—","39","16","107.0","100.6","2014-2-15"
"Golden State Warriors*","31","22",".585","5.0","35","18","103.6","99.0","2014-2-15"
"Phoenix Suns","30","21",".588","5.0","31","20","104.9","101.8","2014-2-15"
"Los Angeles Lakers","18","35",".340","18.0","18","35","100.5","105.6","2014-2-15"
"Sacramento Kings","18","35",".340","18.0","22","31","101.2","103.5","2014-2-15"
"San Antonio Spurs*","38","15",".717","—","37","16","103.8","97.5","2014-2-15"
"Houston Rockets*","36","17",".679","2.0","34","19","105.5","101.4","2014-2-15"
"Dallas Mavericks*","32","22",".593","6.5","31","23","103.9","101.7","2014-2-15"
"Memphis Grizzlies*","29","23",".558","8.5","26","26","94.7","94.5","2014-2-15"
"New Orleans Pelicans","23","29",".442","14.5","23","29","99.6","101.2","2014-2-15"
"Toronto Raptors*","28","24",".538","—","31","21","99.7","96.9","2014-2-16"
"Brooklyn Nets*","24","27",".471","3.5","21","30","97.2","99.5","2014-2-16"
"New York Knicks","20","32",".385","8.0","23","29","97.3","99.1","2014-2-16"
"Boston Celtics","19","35",".352","10.0","20","34","95.1","98.6","2014-2-16"
"Philadelphia 76ers","15","39",".278","14.0","11","43","100.3","110.4","2014-2-16"
"Indiana Pacers*","40","12",".769","—","40","12","98.5","90.3","2014-2-16"
"Chicago Bulls*","27","25",".519","13.0","26","26","92.3","92.3","2014-2-16"
"Detroit Pistons","22","30",".423","18.0","22","30","100.6","102.6","2014-2-16"
"Cleveland Cavaliers","20","33",".377","20.5","17","36","96.7","102.0","2014-2-16"
"Milwaukee Bucks","9","43",".173","31.0","10","42","92.3","101.8","2014-2-16"
"Miami Heat*","37","14",".725","—","34","17","104.1","99.0","2014-2-16"
"Atlanta Hawks*","25","26",".490","12.0","26","25","101.4","100.9","2014-2-16"
"Washington Wizards*","25","27",".481","12.5","26","26","99.3","99.5","2014-2-16"
"Charlotte Bobcats*","23","30",".434","15.0","22","31","94.7","97.1","2014-2-16"
"Orlando Magic","16","38",".296","22.5","17","37","96.0","101.3","2014-2-16"
"Oklahoma City Thunder*","43","12",".782","—","40","15","105.0","97.6","2014-2-16"
"Portland Trail Blazers*","36","17",".679","6.0","34","19","107.9","103.7","2014-2-16"
"Minnesota Timberwolves","25","28",".472","17.0","33","20","105.5","101.8","2014-2-16"
"Denver Nuggets","24","27",".471","17.0","23","28","103.0","104.5","2014-2-16"
"Utah Jazz","19","33",".365","22.5","16","36","94.3","100.3","2014-2-16"
"Los Angeles Clippers*","37","18",".673","—","39","16","107.0","100.6","2014-2-16"
"Golden State Warriors*","31","22",".585","5.0","35","18","103.6","99.0","2014-2-16"
"Phoenix Suns","30","21",".588","5.0","31","20","104.9","101.8","2014-2-16"
"Los Angeles Lakers","18","35",".340","18.0","18","35","100.5","105.6","2014-2-16"
"Sacramento Kings","18","35",".340","18.0","22","31","101.2","103.5","2014-2-16"
"San Antonio Spurs*","38","15",".717","—","37","16","103.8","97.5","2014-2-16"
"Houston Rockets*","36","17",".679","2.0","34","19","105.5","101.4","2014-2-16"
"Dallas Mavericks*","32","22",".593","6.5","31","23","103.9","101.7","2014-2-16"
"Memphis Grizzlies*","29","23",".558","8.5","26","26","94.7","94.5","2014-2-16"
"New Orleans Pelicans","23","29",".442","14.5","23","29","99.6","101.2","2014-2-16"
"Toronto Raptors*","28","24",".538","—","31","21","99.7","96.9","2014-2-17"
"Brooklyn Nets*","24","27",".471","3.5","21","30","97.2","99.5","2014-2-17"
"New York Knicks","20","32",".385","8.0","23","29","97.3","99.1","2014-2-17"
"Boston Celtics","19","35",".352","10.0","20","34","95.1","98.6","2014-2-17"
"Philadelphia 76ers","15","39",".278","14.0","11","43","100.3","110.4","2014-2-17"
"Indiana Pacers*","40","12",".769","—","40","12","98.5","90.3","2014-2-17"
"Chicago Bulls*","27","25",".519","13.0","26","26","92.3","92.3","2014-2-17"
"Detroit Pistons","22","30",".423","18.0","22","30","100.6","102.6","2014-2-17"
"Cleveland Cavaliers","20","33",".377","20.5","17","36","96.7","102.0","2014-2-17"
"Milwaukee Bucks","9","43",".173","31.0","10","42","92.3","101.8","2014-2-17"
"Miami Heat*","37","14",".725","—","34","17","104.1","99.0","2014-2-17"
"Atlanta Hawks*","25","26",".490","12.0","26","25","101.4","100.9","2014-2-17"
"Washington Wizards*","25","27",".481","12.5","26","26","99.3","99.5","2014-2-17"
"Charlotte Bobcats*","23","30",".434","15.0","22","31","94.7","97.1","2014-2-17"
"Orlando Magic","16","38",".296","22.5","17","37","96.0","101.3","2014-2-17"
"Oklahoma City Thunder*","43","12",".782","—","40","15","105.0","97.6","2014-2-17"
"Portland Trail Blazers*","36","17",".679","6.0","34","19","107.9","103.7","2014-2-17"
"Minnesota Timberwolves","25","28",".472","17.0","33","20","105.5","101.8","2014-2-17"
"Denver Nuggets","24","27",".471","17.0","23","28","103.0","104.5","2014-2-17"
"Utah Jazz","19","33",".365","22.5","16","36","94.3","100.3","2014-2-17"
"Los Angeles Clippers*","37","18",".673","—","39","16","107.0","100.6","2014-2-17"
"Golden State Warriors*","31","22",".585","5.0","35","18","103.6","99.0","2014-2-17"
"Phoenix Suns","30","21",".588","5.0","31","20","104.9","101.8","2014-2-17"
"Sacramento Kings","18","35",".340","18.0","22","31","101.2","103.5","2014-2-17"
"Los Angeles Lakers","18","35",".340","18.0","18","35","100.5","105.6","2014-2-17"
"San Antonio Spurs*","38","15",".717","—","37","16","103.8","97.5","2014-2-17"
"Houston Rockets*","36","17",".679","2.0","34","19","105.5","101.4","2014-2-17"
"Dallas Mavericks*","32","22",".593","6.5","31","23","103.9","101.7","2014-2-17"
"Memphis Grizzlies*","29","23",".558","8.5","26","26","94.7","94.5","2014-2-17"
"New Orleans Pelicans","23","29",".442","14.5","23","29","99.6","101.2","2014-2-17"
"Toronto Raptors*","29","24",".547","—","32","21","99.7","96.8","2014-2-18"
"Brooklyn Nets*","24","27",".471","4.0","21","30","97.2","99.5","2014-2-18"
"New York Knicks","20","33",".377","9.0","23","30","97.2","99.1","2014-2-18"
"Boston Celtics","19","35",".352","10.5","20","34","95.1","98.6","2014-2-18"
"Philadelphia 76ers","15","40",".273","15.0","11","44","100.0","110.5","2014-2-18"
"Indiana Pacers*","41","12",".774","—","41","12","98.7","90.5","2014-2-18"
"Chicago Bulls*","27","25",".519","13.5","26","26","92.3","92.3","2014-2-18"
"Detroit Pistons","22","31",".415","19.0","23","30","100.5","102.7","2014-2-18"
"Cleveland Cavaliers","21","33",".389","20.5","18","36","97.0","101.7","2014-2-18"
"Milwaukee Bucks","10","43",".189","31.0","11","42","92.5","101.8","2014-2-18"
"Miami Heat*","38","14",".731","—","35","17","104.4","99.2","2014-2-18"
"Atlanta Hawks*","25","27",".481","13.0","27","25","101.3","101.0","2014-2-18"
"Washington Wizards*","25","28",".472","13.5","26","27","99.2","99.6","2014-2-18"
"Charlotte Bobcats*","24","30",".444","15.0","23","31","95.0","97.1","2014-2-18"
"Orlando Magic","16","39",".291","23.5","18","37","96.1","101.4","2014-2-18"
"Oklahoma City Thunder*","43","12",".782","—","40","15","105.0","97.6","2014-2-18"
"Portland Trail Blazers*","36","17",".679","6.0","34","19","107.9","103.7","2014-2-18"
"Minnesota Timberwolves","25","28",".472","17.0","33","20","105.5","101.8","2014-2-18"
"Denver Nuggets","24","28",".462","17.5","23","29","103.1","104.6","2014-2-18"
"Utah Jazz","19","33",".365","22.5","16","36","94.3","100.3","2014-2-18"
"Los Angeles Clippers*","37","19",".661","—","39","17","106.9","100.9","2014-2-18"
"Phoenix Suns","31","21",".596","4.0","31","21","105.1","101.9","2014-2-18"
"Golden State Warriors*","31","22",".585","4.5","35","18","103.6","99.0","2014-2-18"
"Los Angeles Lakers","18","35",".340","17.5","18","35","100.5","105.6","2014-2-18"
"Sacramento Kings","18","35",".340","17.5","22","31","101.2","103.5","2014-2-18"
"San Antonio Spurs*","39","15",".722","—","38","16","104.0","97.6","2014-2-18"
"Houston Rockets*","36","17",".679","2.5","34","19","105.5","101.4","2014-2-18"
"Dallas Mavericks*","32","23",".582","7.5","31","24","103.9","102.0","2014-2-18"
"Memphis Grizzlies*","30","23",".566","8.5","27","26","94.8","94.5","2014-2-18"
"New Orleans Pelicans","23","29",".442","15.0","23","29","99.6","101.2","2014-2-18"
"Toronto Raptors*","29","25",".537","—","32","22","99.6","96.7","2014-2-19"
"Brooklyn Nets*","25","27",".481","3.0","22","30","97.4","99.5","2014-2-19"
"New York Knicks","21","33",".389","8.0","24","30","97.2","98.9","2014-2-19"
"Boston Celtics","19","36",".345","10.5","21","34","95.1","98.6","2014-2-19"
"Philadelphia 76ers","15","40",".273","14.5","11","44","100.0","110.5","2014-2-19"
"Indiana Pacers*","41","13",".759","—","41","13","98.6","90.7","2014-2-19"
"Chicago Bulls*","28","25",".528","12.5","26","27","92.3","92.3","2014-2-19"
"Detroit Pistons","22","32",".407","19.0","22","32","100.4","102.9","2014-2-19"
"Cleveland Cavaliers","22","33",".400","19.5","19","36","97.1","101.5","2014-2-19"
"Milwaukee Bucks","10","43",".189","30.5","11","42","92.5","101.8","2014-2-19"
"Miami Heat*","38","14",".731","—","35","17","104.4","99.2","2014-2-19"
"Washington Wizards*","26","28",".481","13.0","27","27","99.5","99.5","2014-2-19"
"Atlanta Hawks*","25","28",".472","13.5","26","27","101.3","101.3","2014-2-19"
"Charlotte Bobcats*","25","30",".455","14.5","24","31","95.3","97.1","2014-2-19"
"Orlando Magic","16","40",".286","24.0","18","38","96.0","101.4","2014-2-19"
"Oklahoma City Thunder*","43","12",".782","—","40","15","105.0","97.6","2014-2-19"
"Portland Trail Blazers*","36","18",".667","6.5","34","20","107.9","103.9","2014-2-19"
"Minnesota Timberwolves","26","28",".481","16.5","34","20","105.5","101.6","2014-2-19"
"Denver Nuggets","24","28",".462","17.5","23","29","103.1","104.6","2014-2-19"
"Utah Jazz","19","34",".358","23.0","16","37","94.4","100.3","2014-2-19"
"Los Angeles Clippers*","37","19",".661","—","39","17","106.9","100.9","2014-2-19"
"Phoenix Suns","32","21",".604","3.5","32","21","105.0","101.8","2014-2-19"
"Golden State Warriors*","32","22",".593","4.0","35","19","103.5","98.8","2014-2-19"
"Los Angeles Lakers","18","36",".333","18.0","17","37","100.6","106.2","2014-2-19"
"Sacramento Kings","18","36",".333","18.0","23","31","101.1","103.5","2014-2-19"
"San Antonio Spurs*","40","15",".727","—","39","16","104.1","97.8","2014-2-19"
"Houston Rockets*","37","17",".685","2.5","35","19","106.0","101.5","2014-2-19"
"Dallas Mavericks*","32","23",".582","8.0","31","24","103.9","102.0","2014-2-19"
"Memphis Grizzlies*","30","23",".566","9.0","27","26","94.8","94.5","2014-2-19"
"New Orleans Pelicans","23","30",".434","16.0","23","30","99.5","101.1","2014-2-19"
"Toronto Raptors*","29","25",".537","—","32","22","99.6","96.7","2014-2-20"
"Brooklyn Nets*","25","27",".481","3.0","22","30","97.4","99.5","2014-2-20"
"New York Knicks","21","33",".389","8.0","24","30","97.2","98.9","2014-2-20"
"Boston Celtics","19","36",".345","10.5","21","34","95.1","98.6","2014-2-20"
"Philadelphia 76ers","15","40",".273","14.5","11","44","100.0","110.5","2014-2-20"
"Indiana Pacers*","41","13",".759","—","41","13","98.6","90.7","2014-2-20"
"Chicago Bulls*","28","25",".528","12.5","26","27","92.3","92.3","2014-2-20"
"Detroit Pistons","22","32",".407","19.0","22","32","100.4","102.9","2014-2-20"
"Cleveland Cavaliers","22","33",".400","19.5","19","36","97.1","101.5","2014-2-20"
"Milwaukee Bucks","10","44",".185","31.0","11","43","92.5","101.8","2014-2-20"
"Miami Heat*","39","14",".736","—","36","17","104.4","98.8","2014-2-20"
"Washington Wizards*","26","28",".481","13.5","27","27","99.5","99.5","2014-2-20"
"Atlanta Hawks*","25","28",".472","14.0","26","27","101.3","101.3","2014-2-20"
"Charlotte Bobcats*","25","30",".455","15.0","24","31","95.3","97.1","2014-2-20"
"Orlando Magic","16","40",".286","24.5","18","38","96.0","101.4","2014-2-20"
"Oklahoma City Thunder*","43","13",".768","—","40","16","104.6","97.7","2014-2-20"
"Portland Trail Blazers*","36","18",".667","6.0","34","20","107.9","103.9","2014-2-20"
"Minnesota Timberwolves","26","28",".481","16.0","34","20","105.5","101.6","2014-2-20"
"Denver Nuggets","25","28",".472","16.5","24","29","103.1","104.4","2014-2-20"
"Utah Jazz","19","34",".358","22.5","16","37","94.4","100.3","2014-2-20"
"Los Angeles Clippers*","37","19",".661","—","39","17","106.9","100.9","2014-2-20"
"Golden State Warriors*","33","22",".600","3.5","36","19","103.5","98.8","2014-2-20"
"Phoenix Suns","32","21",".604","3.5","32","21","105.0","101.8","2014-2-20"
"Los Angeles Lakers","18","36",".333","18.0","17","37","100.6","106.2","2014-2-20"
"Sacramento Kings","18","36",".333","18.0","23","31","101.1","103.5","2014-2-20"
"San Antonio Spurs*","40","15",".727","—","39","16","104.1","97.8","2014-2-20"
"Houston Rockets*","37","18",".673","3.0","35","20","105.9","101.5","2014-2-20"
"Dallas Mavericks*","32","23",".582","8.0","31","24","103.9","102.0","2014-2-20"
"Memphis Grizzlies*","30","23",".566","9.0","27","26","94.8","94.5","2014-2-20"
"New Orleans Pelicans","23","30",".434","16.0","23","30","99.5","101.1","2014-2-20"
"Toronto Raptors*","30","25",".545","—","33","22","99.5","96.6","2014-2-21"
"Brooklyn Nets*","25","27",".481","3.5","22","30","97.4","99.5","2014-2-21"
"New York Knicks","21","34",".382","9.0","24","31","97.7","99.5","2014-2-21"
"Boston Celtics","19","37",".339","11.5","21","35","95.0","98.7","2014-2-21"
"Philadelphia 76ers","15","41",".268","15.5","11","45","100.2","110.7","2014-2-21"
"Indiana Pacers*","41","13",".759","—","41","13","98.6","90.7","2014-2-21"
"Chicago Bulls*","29","25",".537","12.0","28","26","92.8","92.3","2014-2-21"
"Detroit Pistons","23","32",".418","18.5","23","32","100.7","103.0","2014-2-21"
"Cleveland Cavaliers","22","34",".393","20.0","19","37","97.0","101.5","2014-2-21"
"Milwaukee Bucks","10","44",".185","31.0","11","43","92.5","101.8","2014-2-21"
"Miami Heat*","39","14",".736","—","36","17","104.4","98.8","2014-2-21"
"Washington Wizards*","26","28",".481","13.5","27","27","99.5","99.5","2014-2-21"
"Charlotte Bobcats*","26","30",".464","14.5","25","31","95.3","96.9","2014-2-21"
"Atlanta Hawks*","25","29",".463","14.5","27","27","101.4","101.5","2014-2-21"
"Orlando Magic","17","40",".298","24.0","19","38","96.6","101.7","2014-2-21"
"Oklahoma City Thunder*","43","13",".768","—","40","16","104.6","97.7","2014-2-21"
"Portland Trail Blazers*","37","18",".673","5.5","35","20","107.8","103.7","2014-2-21"
"Minnesota Timberwolves","26","28",".481","16.0","34","20","105.5","101.6","2014-2-21"
"Denver Nuggets","25","29",".463","17.0","24","30","102.8","104.6","2014-2-21"
"Utah Jazz","19","35",".352","23.0","16","38","94.4","100.4","2014-2-21"
"Los Angeles Clippers*","37","20",".649","—","39","18","106.7","100.9","2014-2-21"
"Phoenix Suns","33","21",".611","2.5","33","21","105.0","101.5","2014-2-21"
"Golden State Warriors*","33","22",".600","3.0","36","19","103.5","98.8","2014-2-21"
"Los Angeles Lakers","19","36",".345","17.0","18","37","100.6","105.9","2014-2-21"
"Sacramento Kings","18","36",".333","17.5","23","31","101.1","103.5","2014-2-21"
"San Antonio Spurs*","40","16",".714","—","39","17","103.8","97.9","2014-2-21"
"Houston Rockets*","37","18",".673","2.5","35","20","105.9","101.5","2014-2-21"
"Dallas Mavericks*","33","23",".589","7.0","32","24","104.3","102.2","2014-2-21"
"Memphis Grizzlies*","31","23",".574","8.0","28","26","94.9","94.5","2014-2-21"
"New Orleans Pelicans","23","31",".426","16.0","24","30","99.2","100.9","2014-2-21"
"Toronto Raptors*","30","25",".545","—","33","22","99.5","96.6","2014-2-22"
"Brooklyn Nets*","25","28",".472","4.0","22","31","97.2","99.4","2014-2-22"
"New York Knicks","21","35",".375","9.5","24","32","97.7","99.6","2014-2-22"
"Boston Celtics","19","38",".333","12.0","21","36","95.1","98.8","2014-2-22"
"Philadelphia 76ers","15","41",".268","15.5","11","45","100.2","110.7","2014-2-22"
"Indiana Pacers*","42","13",".764","—","42","13","98.8","90.9","2014-2-22"
"Chicago Bulls*","29","25",".537","12.5","28","26","92.8","92.3","2014-2-22"
"Detroit Pistons","23","33",".411","19.5","23","33","100.7","103.2","2014-2-22"
"Cleveland Cavaliers","22","34",".393","20.5","19","37","97.0","101.5","2014-2-22"
"Milwaukee Bucks","10","45",".182","32.0","11","44","92.6","101.9","2014-2-22"
"Miami Heat*","39","14",".736","—","36","17","104.4","98.8","2014-2-22"
"Washington Wizards*","27","28",".491","13.0","27","28","99.4","99.4","2014-2-22"
"Charlotte Bobcats*","27","30",".474","14.0","25","32","95.2","96.8","2014-2-22"
"Atlanta Hawks*","26","29",".473","14.0","28","27","101.5","101.5","2014-2-22"
"Orlando Magic","17","40",".298","24.0","19","38","96.6","101.7","2014-2-22"
"Oklahoma City Thunder*","43","13",".768","—","40","16","104.6","97.7","2014-2-22"
"Portland Trail Blazers*","37","18",".673","5.5","35","20","107.8","103.7","2014-2-22"
"Minnesota Timberwolves","27","28",".491","15.5","35","20","105.7","101.6","2014-2-22"
"Denver Nuggets","25","29",".463","17.0","24","30","102.8","104.6","2014-2-22"
"Utah Jazz","19","36",".345","23.5","16","39","94.6","100.7","2014-2-22"
"Los Angeles Clippers*","37","20",".649","—","39","18","106.7","100.9","2014-2-22"
"Golden State Warriors*","34","22",".607","2.5","37","19","103.3","98.6","2014-2-22"
"Phoenix Suns","33","21",".611","2.5","33","21","105.0","101.5","2014-2-22"
"Los Angeles Lakers","19","36",".345","17.0","18","37","100.6","105.9","2014-2-22"
"Sacramento Kings","19","36",".345","17.0","23","32","101.1","103.4","2014-2-22"
"San Antonio Spurs*","40","16",".714","—","39","17","103.8","97.9","2014-2-22"
"Houston Rockets*","37","18",".673","2.5","35","20","105.9","101.5","2014-2-22"
"Dallas Mavericks*","34","23",".596","6.5","33","24","104.4","102.2","2014-2-22"
"Memphis Grizzlies*","31","24",".564","8.5","28","27","94.8","94.4","2014-2-22"
"New Orleans Pelicans","23","32",".418","16.5","24","31","99.1","100.8","2014-2-22"
"Toronto Raptors*","31","25",".554","—","34","22","99.6","96.5","2014-2-23"
"Brooklyn Nets*","26","28",".481","4.0","23","31","97.4","99.4","2014-2-23"
"New York Knicks","21","35",".375","10.0","24","32","97.7","99.6","2014-2-23"
"Boston Celtics","19","38",".333","12.5","21","36","95.1","98.8","2014-2-23"
"Philadelphia 76ers","15","41",".268","16.0","11","45","100.2","110.7","2014-2-23"
"Indiana Pacers*","42","13",".764","—","42","13","98.8","90.9","2014-2-23"
"Chicago Bulls*","29","26",".527","13.0","28","27","92.5","92.3","2014-2-23"
"Detroit Pistons","23","33",".411","19.5","23","33","100.7","103.2","2014-2-23"
"Cleveland Cavaliers","22","35",".386","21.0","19","38","96.7","101.4","2014-2-23"
"Milwaukee Bucks","10","45",".182","32.0","11","44","92.6","101.9","2014-2-23"
"Miami Heat*","40","14",".741","—","37","17","104.1","98.4","2014-2-23"
"Washington Wizards*","28","28",".500","13.0","28","28","99.3","99.1","2014-2-23"
"Charlotte Bobcats*","27","30",".474","14.5","25","32","95.2","96.8","2014-2-23"
"Atlanta Hawks*","26","29",".473","14.5","28","27","101.5","101.5","2014-2-23"
"Orlando Magic","17","41",".293","25.0","19","39","96.5","101.8","2014-2-23"
"Oklahoma City Thunder*","43","14",".754","—","41","16","104.8","98.2","2014-2-23"
"Portland Trail Blazers*","38","18",".679","4.5","36","20","107.8","103.6","2014-2-23"
"Minnesota Timberwolves","27","29",".482","15.5","35","21","105.6","101.7","2014-2-23"
"Denver Nuggets","25","30",".455","17.0","24","31","102.7","104.7","2014-2-23"
"Utah Jazz","19","36",".345","23.0","16","39","94.6","100.7","2014-2-23"
"Los Angeles Clippers*","38","20",".655","—","40","18","107.1","101.2","2014-2-23"
"Golden State Warriors*","34","22",".607","3.0","37","19","103.3","98.6","2014-2-23"
"Phoenix Suns","33","22",".600","3.5","34","21","105.1","101.7","2014-2-23"
"Sacramento Kings","20","36",".357","17.0","24","32","101.3","103.2","2014-2-23"
"Los Angeles Lakers","19","37",".339","18.0","18","38","100.6","105.9","2014-2-23"
"San Antonio Spurs*","40","16",".714","—","39","17","103.8","97.9","2014-2-23"
"Houston Rockets*","38","18",".679","2.0","36","20","106.1","101.7","2014-2-23"
"Dallas Mavericks*","34","23",".596","6.5","33","24","104.4","102.2","2014-2-23"
"Memphis Grizzlies*","31","24",".564","8.5","28","27","94.8","94.4","2014-2-23"
"New Orleans Pelicans","23","32",".418","16.5","24","31","99.1","100.8","2014-2-23"
"Toronto Raptors*","31","25",".554","—","34","22","99.6","96.5","2014-2-24"
"Brooklyn Nets*","26","28",".481","4.0","23","31","97.4","99.4","2014-2-24"
"New York Knicks","21","36",".368","10.5","25","32","97.9","99.8","2014-2-24"
"Boston Celtics","19","39",".328","13.0","21","37","95.1","99.0","2014-2-24"
"Philadelphia 76ers","15","42",".263","16.5","11","46","100.4","111.0","2014-2-24"
"Indiana Pacers*","42","13",".764","—","42","13","98.8","90.9","2014-2-24"
"Chicago Bulls*","29","26",".527","13.0","28","27","92.5","92.3","2014-2-24"
"Detroit Pistons","23","34",".404","20.0","24","33","100.6","103.2","2014-2-24"
"Cleveland Cavaliers","22","35",".386","21.0","19","38","96.7","101.4","2014-2-24"
"Milwaukee Bucks","11","45",".196","31.5","12","44","93.3","102.1","2014-2-24"
"Miami Heat*","40","14",".741","—","37","17","104.1","98.4","2014-2-24"
"Washington Wizards*","28","28",".500","13.0","28","28","99.3","99.1","2014-2-24"
"Charlotte Bobcats*","27","30",".474","14.5","25","32","95.2","96.8","2014-2-24"
"Atlanta Hawks*","26","29",".473","14.5","28","27","101.5","101.5","2014-2-24"
"Orlando Magic","17","41",".293","25.0","19","39","96.5","101.8","2014-2-24"
"Oklahoma City Thunder*","43","14",".754","—","41","16","104.8","98.2","2014-2-24"
"Portland Trail Blazers*","38","18",".679","4.5","36","20","107.8","103.6","2014-2-24"
"Minnesota Timberwolves","27","29",".482","15.5","35","21","105.6","101.7","2014-2-24"
"Denver Nuggets","25","30",".455","17.0","24","31","102.7","104.7","2014-2-24"
"Utah Jazz","20","36",".357","22.5","17","39","94.9","100.7","2014-2-24"
"Los Angeles Clippers*","39","20",".661","—","41","18","107.3","101.3","2014-2-24"
"Golden State Warriors*","35","22",".614","3.0","38","19","103.3","98.6","2014-2-24"
"Phoenix Suns","33","22",".600","4.0","34","21","105.1","101.7","2014-2-24"
"Sacramento Kings","20","36",".357","17.5","24","32","101.3","103.2","2014-2-24"
"Los Angeles Lakers","19","37",".339","18.5","18","38","100.6","105.9","2014-2-24"
"San Antonio Spurs*","40","16",".714","—","39","17","103.8","97.9","2014-2-24"
"Houston Rockets*","38","18",".679","2.0","36","20","106.1","101.7","2014-2-24"
"Dallas Mavericks*","35","23",".603","6.0","33","25","104.5","102.3","2014-2-24"
"Memphis Grizzlies*","31","24",".564","8.5","28","27","94.8","94.4","2014-2-24"
"New Orleans Pelicans","23","33",".411","17.0","24","32","99.3","101.2","2014-2-24"
"Toronto Raptors*","32","25",".561","—","35","22","99.6","96.5","2014-2-25"
"Brooklyn Nets*","26","28",".481","4.5","23","31","97.4","99.4","2014-2-25"
"New York Knicks","21","36",".368","11.0","25","32","97.9","99.8","2014-2-25"
"Boston Celtics","19","39",".328","13.5","21","37","95.1","99.0","2014-2-25"
"Philadelphia 76ers","15","42",".263","17.0","11","46","100.4","111.0","2014-2-25"
"Indiana Pacers*","43","13",".768","—","43","13","99.1","91.0","2014-2-25"
"Chicago Bulls*","30","26",".536","13.0","29","27","92.8","92.5","2014-2-25"
"Detroit Pistons","23","34",".404","20.5","24","33","100.6","103.2","2014-2-25"
"Cleveland Cavaliers","22","36",".379","22.0","20","38","96.7","101.3","2014-2-25"
"Milwaukee Bucks","11","45",".196","32.0","12","44","93.3","102.1","2014-2-25"
"Miami Heat*","40","14",".741","—","37","17","104.1","98.4","2014-2-25"
"Washington Wizards*","29","28",".509","12.5","29","28","99.6","99.2","2014-2-25"
"Charlotte Bobcats*","27","30",".474","14.5","25","32","95.2","96.8","2014-2-25"
"Atlanta Hawks*","26","30",".464","15.0","28","28","101.5","101.6","2014-2-25"
"Orlando Magic","17","42",".288","25.5","19","40","96.6","102.0","2014-2-25"
"Oklahoma City Thunder*","43","14",".754","—","41","16","104.8","98.2","2014-2-25"
"Portland Trail Blazers*","39","18",".684","4.0","36","21","107.7","103.4","2014-2-25"
"Minnesota Timberwolves","28","29",".491","15.0","36","21","105.7","101.7","2014-2-25"
"Denver Nuggets","25","31",".446","17.5","24","32","102.5","104.6","2014-2-25"
"Utah Jazz","20","36",".357","22.5","17","39","94.9","100.7","2014-2-25"
"Los Angeles Clippers*","39","20",".661","—","41","18","107.3","101.3","2014-2-25"
"Golden State Warriors*","35","22",".614","3.0","38","19","103.3","98.6","2014-2-25"
"Phoenix Suns","33","23",".589","4.5","34","22","105.0","101.9","2014-2-25"
"Sacramento Kings","20","37",".351","18.0","24","33","101.3","103.7","2014-2-25"
"Los Angeles Lakers","19","38",".333","19.0","18","39","100.6","106.2","2014-2-25"
"San Antonio Spurs*","40","16",".714","—","39","17","103.8","97.9","2014-2-25"
"Houston Rockets*","39","18",".684","1.5","37","20","106.5","101.7","2014-2-25"
"Dallas Mavericks*","35","23",".603","6.0","33","25","104.5","102.3","2014-2-25"
"Memphis Grizzlies*","31","24",".564","8.5","28","27","94.8","94.4","2014-2-25"
"New Orleans Pelicans","23","33",".411","17.0","24","32","99.3","101.2","2014-2-25"
"Toronto Raptors*","32","25",".561","—","35","22","99.6","96.5","2014-2-26"
"Brooklyn Nets*","26","29",".473","5.0","22","33","97.1","99.9","2014-2-26"
"New York Knicks","21","36",".368","11.0","25","32","97.9","99.8","2014-2-26"
"Boston Celtics","20","39",".339","13.0","22","37","95.4","99.1","2014-2-26"
"Philadelphia 76ers","15","43",".259","17.5","11","47","100.2","110.9","2014-2-26"
"Indiana Pacers*","43","13",".768","—","43","13","99.1","91.0","2014-2-26"
"Chicago Bulls*","31","26",".544","12.5","30","27","92.9","92.3","2014-2-26"
"Detroit Pistons","23","35",".397","21.0","24","34","100.8","103.5","2014-2-26"
"Cleveland Cavaliers","23","36",".390","21.5","21","38","96.9","101.4","2014-2-26"
"Milwaukee Bucks","11","45",".196","32.0","12","44","93.3","102.1","2014-2-26"
"Miami Heat*","40","14",".741","—","37","17","104.1","98.4","2014-2-26"
