"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Dallas Mavericks*","4","3",".571","1.5","4","3","107.0","104.4","2013-11-9"
"Memphis Grizzlies*","3","3",".500","2.0","3","3","98.5","99.5","2013-11-9"
"New Orleans Pelicans","3","3",".500","2.0","4","2","96.3","93.7","2013-11-9"
"Philadelphia 76ers","4","3",".571","—","3","4","105.9","106.9","2013-11-10"
"Toronto Raptors*","3","4",".429","1.0","4","3","95.6","93.9","2013-11-10"
"Boston Celtics","3","4",".429","1.0","3","4","92.7","95.1","2013-11-10"
"Brooklyn Nets*","2","4",".333","1.5","2","4","97.3","100.2","2013-11-10"
"New York Knicks","2","4",".333","1.5","2","4","93.0","97.8","2013-11-10"
"Indiana Pacers*","7","0","1.000","—","6","1","94.9","85.3","2013-11-10"
"Cleveland Cavaliers","3","4",".429","4.0","2","5","94.1","99.0","2013-11-10"
"Chicago Bulls*","2","3",".400","4.0","2","3","91.6","93.0","2013-11-10"
"Detroit Pistons","2","3",".400","4.0","3","2","101.8","101.6","2013-11-10"
"Milwaukee Bucks","2","3",".400","4.0","2","3","94.0","96.0","2013-11-10"
"Miami Heat*","4","3",".571","—","4","3","105.1","100.9","2013-11-10"
"Atlanta Hawks*","3","3",".500","0.5","3","3","105.0","103.5","2013-11-10"
"Charlotte Bobcats*","3","3",".500","0.5","2","4","90.3","95.5","2013-11-10"
"Orlando Magic","3","4",".429","1.0","4","3","100.0","96.9","2013-11-10"
"Washington Wizards*","2","4",".333","1.5","3","3","105.0","106.8","2013-11-10"
"Oklahoma City Thunder*","5","1",".833","—","4","2","102.8","100.3","2013-11-10"
"Minnesota Timberwolves","5","2",".714","0.5","5","2","106.1","99.0","2013-11-10"
"Portland Trail Blazers*","4","2",".667","1.0","4","2","103.3","99.8","2013-11-10"
"Denver Nuggets","1","4",".200","3.5","1","4","98.4","105.2","2013-11-10"
"Utah Jazz","0","7",".000","5.5","1","6","87.7","100.7","2013-11-10"
"Phoenix Suns","5","2",".714","—","5","2","100.3","96.0","2013-11-10"
"Los Angeles Clippers*","4","3",".571","1.0","4","3","110.0","106.3","2013-11-10"
"Golden State Warriors*","4","3",".571","1.0","5","2","102.6","96.3","2013-11-10"
"Los Angeles Lakers","3","5",".375","2.5","2","6","97.3","106.5","2013-11-10"
"Sacramento Kings","1","5",".167","3.5","1","5","92.3","100.2","2013-11-10"
"San Antonio Spurs*","6","1",".857","—","5","2","99.1","92.4","2013-11-10"
"Houston Rockets*","4","3",".571","2.0","4","3","105.6","103.6","2013-11-10"
"Dallas Mavericks*","4","3",".571","2.0","4","3","107.0","104.4","2013-11-10"
"Memphis Grizzlies*","3","3",".500","2.5","3","3","98.5","99.5","2013-11-10"
"New Orleans Pelicans","3","4",".429","3.0","4","3","96.0","94.7","2013-11-10"
"Boston Celtics","4","4",".500","—","4","4","96.1","96.4","2013-11-11"
"Philadelphia 76ers","4","4",".500","—","3","5","103.3","107.1","2013-11-11"
"Toronto Raptors*","3","5",".375","1.0","4","4","96.6","95.9","2013-11-11"
"Brooklyn Nets*","2","4",".333","1.0","2","4","97.3","100.2","2013-11-11"
"New York Knicks","2","4",".333","1.0","2","4","93.0","97.8","2013-11-11"
"Indiana Pacers*","8","0","1.000","—","7","1","94.9","84.5","2013-11-11"
"Chicago Bulls*","3","3",".500","4.0","3","3","92.3","91.0","2013-11-11"
"Milwaukee Bucks","2","3",".400","4.5","2","3","94.0","96.0","2013-11-11"
"Cleveland Cavaliers","3","5",".375","5.0","2","6","92.5","98.6","2013-11-11"
"Detroit Pistons","2","4",".333","5.0","3","3","102.0","102.8","2013-11-11"
"Miami Heat*","4","3",".571","—","4","3","105.1","100.9","2013-11-11"
"Atlanta Hawks*","4","3",".571","—","4","3","104.7","102.1","2013-11-11"
"Charlotte Bobcats*","3","4",".429","1.0","2","5","90.9","96.6","2013-11-11"
"Orlando Magic","3","5",".375","1.5","4","4","100.6","99.8","2013-11-11"
"Washington Wizards*","2","4",".333","1.5","3","3","105.0","106.8","2013-11-11"
"Oklahoma City Thunder*","5","1",".833","—","4","2","102.8","100.3","2013-11-11"
"Portland Trail Blazers*","5","2",".714","0.5","4","3","104.1","100.3","2013-11-11"
"Minnesota Timberwolves","5","3",".625","1.0","6","2","106.3","100.3","2013-11-11"
"Denver Nuggets","2","4",".333","3.0","2","4","98.7","101.2","2013-11-11"
"Utah Jazz","0","8",".000","6.0","1","7","86.9","100.6","2013-11-11"
"Phoenix Suns","5","2",".714","—","5","2","100.3","96.0","2013-11-11"
"Los Angeles Clippers*","5","3",".625","0.5","5","3","109.9","106.4","2013-11-11"
"Golden State Warriors*","4","3",".571","1.0","5","2","102.6","96.3","2013-11-11"
"Los Angeles Lakers","3","5",".375","2.5","2","6","97.3","106.5","2013-11-11"
"Sacramento Kings","1","5",".167","3.5","1","5","92.3","100.2","2013-11-11"
"San Antonio Spurs*","7","1",".875","—","6","2","100.4","91.5","2013-11-11"
"Houston Rockets*","5","3",".625","2.0","5","3","106.1","103.6","2013-11-11"
"Dallas Mavericks*","4","3",".571","2.5","4","3","107.0","104.4","2013-11-11"
"Memphis Grizzlies*","3","4",".429","3.5","3","4","95.7","98.9","2013-11-11"
"New Orleans Pelicans","3","4",".429","3.5","4","3","96.0","94.7","2013-11-11"
"Boston Celtics","4","4",".500","—","4","4","96.1","96.4","2013-11-12"
"Philadelphia 76ers","4","4",".500","—","3","5","103.3","107.1","2013-11-12"
"Toronto Raptors*","3","5",".375","1.0","4","4","96.6","95.9","2013-11-12"
"Brooklyn Nets*","2","4",".333","1.0","2","4","97.3","100.2","2013-11-12"
"New York Knicks","2","4",".333","1.0","2","4","93.0","97.8","2013-11-12"
"Indiana Pacers*","8","0","1.000","—","7","1","94.9","84.5","2013-11-12"
"Chicago Bulls*","3","3",".500","4.0","3","3","92.3","91.0","2013-11-12"
"Cleveland Cavaliers","3","5",".375","5.0","2","6","92.5","98.6","2013-11-12"
"Milwaukee Bucks","2","4",".333","5.0","2","4","94.2","99.7","2013-11-12"
"Detroit Pistons","2","5",".286","5.5","3","4","101.0","104.3","2013-11-12"
"Miami Heat*","5","3",".625","—","6","2","106.8","100.1","2013-11-12"
"Atlanta Hawks*","4","3",".571","0.5","4","3","104.7","102.1","2013-11-12"
"Charlotte Bobcats*","3","4",".429","1.5","2","5","90.9","96.6","2013-11-12"
"Orlando Magic","3","5",".375","2.0","4","4","100.6","99.8","2013-11-12"
"Washington Wizards*","2","5",".286","2.5","3","4","103.6","106.6","2013-11-12"
"Oklahoma City Thunder*","5","1",".833","—","4","2","102.8","100.3","2013-11-12"
"Portland Trail Blazers*","5","2",".714","0.5","4","3","104.1","100.3","2013-11-12"
"Minnesota Timberwolves","5","3",".625","1.0","6","2","106.3","100.3","2013-11-12"
"Denver Nuggets","2","4",".333","3.0","2","4","98.7","101.2","2013-11-12"
"Utah Jazz","0","8",".000","6.0","1","7","86.9","100.6","2013-11-12"
"Phoenix Suns","5","2",".714","—","5","2","100.3","96.0","2013-11-12"
"Los Angeles Clippers*","5","3",".625","0.5","5","3","109.9","106.4","2013-11-12"
"Golden State Warriors*","5","3",".625","0.5","6","2","103.9","96.1","2013-11-12"
"Los Angeles Lakers","4","5",".444","2.0","3","6","99.3","105.2","2013-11-12"
"Sacramento Kings","1","5",".167","3.5","1","5","92.3","100.2","2013-11-12"
"San Antonio Spurs*","7","1",".875","—","6","2","100.4","91.5","2013-11-12"
"Houston Rockets*","5","3",".625","2.0","5","3","106.1","103.6","2013-11-12"
"Dallas Mavericks*","5","3",".625","2.0","5","3","106.8","103.3","2013-11-12"
"Memphis Grizzlies*","3","4",".429","3.5","3","4","95.7","98.9","2013-11-12"
"New Orleans Pelicans","3","5",".375","4.0","4","4","95.9","97.4","2013-11-12"
"Philadelphia 76ers","5","4",".556","—","4","5","105.4","108.2","2013-11-13"
"Toronto Raptors*","4","5",".444","1.0","5","4","97.3","94.9","2013-11-13"
"Boston Celtics","4","5",".444","1.0","4","5","94.7","95.6","2013-11-13"
"New York Knicks","3","4",".429","1.0","3","4","93.3","96.9","2013-11-13"
"Brooklyn Nets*","2","5",".286","2.0","2","5","95.7","101.1","2013-11-13"
"Indiana Pacers*","8","0","1.000","—","7","1","94.9","84.5","2013-11-13"
"Chicago Bulls*","3","3",".500","4.0","3","3","92.3","91.0","2013-11-13"
"Cleveland Cavaliers","3","6",".333","5.5","2","7","92.8","101.4","2013-11-13"
"Detroit Pistons","2","5",".286","5.5","3","4","101.0","104.3","2013-11-13"
"Milwaukee Bucks","2","5",".286","5.5","2","5","93.7","98.9","2013-11-13"
"Miami Heat*","5","3",".625","—","6","2","106.8","100.1","2013-11-13"
"Atlanta Hawks*","4","4",".500","1.0","4","4","103.0","101.3","2013-11-13"
"Charlotte Bobcats*","4","4",".500","1.0","3","5","90.6","94.9","2013-11-13"
"Orlando Magic","4","5",".444","1.5","5","4","99.9","98.8","2013-11-13"
"Washington Wizards*","2","6",".250","3.0","3","5","100.5","104.8","2013-11-13"
"Portland Trail Blazers*","6","2",".750","—","5","3","102.4","98.9","2013-11-13"
"Oklahoma City Thunder*","5","2",".714","0.5","4","3","102.9","101.9","2013-11-13"
"Minnesota Timberwolves","6","3",".667","0.5","7","2","108.2","99.7","2013-11-13"
"Denver Nuggets","3","4",".429","2.5","3","4","100.4","100.9","2013-11-13"
"Utah Jazz","1","8",".111","5.5","1","8","89.6","101.1","2013-11-13"
"Los Angeles Clippers*","6","3",".667","—","6","3","110.0","106.0","2013-11-13"
"Golden State Warriors*","5","3",".625","0.5","6","2","103.9","96.1","2013-11-13"
"Phoenix Suns","5","3",".625","0.5","5","3","98.9","95.3","2013-11-13"
"Los Angeles Lakers","4","6",".400","2.5","3","7","99.3","105.8","2013-11-13"
"Sacramento Kings","2","5",".286","3.0","3","4","94.4","98.1","2013-11-13"
"San Antonio Spurs*","8","1",".889","—","7","2","99.4","90.1","2013-11-13"
"Dallas Mavericks*","5","3",".625","2.5","5","3","106.8","103.3","2013-11-13"
"Houston Rockets*","5","4",".556","3.0","5","4","107.3","105.8","2013-11-13"
"Memphis Grizzlies*","3","5",".375","4.5","3","5","94.6","99.4","2013-11-13"
"New Orleans Pelicans","3","6",".333","5.0","4","5","96.9","98.9","2013-11-13"
"Philadelphia 76ers","5","4",".556","—","4","5","105.4","108.2","2013-11-14"
"Toronto Raptors*","4","5",".444","1.0","5","4","97.3","94.9","2013-11-14"
"Boston Celtics","4","5",".444","1.0","4","5","94.7","95.6","2013-11-14"
"New York Knicks","3","5",".375","1.5","3","5","94.9","98.4","2013-11-14"
"Brooklyn Nets*","2","5",".286","2.0","2","5","95.7","101.1","2013-11-14"
"Indiana Pacers*","8","0","1.000","—","7","1","94.9","84.5","2013-11-14"
"Chicago Bulls*","3","3",".500","4.0","3","3","92.3","91.0","2013-11-14"
"Cleveland Cavaliers","3","6",".333","5.5","2","7","92.8","101.4","2013-11-14"
"Detroit Pistons","2","5",".286","5.5","3","4","101.0","104.3","2013-11-14"
"Milwaukee Bucks","2","5",".286","5.5","2","5","93.7","98.9","2013-11-14"
"Miami Heat*","5","3",".625","—","6","2","106.8","100.1","2013-11-14"
"Atlanta Hawks*","4","4",".500","1.0","4","4","103.0","101.3","2013-11-14"
"Charlotte Bobcats*","4","4",".500","1.0","3","5","90.6","94.9","2013-11-14"
"Orlando Magic","4","5",".444","1.5","5","4","99.9","98.8","2013-11-14"
"Washington Wizards*","2","6",".250","3.0","3","5","100.5","104.8","2013-11-14"
"Portland Trail Blazers*","6","2",".750","—","5","3","102.4","98.9","2013-11-14"
"Minnesota Timberwolves","6","3",".667","0.5","7","2","108.2","99.7","2013-11-14"
"Oklahoma City Thunder*","5","3",".625","1.0","4","4","104.4","103.6","2013-11-14"
"Denver Nuggets","3","4",".429","2.5","3","4","100.4","100.9","2013-11-14"
"Utah Jazz","1","8",".111","5.5","1","8","89.6","101.1","2013-11-14"
"Los Angeles Clippers*","6","3",".667","—","6","3","110.0","106.0","2013-11-14"
"Golden State Warriors*","6","3",".667","—","7","2","105.2","98.2","2013-11-14"
"Phoenix Suns","5","3",".625","0.5","5","3","98.9","95.3","2013-11-14"
"Los Angeles Lakers","4","6",".400","2.5","3","7","99.3","105.8","2013-11-14"
"Sacramento Kings","2","5",".286","3.0","3","4","94.4","98.1","2013-11-14"
"San Antonio Spurs*","8","1",".889","—","7","2","99.4","90.1","2013-11-14"
"Houston Rockets*","6","4",".600","2.5","6","4","107.5","105.8","2013-11-14"
"Dallas Mavericks*","5","3",".625","2.5","5","3","106.8","103.3","2013-11-14"
"Memphis Grizzlies*","3","5",".375","4.5","3","5","94.6","99.4","2013-11-14"
"New Orleans Pelicans","3","6",".333","5.0","4","5","96.9","98.9","2013-11-14"
"Philadelphia 76ers","5","5",".500","—","4","6","105.2","108.7","2013-11-15"
"Toronto Raptors*","4","6",".400","1.0","5","5","95.6","95.0","2013-11-15"
"Boston Celtics","4","6",".400","1.0","4","6","94.8","96.9","2013-11-15"
"Brooklyn Nets*","3","5",".375","1.0","3","5","96.3","100.8","2013-11-15"
"New York Knicks","3","5",".375","1.0","3","5","94.9","98.4","2013-11-15"
"Indiana Pacers*","9","0","1.000","—","8","1","95.9","83.7","2013-11-15"
"Chicago Bulls*","4","3",".571","4.0","4","3","92.9","89.4","2013-11-15"
"Detroit Pistons","3","5",".375","5.5","3","5","100.5","102.5","2013-11-15"
"Cleveland Cavaliers","3","7",".300","6.5","2","8","91.5","99.9","2013-11-15"
"Milwaukee Bucks","2","6",".250","6.5","2","6","91.6","99.5","2013-11-15"
"Miami Heat*","6","3",".667","—","6","3","107.1","100.6","2013-11-15"
"Atlanta Hawks*","5","4",".556","1.0","5","4","104.1","101.4","2013-11-15"
"Charlotte Bobcats*","5","4",".556","1.0","3","6","90.1","93.2","2013-11-15"
"Orlando Magic","4","5",".444","2.0","5","4","99.9","98.8","2013-11-15"
"Washington Wizards*","2","6",".250","3.5","3","5","100.5","104.8","2013-11-15"
"Portland Trail Blazers*","7","2",".778","—","6","3","103.1","98.6","2013-11-15"
"Minnesota Timberwolves","6","4",".600","1.5","7","3","108.7","101.4","2013-11-15"
"Oklahoma City Thunder*","5","3",".625","1.5","4","4","104.4","103.6","2013-11-15"
"Denver Nuggets","4","4",".500","2.5","4","4","102.5","102.4","2013-11-15"
"Utah Jazz","1","9",".100","6.5","2","8","88.8","100.1","2013-11-15"
"Los Angeles Clippers*","6","3",".667","—","6","3","110.0","106.0","2013-11-15"
"Golden State Warriors*","6","3",".667","—","7","2","105.2","98.2","2013-11-15"
"Phoenix Suns","5","4",".556","1.0","5","4","98.8","95.8","2013-11-15"
"Los Angeles Lakers","4","7",".364","3.0","3","8","98.1","104.3","2013-11-15"
"Sacramento Kings","2","6",".250","3.5","3","5","93.9","98.0","2013-11-15"
"San Antonio Spurs*","9","1",".900","—","8","2","98.6","89.3","2013-11-15"
"Houston Rockets*","6","4",".600","3.0","6","4","107.5","105.8","2013-11-15"
"Dallas Mavericks*","5","4",".556","3.5","5","4","106.4","104.0","2013-11-15"
"Memphis Grizzlies*","4","5",".444","4.5","3","6","94.0","97.9","2013-11-15"
"New Orleans Pelicans","3","6",".333","5.5","4","5","96.9","98.9","2013-11-15"
"Philadelphia 76ers","5","6",".455","—","3","8","104.5","111.1","2013-11-16"
"Toronto Raptors*","4","6",".400","0.5","5","5","95.6","95.0","2013-11-16"
"Boston Celtics","4","7",".364","1.0","4","7","94.2","97.7","2013-11-16"
"Brooklyn Nets*","3","6",".333","1.0","3","6","97.0","101.8","2013-11-16"
"New York Knicks","3","6",".333","1.0","3","6","94.3","99.7","2013-11-16"
"Indiana Pacers*","9","1",".900","—","8","2","95.7","86.3","2013-11-16"
"Chicago Bulls*","5","3",".625","3.0","5","3","95.0","90.0","2013-11-16"
"Cleveland Cavaliers","4","7",".364","5.5","3","8","92.5","99.5","2013-11-16"
"Detroit Pistons","3","5",".375","5.0","3","5","100.5","102.5","2013-11-16"
"Milwaukee Bucks","2","7",".222","6.5","2","7","90.2","98.7","2013-11-16"
"Miami Heat*","7","3",".700","—","7","3","106.1","98.6","2013-11-16"
"Atlanta Hawks*","6","4",".600","1.0","6","4","104.7","100.3","2013-11-16"
"Charlotte Bobcats*","5","5",".500","2.0","3","7","89.2","93.6","2013-11-16"
"Orlando Magic","4","6",".400","3.0","5","5","99.9","99.7","2013-11-16"
"Washington Wizards*","2","7",".222","4.5","3","6","100.0","104.6","2013-11-16"
"Portland Trail Blazers*","7","2",".778","—","6","3","103.1","98.6","2013-11-16"
"Minnesota Timberwolves","7","4",".636","1.0","8","3","108.5","100.2","2013-11-16"
"Oklahoma City Thunder*","6","3",".667","1.0","5","4","103.0","100.9","2013-11-16"
"Denver Nuggets","4","5",".444","3.0","4","5","103.4","104.6","2013-11-16"
"Utah Jazz","1","10",".091","7.0","2","9","88.7","100.3","2013-11-16"
"Los Angeles Clippers*","7","3",".700","—","6","4","110.0","105.7","2013-11-16"
"Golden State Warriors*","7","3",".700","—","7","3","104.9","97.2","2013-11-16"
"Phoenix Suns","5","4",".556","1.5","5","4","98.8","95.8","2013-11-16"
"Los Angeles Lakers","4","7",".364","3.5","3","8","98.1","104.3","2013-11-16"
"Sacramento Kings","2","6",".250","4.0","3","5","93.9","98.0","2013-11-16"
"San Antonio Spurs*","9","1",".900","—","8","2","98.6","89.3","2013-11-16"
"Houston Rockets*","7","4",".636","2.5","6","5","108.8","106.3","2013-11-16"
"Dallas Mavericks*","6","4",".600","3.0","6","4","106.6","103.6","2013-11-16"
"Memphis Grizzlies*","4","5",".444","4.5","3","6","94.0","97.9","2013-11-16"
"New Orleans Pelicans","4","6",".400","5.0","6","4","100.7","98.8","2013-11-16"
"Philadelphia 76ers","5","6",".455","—","3","8","104.5","111.1","2013-11-17"
"Toronto Raptors*","4","7",".364","1.0","5","6","96.9","97.1","2013-11-17"
"Boston Celtics","4","7",".364","1.0","4","7","94.2","97.7","2013-11-17"
"Brooklyn Nets*","3","6",".333","1.0","3","6","97.0","101.8","2013-11-17"
"New York Knicks","3","6",".333","1.0","3","6","94.3","99.7","2013-11-17"
"Indiana Pacers*","9","1",".900","—","8","2","95.7","86.3","2013-11-17"
"Chicago Bulls*","5","3",".625","3.0","5","3","95.0","90.0","2013-11-17"
"Cleveland Cavaliers","4","7",".364","5.5","3","8","92.5","99.5","2013-11-17"
"Detroit Pistons","3","6",".333","5.5","3","6","100.3","103.8","2013-11-17"
"Milwaukee Bucks","2","7",".222","6.5","2","7","90.2","98.7","2013-11-17"
"Miami Heat*","7","3",".700","—","7","3","106.1","98.6","2013-11-17"
"Atlanta Hawks*","6","4",".600","1.0","6","4","104.7","100.3","2013-11-17"
"Charlotte Bobcats*","5","5",".500","2.0","3","7","89.2","93.6","2013-11-17"
"Orlando Magic","4","6",".400","3.0","5","5","99.9","99.7","2013-11-17"
"Washington Wizards*","2","7",".222","4.5","3","6","100.0","104.6","2013-11-17"
"Portland Trail Blazers*","8","2",".800","—","7","3","104.6","99.7","2013-11-17"
"Minnesota Timberwolves","7","4",".636","1.5","8","3","108.5","100.2","2013-11-17"
"Oklahoma City Thunder*","6","3",".667","1.5","5","4","103.0","100.9","2013-11-17"
"Denver Nuggets","4","5",".444","3.5","4","5","103.4","104.6","2013-11-17"
"Utah Jazz","1","10",".091","7.5","2","9","88.7","100.3","2013-11-17"
"Los Angeles Clippers*","7","3",".700","—","6","4","110.0","105.7","2013-11-17"
"Golden State Warriors*","7","3",".700","—","7","3","104.9","97.2","2013-11-17"
"Phoenix Suns","5","4",".556","1.5","5","4","98.8","95.8","2013-11-17"
"Los Angeles Lakers","5","7",".417","3.0","4","8","99.4","103.8","2013-11-17"
"Sacramento Kings","2","7",".222","4.5","3","6","93.0","97.9","2013-11-17"
"San Antonio Spurs*","9","1",".900","—","8","2","98.6","89.3","2013-11-17"
"Houston Rockets*","7","4",".636","2.5","6","5","108.8","106.3","2013-11-17"
"Dallas Mavericks*","6","4",".600","3.0","6","4","106.6","103.6","2013-11-17"
"Memphis Grizzlies*","5","5",".500","4.0","4","6","94.3","96.7","2013-11-17"
"New Orleans Pelicans","4","6",".400","5.0","6","4","100.7","98.8","2013-11-17"
"Philadelphia 76ers","5","7",".417","—","4","8","103.7","109.9","2013-11-18"
"Toronto Raptors*","4","7",".364","0.5","5","6","96.9","97.1","2013-11-18"
"Boston Celtics","4","7",".364","0.5","4","7","94.2","97.7","2013-11-18"
"New York Knicks","3","6",".333","0.5","3","6","94.3","99.7","2013-11-18"
"Brooklyn Nets*","3","7",".300","1.0","3","7","97.1","102.4","2013-11-18"
"Indiana Pacers*","9","1",".900","—","8","2","95.7","86.3","2013-11-18"
"Chicago Bulls*","6","3",".667","2.5","6","3","94.0","89.0","2013-11-18"
"Cleveland Cavaliers","4","7",".364","5.5","3","8","92.5","99.5","2013-11-18"
"Detroit Pistons","3","6",".333","5.5","3","6","100.3","103.8","2013-11-18"
"Milwaukee Bucks","2","7",".222","6.5","2","7","90.2","98.7","2013-11-18"
"Miami Heat*","7","3",".700","—","7","3","106.1","98.6","2013-11-18"
"Atlanta Hawks*","6","4",".600","1.0","6","4","104.7","100.3","2013-11-18"
"Charlotte Bobcats*","5","6",".455","2.5","4","7","88.5","92.9","2013-11-18"
"Orlando Magic","4","6",".400","3.0","5","5","99.9","99.7","2013-11-18"
"Washington Wizards*","2","7",".222","4.5","3","6","100.0","104.6","2013-11-18"
