"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Memphis Grizzlies*","3","3",".500","1.0","2","4","92.8","95.3","2012-1-4"
"Dallas Mavericks*","3","4",".429","1.5","3","4","95.4","97.9","2012-1-4"
"Houston Rockets","2","4",".333","2.0","2","4","96.0","101.8","2012-1-4"
"New Orleans Hornets","2","4",".333","2.0","2","4","87.2","91.0","2012-1-4"
"Philadelphia 76ers*","3","2",".600","—","4","1","102.6","92.8","2012-1-5"
"Boston Celtics*","4","3",".571","—","4","3","95.4","93.0","2012-1-5"
"Toronto Raptors","3","3",".500","0.5","3","3","92.2","91.5","2012-1-5"
"New York Knicks*","2","4",".333","1.5","2","4","95.8","99.2","2012-1-5"
"New Jersey Nets","1","6",".143","3.0","1","6","83.1","97.7","2012-1-5"
"Chicago Bulls*","6","1",".857","—","6","1","97.1","86.6","2012-1-5"
"Indiana Pacers*","4","2",".667","1.5","3","3","93.0","93.8","2012-1-5"
"Cleveland Cavaliers","3","3",".500","2.5","4","2","97.0","94.3","2012-1-5"
"Milwaukee Bucks","2","4",".333","3.5","3","3","92.3","91.8","2012-1-5"
"Detroit Pistons","2","4",".333","3.5","2","4","86.8","92.8","2012-1-5"
"Miami Heat*","7","1",".875","—","7","1","109.3","97.4","2012-1-5"
"Orlando Magic*","5","2",".714","1.5","5","2","95.7","88.4","2012-1-5"
"Atlanta Hawks*","4","3",".571","2.5","5","2","97.0","90.0","2012-1-5"
"Charlotte Bobcats","2","4",".333","4.0","1","5","96.5","107.5","2012-1-5"
"Washington Wizards","0","6",".000","6.0","1","5","85.2","98.3","2012-1-5"
"Portland Trail Blazers","5","1",".833","—","5","1","102.8","94.3","2012-1-5"
"Oklahoma City Thunder*","5","2",".714","0.5","4","3","98.6","98.0","2012-1-5"
"Denver Nuggets*","5","2",".714","0.5","6","1","103.3","93.6","2012-1-5"
"Utah Jazz*","3","3",".500","2.0","2","4","90.2","96.5","2012-1-5"
"Minnesota Timberwolves","2","4",".333","3.0","4","2","97.8","95.5","2012-1-5"
"Los Angeles Clippers*","3","2",".600","—","3","2","101.2","98.4","2012-1-5"
"Los Angeles Lakers*","4","4",".500","0.5","5","3","94.9","91.9","2012-1-5"
"Sacramento Kings","3","5",".375","1.5","2","6","93.4","102.1","2012-1-5"
"Golden State Warriors","2","4",".333","1.5","2","4","90.3","97.3","2012-1-5"
"Phoenix Suns","2","4",".333","1.5","2","4","91.3","93.7","2012-1-5"
"San Antonio Spurs*","5","2",".714","—","5","2","98.4","91.1","2012-1-5"
"Memphis Grizzlies*","3","3",".500","1.5","2","4","92.8","95.3","2012-1-5"
"Dallas Mavericks*","3","5",".375","2.5","3","5","92.4","97.3","2012-1-5"
"Houston Rockets","2","4",".333","2.5","2","4","96.0","101.8","2012-1-5"
"New Orleans Hornets","2","4",".333","2.5","2","4","87.2","91.0","2012-1-5"
"Philadelphia 76ers*","4","2",".667","—","5","1","101.5","89.5","2012-1-6"
"Boston Celtics*","4","4",".500","1.0","4","4","92.8","92.3","2012-1-6"
"New York Knicks*","3","4",".429","1.5","3","4","96.3","98.7","2012-1-6"
"Toronto Raptors","3","4",".429","1.5","3","4","91.1","92.3","2012-1-6"
"New Jersey Nets","2","6",".250","3.0","1","7","84.9","96.1","2012-1-6"
"Chicago Bulls*","7","1",".875","—","7","1","97.1","86.1","2012-1-6"
"Indiana Pacers*","5","2",".714","1.5","4","3","92.1","91.0","2012-1-6"
"Cleveland Cavaliers","4","3",".571","2.5","4","3","97.1","93.3","2012-1-6"
"Milwaukee Bucks","2","4",".333","4.0","3","3","92.3","91.8","2012-1-6"
"Detroit Pistons","2","5",".286","4.5","1","6","84.9","93.3","2012-1-6"
"Miami Heat*","7","1",".875","—","7","1","109.3","97.4","2012-1-6"
"Orlando Magic*","5","3",".625","2.0","5","3","94.1","89.5","2012-1-6"
"Atlanta Hawks*","5","3",".625","2.0","6","2","97.6","90.8","2012-1-6"
"Charlotte Bobcats","2","5",".286","4.5","1","6","96.4","106.7","2012-1-6"
"Washington Wizards","0","7",".000","6.5","1","6","86.7","98.4","2012-1-6"
"Oklahoma City Thunder*","6","2",".750","—","5","3","99.9","97.5","2012-1-6"
"Denver Nuggets*","6","2",".750","—","6","2","102.4","92.9","2012-1-6"
"Portland Trail Blazers","5","2",".714","0.5","4","3","99.1","95.4","2012-1-6"
"Utah Jazz*","4","3",".571","1.5","2","5","90.7","94.9","2012-1-6"
"Minnesota Timberwolves","2","5",".286","3.5","4","3","96.3","95.9","2012-1-6"
"Los Angeles Clippers*","3","2",".600","—","3","2","101.2","98.4","2012-1-6"
"Los Angeles Lakers*","5","4",".556","—","6","3","95.1","91.7","2012-1-6"
"Phoenix Suns","3","4",".429","1.0","4","3","92.9","91.3","2012-1-6"
"Sacramento Kings","3","5",".375","1.5","2","6","93.4","102.1","2012-1-6"
"Golden State Warriors","2","5",".286","2.0","2","5","90.3","97.3","2012-1-6"
"San Antonio Spurs*","5","2",".714","—","5","2","98.4","91.1","2012-1-6"
"Memphis Grizzlies*","3","4",".429","2.0","3","4","91.7","95.1","2012-1-6"
"Dallas Mavericks*","3","5",".375","2.5","3","5","92.4","97.3","2012-1-6"
"Houston Rockets","2","5",".286","3.0","2","5","95.7","102.9","2012-1-6"
"New Orleans Hornets","2","5",".286","3.0","2","5","87.3","91.7","2012-1-6"
"Philadelphia 76ers*","5","2",".714","—","6","1","100.9","85.6","2012-1-7"
"Boston Celtics*","4","4",".500","1.5","4","4","92.8","92.3","2012-1-7"
"New York Knicks*","4","4",".500","1.5","4","4","97.1","96.4","2012-1-7"
"Toronto Raptors","3","5",".375","2.5","2","6","87.5","92.9","2012-1-7"
"New Jersey Nets","2","7",".222","4.0","1","8","85.4","96.7","2012-1-7"
"Chicago Bulls*","7","2",".778","—","7","2","96.8","88.7","2012-1-7"
"Indiana Pacers*","6","2",".750","0.5","5","3","93.0","89.3","2012-1-7"
"Cleveland Cavaliers","4","3",".571","2.0","4","3","97.1","93.3","2012-1-7"
"Milwaukee Bucks","2","5",".286","4.0","3","4","91.4","91.9","2012-1-7"
"Detroit Pistons","2","6",".250","4.5","1","7","84.3","94.5","2012-1-7"
"Miami Heat*","8","1",".889","—","8","1","108.3","96.6","2012-1-7"
"Atlanta Hawks*","6","3",".667","2.0","7","2","98.9","91.1","2012-1-7"
"Orlando Magic*","5","3",".625","2.5","5","3","94.1","89.5","2012-1-7"
"Charlotte Bobcats","2","6",".250","5.5","1","7","94.0","105.8","2012-1-7"
"Washington Wizards","0","7",".000","7.0","1","6","86.7","98.4","2012-1-7"
"Oklahoma City Thunder*","7","2",".778","—","5","4","99.7","97.2","2012-1-7"
"Portland Trail Blazers","5","2",".714","1.0","4","3","99.1","95.4","2012-1-7"
"Denver Nuggets*","6","3",".667","1.0","7","2","104.0","96.0","2012-1-7"
"Utah Jazz*","5","3",".625","1.5","3","5","90.4","93.9","2012-1-7"
"Minnesota Timberwolves","2","5",".286","4.0","4","3","96.3","95.9","2012-1-7"
"Los Angeles Clippers*","4","2",".667","—","4","2","99.7","96.3","2012-1-7"
"Los Angeles Lakers*","5","4",".556","0.5","6","3","95.1","91.7","2012-1-7"
"Phoenix Suns","3","4",".429","1.5","4","3","92.9","91.3","2012-1-7"
"Sacramento Kings","3","5",".375","2.0","2","6","93.4","102.1","2012-1-7"
"Golden State Warriors","2","6",".250","3.0","2","6","89.9","96.1","2012-1-7"
"San Antonio Spurs*","6","2",".750","—","6","2","101.3","94.4","2012-1-7"
"Dallas Mavericks*","4","5",".444","2.5","4","5","92.8","95.4","2012-1-7"
"Memphis Grizzlies*","3","4",".429","2.5","3","4","91.7","95.1","2012-1-7"
"Houston Rockets","2","6",".250","4.0","2","6","95.6","102.3","2012-1-7"
"New Orleans Hornets","2","6",".250","4.0","2","6","86.5","92.3","2012-1-7"
"Philadelphia 76ers*","5","2",".714","—","6","1","100.9","85.6","2012-1-8"
"Boston Celtics*","4","4",".500","1.5","4","4","92.8","92.3","2012-1-8"
"New York Knicks*","4","4",".500","1.5","4","4","97.1","96.4","2012-1-8"
"Toronto Raptors","3","5",".375","2.5","2","6","87.5","92.9","2012-1-8"
"New Jersey Nets","2","7",".222","4.0","1","8","85.4","96.7","2012-1-8"
"Chicago Bulls*","7","2",".778","—","7","2","96.8","88.7","2012-1-8"
"Indiana Pacers*","6","2",".750","0.5","5","3","93.0","89.3","2012-1-8"
"Cleveland Cavaliers","4","4",".500","2.5","4","4","94.8","93.9","2012-1-8"
"Milwaukee Bucks","2","6",".250","4.5","3","5","91.6","94.0","2012-1-8"
"Detroit Pistons","2","6",".250","4.5","1","7","84.3","94.5","2012-1-8"
"Miami Heat*","8","1",".889","—","8","1","108.3","96.6","2012-1-8"
"Orlando Magic*","6","3",".667","2.0","6","3","95.2","90.3","2012-1-8"
"Atlanta Hawks*","6","3",".667","2.0","7","2","98.9","91.1","2012-1-8"
"Charlotte Bobcats","2","6",".250","5.5","1","7","94.0","105.8","2012-1-8"
"Washington Wizards","0","8",".000","7.5","1","7","84.9","97.8","2012-1-8"
"Oklahoma City Thunder*","8","2",".800","—","6","4","100.5","97.1","2012-1-8"
"Portland Trail Blazers","6","2",".750","1.0","6","2","99.0","93.3","2012-1-8"
"Denver Nuggets*","6","3",".667","1.5","7","2","104.0","96.0","2012-1-8"
"Utah Jazz*","5","3",".625","2.0","3","5","90.4","93.9","2012-1-8"
"Minnesota Timberwolves","3","5",".375","4.0","5","3","95.9","92.9","2012-1-8"
"Los Angeles Lakers*","6","4",".600","—","6","4","94.6","90.7","2012-1-8"
"Los Angeles Clippers*","4","2",".667","—","4","2","99.7","96.3","2012-1-8"
"Phoenix Suns","4","4",".500","1.0","5","3","94.9","91.5","2012-1-8"
"Sacramento Kings","3","6",".333","2.5","2","7","93.8","102.3","2012-1-8"
"Golden State Warriors","2","6",".250","3.0","2","6","89.9","96.1","2012-1-8"
"San Antonio Spurs*","6","3",".667","—","6","3","100.7","95.9","2012-1-8"
"Dallas Mavericks*","4","5",".444","2.0","4","5","92.8","95.4","2012-1-8"
"Memphis Grizzlies*","3","5",".375","2.5","3","5","90.5","94.5","2012-1-8"
"Houston Rockets","2","6",".250","3.5","2","6","95.6","102.3","2012-1-8"
"New Orleans Hornets","2","6",".250","3.5","2","6","86.5","92.3","2012-1-8"
"Philadelphia 76ers*","6","2",".750","—","7","1","100.3","85.6","2012-1-9"
"New York Knicks*","5","4",".556","1.5","5","4","96.4","95.3","2012-1-9"
"Boston Celtics*","4","4",".500","2.0","4","4","92.8","92.3","2012-1-9"
"Toronto Raptors","4","5",".444","2.5","3","6","88.6","92.2","2012-1-9"
"New Jersey Nets","2","8",".200","5.0","2","8","87.0","97.6","2012-1-9"
"Chicago Bulls*","8","2",".800","—","8","2","96.3","86.6","2012-1-9"
"Indiana Pacers*","6","3",".667","1.5","5","4","92.2","90.0","2012-1-9"
"Cleveland Cavaliers","4","4",".500","3.0","4","4","94.8","93.9","2012-1-9"
"Milwaukee Bucks","2","6",".250","5.0","3","5","91.6","94.0","2012-1-9"
"Detroit Pistons","2","7",".222","5.5","1","8","82.4","94.2","2012-1-9"
"Miami Heat*","8","1",".889","—","8","1","108.3","96.6","2012-1-9"
"Atlanta Hawks*","7","3",".700","1.5","7","3","99.6","92.1","2012-1-9"
"Orlando Magic*","6","3",".667","2.0","6","3","95.2","90.3","2012-1-9"
"Charlotte Bobcats","2","7",".222","6.0","2","7","93.2","104.1","2012-1-9"
"Washington Wizards","0","8",".000","7.5","1","7","84.9","97.8","2012-1-9"
"Oklahoma City Thunder*","8","2",".800","—","6","4","100.5","97.1","2012-1-9"
"Portland Trail Blazers","6","2",".750","1.0","6","2","99.0","93.3","2012-1-9"
"Denver Nuggets*","6","4",".600","2.0","7","3","101.7","95.8","2012-1-9"
"Utah Jazz*","5","3",".625","2.0","3","5","90.4","93.9","2012-1-9"
"Minnesota Timberwolves","3","6",".333","4.5","5","4","94.9","93.3","2012-1-9"
"Los Angeles Lakers*","6","4",".600","—","6","4","94.6","90.7","2012-1-9"
"Los Angeles Clippers*","4","2",".667","—","4","2","99.7","96.3","2012-1-9"
"Phoenix Suns","4","4",".500","1.0","5","3","94.9","91.5","2012-1-9"
"Sacramento Kings","3","6",".333","2.5","2","7","93.8","102.3","2012-1-9"
"Golden State Warriors","2","6",".250","3.0","2","6","89.9","96.1","2012-1-9"
"San Antonio Spurs*","6","3",".667","—","6","3","100.7","95.9","2012-1-9"
"Dallas Mavericks*","4","5",".444","2.0","4","5","92.8","95.4","2012-1-9"
"Memphis Grizzlies*","3","5",".375","2.5","3","5","90.5","94.5","2012-1-9"
"New Orleans Hornets","3","6",".333","3.0","3","6","87.3","91.0","2012-1-9"
"Houston Rockets","2","6",".250","3.5","2","6","95.6","102.3","2012-1-9"
"Philadelphia 76ers*","7","2",".778","—","8","1","101.6","85.6","2012-1-10"
"New York Knicks*","5","4",".556","2.0","5","4","96.4","95.3","2012-1-10"
"Boston Celtics*","4","4",".500","2.5","4","4","92.8","92.3","2012-1-10"
"Toronto Raptors","4","6",".400","3.5","3","7","87.5","92.3","2012-1-10"
"New Jersey Nets","2","8",".200","5.5","2","8","87.0","97.6","2012-1-10"
"Chicago Bulls*","9","2",".818","—","9","2","97.6","87.8","2012-1-10"
"Indiana Pacers*","6","3",".667","2.0","5","4","92.2","90.0","2012-1-10"
"Cleveland Cavaliers","4","5",".444","4.0","4","5","95.9","96.0","2012-1-10"
"Milwaukee Bucks","3","6",".333","5.0","4","5","93.2","95.0","2012-1-10"
"Detroit Pistons","2","8",".200","6.5","1","9","82.8","94.8","2012-1-10"
"Miami Heat*","8","2",".800","—","8","2","108.1","98.0","2012-1-10"
"Atlanta Hawks*","7","3",".700","1.0","7","3","99.6","92.1","2012-1-10"
"Orlando Magic*","6","3",".667","1.5","6","3","95.2","90.3","2012-1-10"
"Charlotte Bobcats","2","8",".200","6.0","2","8","90.9","101.9","2012-1-10"
"Washington Wizards","1","8",".111","6.5","2","7","85.8","95.6","2012-1-10"
"Oklahoma City Thunder*","9","2",".818","—","7","4","100.5","96.9","2012-1-10"
"Portland Trail Blazers","7","2",".778","1.0","6","3","99.7","93.7","2012-1-10"
"Utah Jazz*","6","3",".667","2.0","4","5","92.9","95.1","2012-1-10"
"Denver Nuggets*","6","4",".600","2.5","7","3","101.7","95.8","2012-1-10"
"Minnesota Timberwolves","3","7",".300","5.5","5","5","95.4","95.1","2012-1-10"
"Los Angeles Lakers*","7","4",".636","—","7","4","95.0","90.0","2012-1-10"
"Los Angeles Clippers*","4","3",".571","1.0","4","3","99.3","97.6","2012-1-10"
"Phoenix Suns","4","5",".444","2.0","5","4","93.6","92.3","2012-1-10"
"Golden State Warriors","3","6",".333","3.0","3","6","92.2","97.2","2012-1-10"
"Sacramento Kings","3","7",".300","3.5","2","8","92.9","103.3","2012-1-10"
"San Antonio Spurs*","6","4",".600","—","6","4","100.9","96.9","2012-1-10"
"Dallas Mavericks*","5","5",".500","1.0","5","5","93.5","94.5","2012-1-10"
"Memphis Grizzlies*","3","6",".333","2.5","3","6","91.0","95.1","2012-1-10"
"Houston Rockets","3","6",".333","2.5","3","6","94.1","98.7","2012-1-10"
"New Orleans Hornets","3","6",".333","2.5","3","6","87.3","91.0","2012-1-10"
"Philadelphia 76ers*","7","3",".700","—","9","1","99.3","85.5","2012-1-11"
"New York Knicks*","6","4",".600","1.0","6","4","95.3","93.7","2012-1-11"
"Boston Celtics*","4","5",".444","2.5","4","5","91.9","92.0","2012-1-11"
"Toronto Raptors","4","7",".364","3.5","3","8","87.8","92.8","2012-1-11"
"New Jersey Nets","2","9",".182","5.5","2","9","89.5","99.9","2012-1-11"
"Chicago Bulls*","10","2",".833","—","10","2","96.0","85.8","2012-1-11"
"Indiana Pacers*","7","3",".700","2.0","6","4","92.6","89.4","2012-1-11"
"Cleveland Cavaliers","4","5",".444","4.5","4","5","95.9","96.0","2012-1-11"
"Milwaukee Bucks","3","6",".333","5.5","4","5","93.2","95.0","2012-1-11"
"Detroit Pistons","2","8",".200","7.0","1","9","82.8","94.8","2012-1-11"
"Miami Heat*","8","3",".727","—","8","3","106.4","97.7","2012-1-11"
"Orlando Magic*","7","3",".700","0.5","7","3","96.4","91.7","2012-1-11"
"Atlanta Hawks*","7","4",".636","1.0","8","3","98.2","92.5","2012-1-11"
"Charlotte Bobcats","2","8",".200","5.5","2","8","90.9","101.9","2012-1-11"
"Washington Wizards","1","9",".100","6.5","2","8","83.6","93.8","2012-1-11"
"Oklahoma City Thunder*","10","2",".833","—","8","4","100.0","95.9","2012-1-11"
"Portland Trail Blazers","7","3",".700","2.0","7","3","100.1","95.0","2012-1-11"
"Denver Nuggets*","7","4",".636","2.5","8","3","103.6","97.5","2012-1-11"
"Utah Jazz*","6","4",".600","3.0","4","6","92.3","94.6","2012-1-11"
"Minnesota Timberwolves","3","7",".300","6.0","5","5","95.4","95.1","2012-1-11"
"Los Angeles Lakers*","8","4",".667","—","8","4","94.6","89.8","2012-1-11"
"Los Angeles Clippers*","5","3",".625","1.0","5","3","98.8","96.5","2012-1-11"
"Phoenix Suns","4","5",".444","2.5","5","4","93.6","92.3","2012-1-11"
"Sacramento Kings","4","7",".364","3.5","2","9","93.4","102.2","2012-1-11"
"Golden State Warriors","3","6",".333","3.5","3","6","92.2","97.2","2012-1-11"
"San Antonio Spurs*","7","4",".636","—","7","4","100.9","96.7","2012-1-11"
"Dallas Mavericks*","6","5",".545","1.0","5","6","93.2","93.6","2012-1-11"
"Memphis Grizzlies*","3","6",".333","3.0","3","6","91.0","95.1","2012-1-11"
"Houston Rockets","3","7",".300","3.5","3","7","94.2","98.9","2012-1-11"
"New Orleans Hornets","3","7",".300","3.5","3","7","87.1","91.4","2012-1-11"
"Philadelphia 76ers*","7","3",".700","—","9","1","99.3","85.5","2012-1-12"
"New York Knicks*","6","5",".545","1.5","6","5","94.2","93.7","2012-1-12"
"Boston Celtics*","4","5",".444","2.5","4","5","91.9","92.0","2012-1-12"
"Toronto Raptors","4","7",".364","3.5","3","8","87.8","92.8","2012-1-12"
"New Jersey Nets","2","9",".182","5.5","2","9","89.5","99.9","2012-1-12"
"Chicago Bulls*","10","2",".833","—","10","2","96.0","85.8","2012-1-12"
"Indiana Pacers*","7","3",".700","2.0","6","4","92.6","89.4","2012-1-12"
"Cleveland Cavaliers","5","5",".500","4.0","5","5","96.4","95.4","2012-1-12"
"Milwaukee Bucks","4","6",".400","5.0","5","5","94.1","94.8","2012-1-12"
"Detroit Pistons","2","9",".182","7.5","2","9","83.7","95.5","2012-1-12"
"Miami Heat*","8","3",".727","—","8","3","106.4","97.7","2012-1-12"
"Orlando Magic*","8","3",".727","—","7","4","98.3","93.3","2012-1-12"
"Atlanta Hawks*","8","4",".667","0.5","9","3","99.3","91.5","2012-1-12"
"Charlotte Bobcats","2","9",".182","6.0","1","10","90.0","102.7","2012-1-12"
"Washington Wizards","1","9",".100","6.5","2","8","83.6","93.8","2012-1-12"
"Oklahoma City Thunder*","10","2",".833","—","8","4","100.0","95.9","2012-1-12"
"Portland Trail Blazers","7","3",".700","2.0","7","3","100.1","95.0","2012-1-12"
"Denver Nuggets*","7","4",".636","2.5","8","3","103.6","97.5","2012-1-12"
"Utah Jazz*","6","4",".600","3.0","4","6","92.3","94.6","2012-1-12"
"Minnesota Timberwolves","3","7",".300","6.0","5","5","95.4","95.1","2012-1-12"
"Los Angeles Lakers*","8","4",".667","—","8","4","94.6","89.8","2012-1-12"
"Los Angeles Clippers*","5","3",".625","1.0","5","3","98.8","96.5","2012-1-12"
"Phoenix Suns","4","6",".400","3.0","5","5","93.2","93.2","2012-1-12"
"Sacramento Kings","4","7",".364","3.5","2","9","93.4","102.2","2012-1-12"
"Golden State Warriors","3","7",".300","4.0","3","7","93.9","99.2","2012-1-12"
"San Antonio Spurs*","7","4",".636","—","7","4","100.9","96.7","2012-1-12"
"Dallas Mavericks*","6","5",".545","1.0","5","6","93.2","93.6","2012-1-12"
"Memphis Grizzlies*","4","6",".400","2.5","4","6","91.3","93.9","2012-1-12"
"Houston Rockets","3","7",".300","3.5","3","7","94.2","98.9","2012-1-12"
"New Orleans Hornets","3","7",".300","3.5","3","7","87.1","91.4","2012-1-12"
"Philadelphia 76ers*","8","3",".727","—","10","1","101.2","85.8","2012-1-13"
"New York Knicks*","6","5",".545","2.0","6","5","94.2","93.7","2012-1-13"
"Boston Celtics*","4","6",".400","3.5","5","5","90.6","91.6","2012-1-13"
"Toronto Raptors","4","8",".333","4.5","4","8","88.0","93.0","2012-1-13"
"New Jersey Nets","3","9",".250","5.5","3","9","91.3","100.2","2012-1-13"
"Chicago Bulls*","11","2",".846","—","11","2","95.4","85.3","2012-1-13"
"Indiana Pacers*","8","3",".727","2.0","7","4","92.8","89.5","2012-1-13"
"Cleveland Cavaliers","5","6",".455","5.0","6","5","96.0","95.5","2012-1-13"
"Milwaukee Bucks","4","7",".364","6.0","4","7","92.5","95.5","2012-1-13"
"Detroit Pistons","3","9",".250","7.5","2","10","84.9","94.3","2012-1-13"
"Orlando Magic*","8","3",".727","—","7","4","98.3","93.3","2012-1-13"
"Miami Heat*","8","4",".667","0.5","9","3","106.2","99.3","2012-1-13"
"Atlanta Hawks*","8","4",".667","0.5","9","3","99.3","91.5","2012-1-13"
"Charlotte Bobcats","2","10",".167","6.5","2","10","89.3","102.3","2012-1-13"
"Washington Wizards","1","10",".091","7.0","1","10","84.1","96.2","2012-1-13"
"Oklahoma City Thunder*","10","2",".833","—","8","4","100.0","95.9","2012-1-13"
"Denver Nuggets*","8","4",".667","2.0","9","3","104.8","98.1","2012-1-13"
"Portland Trail Blazers","7","4",".636","2.5","7","4","98.5","95.4","2012-1-13"
"Utah Jazz*","6","4",".600","3.0","4","6","92.3","94.6","2012-1-13"
